Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(3, 5)","(4, 1)",25,No
Trial 1,"(8, 4)","(5, 6)",25,No
Trial 2,"(6, 4)","(2, 1)",35,No
Trial 3,"(7, 5)","(3, 3)",30,No
Trial 4,"(2, 4)","(8, 4)",30,No
Trial 5,"(8, 4)","(4, 2)",30,No
Trial 6,"(5, 4)","(2, 5)",20,No
Trial 7,"(1, 1)","(7, 3)",40,No
Trial 8,"(4, 1)","(8, 4)",35,No
Trial 9,"(1, 6)","(5, 5)",25,No
Trial 10,"(3, 6)","(1, 1)",35,No
Trial 11,"(8, 4)","(4, 3)",25,No
Trial 12,"(4, 4)","(7, 1)",30,No
Trial 13,"(4, 4)","(6, 2)",20,No
Trial 14,"(7, 2)","(4, 6)",35,No
Trial 15,"(7, 5)","(6, 1)",25,No
Trial 16,"(3, 6)","(5, 4)",20,No
Trial 17,"(6, 5)","(1, 4)",30,No
Trial 18,"(7, 6)","(4, 4)",25,No
Trial 19,"(5, 4)","(1, 6)",30,No
Trial 20,"(2, 5)","(6, 3)",30,No
Trial 21,"(5, 5)","(3, 3)",20,No
Trial 22,"(1, 3)","(6, 6)",40,No
Trial 23,"(7, 5)","(1, 3)",40,No
Trial 24,"(6, 3)","(2, 4)",25,No
Trial 25,"(5, 6)","(1, 4)",30,No
Trial 26,"(5, 3)","(1, 1)",30,No
Trial 27,"(4, 2)","(1, 3)",20,No
Trial 28,"(5, 1)","(4, 5)",25,No
Trial 29,"(8, 5)","(5, 2)",30,No
Trial 30,"(2, 3)","(5, 1)",25,No
Trial 31,"(3, 1)","(3, 6)",25,No
Trial 32,"(7, 5)","(4, 3)",25,No
Trial 33,"(1, 2)","(7, 5)",45,No
Trial 34,"(4, 3)","(1, 4)",20,No
Trial 35,"(7, 6)","(1, 6)",30,No
Trial 36,"(6, 5)","(3, 4)",20,No
Trial 37,"(5, 4)","(2, 2)",25,No
Trial 38,"(1, 5)","(5, 6)",25,No
Trial 39,"(6, 1)","(6, 6)",25,Yes
Trial 40,"(3, 1)","(4, 4)",20,No
Trial 41,"(2, 4)","(5, 1)",30,No
Trial 42,"(1, 4)","(6, 6)",35,No
Trial 43,"(7, 1)","(5, 6)",35,No
Trial 44,"(7, 4)","(1, 2)",40,No
Trial 45,"(6, 6)","(3, 4)",25,No
Trial 46,"(3, 6)","(2, 3)",20,No
Trial 47,"(1, 3)","(8, 4)",40,No
Trial 48,"(8, 2)","(7, 5)",20,No
Trial 49,"(7, 1)","(3, 1)",20,No
Trial 50,"(8, 1)","(7, 6)",30,No
Trial 51,"(3, 3)","(8, 1)",35,No
Trial 52,"(2, 4)","(5, 6)",25,No
Trial 53,"(8, 4)","(4, 5)",25,No
Trial 54,"(8, 6)","(3, 5)",30,No
Trial 55,"(1, 1)","(3, 6)",35,No
Trial 56,"(3, 4)","(8, 6)",35,No
Trial 57,"(2, 5)","(1, 1)",25,No
Trial 58,"(8, 5)","(2, 3)",40,No
Trial 59,"(5, 2)","(8, 5)",30,No
Trial 60,"(7, 2)","(3, 5)",35,No
Trial 61,"(5, 3)","(2, 1)",25,No
Trial 62,"(4, 2)","(1, 6)",35,No
Trial 63,"(6, 5)","(8, 2)",25,No
Trial 64,"(1, 2)","(4, 6)",35,No
Trial 65,"(4, 6)","(6, 4)",20,No
Trial 66,"(5, 6)","(3, 2)",30,No
Trial 67,"(2, 3)","(8, 6)",45,No
Trial 68,"(7, 6)","(8, 2)",25,Yes
Trial 69,"(4, 3)","(8, 4)",25,No
Trial 70,"(1, 4)","(4, 2)",25,No
Trial 71,"(6, 5)","(8, 2)",25,No
Trial 72,"(6, 2)","(4, 6)",30,No
Trial 73,"(3, 5)","(7, 4)",25,No
Trial 74,"(2, 5)","(7, 2)",40,No
Trial 75,"(6, 4)","(3, 3)",20,No
Trial 76,"(6, 6)","(2, 4)",30,No
Trial 77,"(1, 1)","(6, 6)",50,No
Trial 78,"(1, 3)","(6, 3)",25,No
Trial 79,"(1, 1)","(4, 5)",35,No
Trial 80,"(4, 2)","(7, 3)",20,No
Trial 81,"(2, 6)","(1, 2)",25,No
Trial 82,"(3, 5)","(4, 2)",20,No
Trial 83,"(1, 6)","(2, 1)",30,No
Trial 84,"(4, 6)","(8, 4)",30,No
Trial 85,"(8, 1)","(2, 2)",35,No
Trial 86,"(5, 1)","(5, 5)",20,No
Trial 87,"(1, 5)","(1, 1)",20,No
Trial 88,"(6, 3)","(2, 2)",25,No
Trial 89,"(7, 1)","(4, 6)",40,No
Trial 90,"(5, 3)","(1, 1)",30,No
Trial 91,"(4, 1)","(5, 5)",25,No
Trial 92,"(4, 1)","(2, 3)",20,No
Trial 93,"(7, 1)","(4, 2)",20,No
Trial 94,"(2, 1)","(1, 5)",25,No
Trial 95,"(4, 1)","(8, 1)",20,No
Trial 96,"(2, 1)","(5, 3)",25,No
Trial 97,"(5, 2)","(7, 4)",20,No
Trial 98,"(1, 1)","(5, 1)",20,No
Trial 99,"(2, 2)","(7, 4)",35,No
