Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(2, 3)","(5, 4)",20,No
Trial 1,"(7, 3)","(1, 5)",40,No
Trial 2,"(7, 1)","(5, 5)",30,No
Trial 3,"(3, 5)","(7, 1)",40,No
Trial 4,"(2, 3)","(8, 6)",45,No
Trial 5,"(8, 2)","(6, 4)",20,No
Trial 6,"(1, 2)","(7, 4)",40,No
Trial 7,"(6, 1)","(4, 6)",35,No
Trial 8,"(8, 6)","(1, 4)",45,No
Trial 9,"(1, 2)","(4, 6)",35,Yes
Trial 10,"(5, 6)","(8, 2)",35,No
Trial 11,"(1, 5)","(6, 6)",30,Yes
Trial 12,"(8, 4)","(1, 1)",50,Yes
Trial 13,"(1, 2)","(4, 5)",30,No
Trial 14,"(3, 1)","(4, 6)",30,No
Trial 15,"(5, 4)","(1, 2)",30,No
Trial 16,"(3, 1)","(4, 4)",20,No
Trial 17,"(1, 6)","(6, 2)",45,No
Trial 18,"(8, 5)","(1, 4)",40,Yes
Trial 19,"(1, 3)","(4, 1)",25,No
Trial 20,"(7, 6)","(3, 2)",40,Yes
Trial 21,"(2, 2)","(7, 3)",30,No
Trial 22,"(4, 3)","(6, 6)",25,No
Trial 23,"(1, 2)","(5, 4)",30,No
Trial 24,"(8, 5)","(8, 1)",20,Yes
Trial 25,"(4, 2)","(1, 5)",30,No
Trial 26,"(5, 2)","(2, 3)",20,No
Trial 27,"(6, 2)","(3, 1)",20,No
Trial 28,"(3, 4)","(7, 4)",20,Yes
Trial 29,"(8, 6)","(2, 2)",50,No
Trial 30,"(1, 1)","(7, 3)",40,Yes
Trial 31,"(8, 1)","(1, 1)",35,Yes
Trial 32,"(2, 1)","(1, 5)",25,No
Trial 33,"(6, 3)","(4, 1)",20,No
Trial 34,"(7, 2)","(4, 6)",35,No
Trial 35,"(1, 4)","(6, 3)",30,No
Trial 36,"(3, 1)","(8, 5)",45,Yes
Trial 37,"(1, 1)","(4, 3)",25,No
Trial 38,"(5, 5)","(2, 4)",20,No
Trial 39,"(2, 1)","(5, 4)",30,No
Trial 40,"(8, 3)","(3, 5)",35,No
Trial 41,"(2, 3)","(1, 6)",20,Yes
Trial 42,"(8, 1)","(2, 5)",50,No
Trial 43,"(8, 3)","(5, 1)",25,Yes
Trial 44,"(8, 5)","(1, 4)",40,Yes
Trial 45,"(1, 6)","(6, 2)",45,No
Trial 46,"(1, 5)","(6, 1)",45,No
Trial 47,"(4, 4)","(1, 5)",20,No
Trial 48,"(4, 2)","(4, 6)",20,Yes
Trial 49,"(5, 2)","(8, 4)",25,No
Trial 50,"(3, 6)","(7, 5)",25,No
Trial 51,"(6, 3)","(8, 5)",20,No
Trial 52,"(1, 4)","(8, 6)",45,Yes
Trial 53,"(8, 2)","(4, 5)",35,Yes
Trial 54,"(3, 5)","(6, 1)",35,No
Trial 55,"(3, 4)","(7, 2)",30,No
Trial 56,"(2, 5)","(4, 1)",30,Yes
Trial 57,"(6, 5)","(2, 1)",40,No
Trial 58,"(1, 6)","(7, 6)",30,No
Trial 59,"(2, 2)","(8, 1)",35,No
Trial 60,"(7, 6)","(2, 2)",45,No
Trial 61,"(4, 4)","(7, 6)",25,No
Trial 62,"(8, 3)","(1, 1)",45,No
Trial 63,"(7, 1)","(6, 4)",20,No
Trial 64,"(1, 3)","(3, 6)",25,No
Trial 65,"(7, 1)","(6, 5)",25,No
Trial 66,"(8, 6)","(4, 5)",25,No
Trial 67,"(1, 4)","(6, 1)",40,No
Trial 68,"(7, 2)","(4, 1)",20,No
Trial 69,"(3, 4)","(7, 3)",25,No
Trial 70,"(8, 4)","(1, 6)",45,No
Trial 71,"(4, 1)","(6, 5)",30,No
Trial 72,"(2, 3)","(5, 5)",25,No
Trial 73,"(3, 6)","(8, 2)",45,Yes
Trial 74,"(5, 1)","(4, 5)",25,No
Trial 75,"(1, 1)","(7, 1)",30,Yes
Trial 76,"(7, 1)","(5, 5)",30,No
Trial 77,"(1, 3)","(8, 3)",35,Yes
Trial 78,"(6, 1)","(1, 6)",50,Yes
Trial 79,"(1, 3)","(6, 2)",30,No
Trial 80,"(6, 1)","(2, 1)",20,Yes
Trial 81,"(6, 5)","(3, 1)",35,Yes
Trial 82,"(4, 4)","(5, 1)",20,No
Trial 83,"(1, 3)","(4, 1)",25,No
Trial 84,"(5, 4)","(4, 1)",20,No
Trial 85,"(8, 5)","(7, 1)",25,No
Trial 86,"(8, 5)","(2, 1)",50,No
Trial 87,"(7, 1)","(2, 3)",35,Yes
Trial 88,"(5, 3)","(2, 4)",20,No
Trial 89,"(3, 2)","(6, 6)",35,No
Trial 90,"(3, 3)","(5, 6)",25,No
Trial 91,"(6, 2)","(1, 1)",30,Yes
Trial 92,"(2, 4)","(4, 6)",20,No
Trial 93,"(4, 6)","(6, 4)",20,No
Trial 94,"(2, 5)","(7, 1)",45,No
Trial 95,"(6, 1)","(7, 4)",20,No
Trial 96,"(5, 3)","(1, 2)",25,Yes
Trial 97,"(5, 1)","(5, 6)",25,Yes
Trial 98,"(8, 6)","(4, 4)",30,No
Trial 99,"(7, 2)","(8, 5)",20,Yes
