Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(2, 6)","(3, 3)",20,Yes
Trial 1,"(3, 2)","(8, 2)",25,No
Trial 2,"(4, 5)","(8, 1)",40,No
Trial 3,"(6, 1)","(3, 4)",30,No
Trial 4,"(1, 3)","(7, 3)",30,Yes
Trial 5,"(8, 4)","(4, 3)",25,No
Trial 6,"(2, 6)","(4, 4)",20,No
Trial 7,"(2, 6)","(4, 3)",25,No
Trial 8,"(3, 4)","(7, 6)",30,No
Trial 9,"(8, 6)","(5, 1)",40,No
Trial 10,"(3, 3)","(7, 6)",35,No
Trial 11,"(8, 2)","(1, 6)",55,No
Trial 12,"(6, 2)","(1, 4)",35,No
Trial 13,"(6, 1)","(8, 6)",35,No
Trial 14,"(8, 5)","(2, 5)",30,Yes
Trial 15,"(7, 1)","(7, 6)",25,No
Trial 16,"(5, 1)","(3, 6)",35,No
Trial 17,"(8, 5)","(2, 1)",50,No
Trial 18,"(1, 2)","(7, 3)",35,No
Trial 19,"(3, 2)","(5, 4)",20,No
Trial 20,"(2, 1)","(5, 2)",20,No
Trial 21,"(5, 4)","(2, 6)",25,No
Trial 22,"(2, 1)","(3, 4)",20,No
Trial 23,"(6, 1)","(1, 4)",40,No
Trial 24,"(6, 5)","(4, 1)",30,No
Trial 25,"(7, 5)","(5, 3)",20,No
Trial 26,"(7, 1)","(2, 5)",45,No
Trial 27,"(7, 1)","(2, 3)",35,No
Trial 28,"(5, 6)","(6, 2)",25,No
Trial 29,"(5, 4)","(1, 6)",30,No
Trial 30,"(5, 5)","(8, 6)",20,No
Trial 31,"(3, 3)","(4, 6)",20,No
Trial 32,"(4, 5)","(6, 1)",30,No
Trial 33,"(2, 1)","(2, 5)",20,No
Trial 34,"(8, 1)","(6, 5)",30,No
Trial 35,"(8, 6)","(4, 5)",25,No
Trial 36,"(3, 1)","(5, 6)",35,No
Trial 37,"(3, 5)","(2, 1)",25,No
Trial 38,"(1, 4)","(4, 2)",25,No
Trial 39,"(8, 2)","(4, 1)",25,No
Trial 40,"(1, 1)","(1, 6)",25,Yes
Trial 41,"(8, 2)","(1, 4)",45,No
Trial 42,"(4, 2)","(8, 3)",25,No
Trial 43,"(3, 4)","(6, 3)",20,No
Trial 44,"(5, 4)","(7, 6)",20,No
Trial 45,"(3, 5)","(8, 5)",25,No
Trial 46,"(6, 1)","(2, 1)",20,No
Trial 47,"(2, 6)","(5, 1)",40,No
Trial 48,"(2, 2)","(6, 5)",35,No
Trial 49,"(2, 4)","(1, 1)",20,No
Trial 50,"(6, 1)","(7, 4)",20,No
Trial 51,"(7, 4)","(1, 1)",45,No
Trial 52,"(1, 1)","(7, 4)",45,No
Trial 53,"(7, 2)","(3, 4)",30,No
Trial 54,"(4, 4)","(7, 3)",20,No
Trial 55,"(4, 6)","(8, 1)",45,No
Trial 56,"(2, 1)","(3, 6)",30,No
Trial 57,"(1, 1)","(6, 6)",50,No
Trial 58,"(7, 2)","(1, 5)",45,No
Trial 59,"(8, 6)","(6, 3)",25,No
Trial 60,"(3, 1)","(3, 5)",20,No
Trial 61,"(3, 2)","(7, 1)",25,No
Trial 62,"(8, 2)","(4, 3)",25,No
Trial 63,"(4, 2)","(2, 5)",25,No
Trial 64,"(4, 6)","(1, 1)",40,No
Trial 65,"(3, 2)","(8, 6)",45,No
Trial 66,"(7, 3)","(1, 3)",30,No
Trial 67,"(3, 5)","(4, 1)",25,No
Trial 68,"(2, 5)","(7, 1)",45,No
Trial 69,"(6, 6)","(1, 4)",35,No
Trial 70,"(1, 2)","(2, 5)",20,No
Trial 71,"(4, 4)","(1, 1)",30,No
Trial 72,"(7, 3)","(1, 6)",45,No
Trial 73,"(8, 2)","(6, 5)",25,No
Trial 74,"(7, 5)","(7, 1)",20,Yes
Trial 75,"(6, 1)","(2, 3)",30,No
Trial 76,"(5, 6)","(1, 2)",40,No
Trial 77,"(8, 5)","(3, 6)",30,No
Trial 78,"(4, 4)","(5, 1)",20,No
Trial 79,"(7, 5)","(8, 1)",25,No
Trial 80,"(3, 4)","(5, 1)",25,No
Trial 81,"(7, 3)","(3, 4)",25,No
Trial 82,"(6, 3)","(8, 6)",25,No
Trial 83,"(8, 3)","(4, 1)",30,No
Trial 84,"(4, 1)","(4, 5)",20,Yes
Trial 85,"(8, 4)","(1, 6)",45,No
Trial 86,"(6, 3)","(2, 3)",20,No
Trial 87,"(2, 6)","(7, 4)",35,No
Trial 88,"(5, 2)","(1, 1)",25,No
Trial 89,"(8, 5)","(4, 5)",20,Yes
Trial 90,"(8, 5)","(5, 1)",35,No
Trial 91,"(4, 4)","(2, 1)",25,No
Trial 92,"(8, 6)","(4, 2)",40,No
Trial 93,"(5, 3)","(2, 2)",20,No
Trial 94,"(6, 5)","(3, 1)",35,No
Trial 95,"(5, 4)","(1, 3)",25,No
Trial 96,"(6, 1)","(5, 5)",25,No
Trial 97,"(4, 2)","(7, 5)",30,No
Trial 98,"(6, 4)","(8, 2)",20,No
Trial 99,"(3, 2)","(8, 3)",30,No
