Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(2, 6)","(5, 1)",40,No
Trial 1,"(4, 5)","(8, 1)",40,No
Trial 2,"(8, 2)","(6, 6)",30,No
Trial 3,"(1, 5)","(2, 2)",20,No
Trial 4,"(1, 2)","(7, 5)",45,No
Trial 5,"(2, 2)","(7, 5)",40,No
Trial 6,"(4, 4)","(7, 5)",20,No
Trial 7,"(2, 2)","(6, 6)",40,No
Trial 8,"(4, 2)","(8, 5)",35,No
Trial 9,"(7, 4)","(4, 6)",25,No
Trial 10,"(6, 5)","(1, 2)",40,No
Trial 11,"(7, 2)","(4, 3)",20,No
Trial 12,"(8, 4)","(6, 1)",25,No
Trial 13,"(4, 6)","(2, 1)",35,No
Trial 14,"(7, 1)","(6, 6)",30,No
Trial 15,"(2, 1)","(8, 6)",55,No
Trial 16,"(1, 5)","(7, 5)",30,No
Trial 17,"(1, 5)","(7, 6)",35,No
Trial 18,"(5, 6)","(4, 3)",20,No
Trial 19,"(1, 6)","(7, 2)",50,No
Trial 20,"(3, 5)","(5, 1)",30,No
Trial 21,"(8, 1)","(4, 4)",35,No
Trial 22,"(1, 6)","(3, 3)",25,No
Trial 23,"(6, 5)","(8, 3)",20,No
Trial 24,"(5, 1)","(1, 1)",20,No
Trial 25,"(3, 2)","(5, 6)",30,No
Trial 26,"(8, 3)","(4, 6)",35,No
Trial 27,"(2, 1)","(4, 5)",30,No
Trial 28,"(7, 6)","(8, 3)",20,No
Trial 29,"(3, 1)","(8, 1)",25,No
Trial 30,"(3, 3)","(1, 6)",25,No
Trial 31,"(2, 1)","(8, 4)",45,No
Trial 32,"(1, 6)","(5, 1)",45,No
Trial 33,"(2, 2)","(3, 6)",25,No
Trial 34,"(6, 1)","(8, 4)",25,No
Trial 35,"(6, 1)","(4, 3)",20,No
Trial 36,"(4, 2)","(8, 5)",35,No
Trial 37,"(6, 4)","(4, 2)",20,No
Trial 38,"(3, 6)","(6, 3)",30,No
Trial 39,"(8, 1)","(2, 1)",30,No
Trial 40,"(3, 1)","(8, 2)",30,No
Trial 41,"(3, 6)","(3, 2)",20,No
Trial 42,"(8, 3)","(2, 6)",45,No
Trial 43,"(7, 5)","(3, 4)",25,No
Trial 44,"(7, 4)","(2, 6)",35,No
Trial 45,"(3, 2)","(7, 5)",35,No
Trial 46,"(7, 1)","(2, 4)",40,No
Trial 47,"(4, 1)","(2, 4)",25,No
Trial 48,"(5, 4)","(1, 5)",25,No
Trial 49,"(5, 5)","(6, 2)",20,No
Trial 50,"(4, 4)","(2, 2)",20,No
Trial 51,"(1, 5)","(8, 2)",50,No
Trial 52,"(8, 1)","(4, 3)",30,No
Trial 53,"(8, 3)","(1, 3)",35,No
Trial 54,"(1, 3)","(6, 2)",30,No
Trial 55,"(5, 1)","(7, 6)",35,No
Trial 56,"(1, 1)","(8, 1)",35,No
Trial 57,"(7, 1)","(1, 1)",30,No
Trial 58,"(4, 4)","(8, 6)",30,No
Trial 59,"(6, 4)","(8, 1)",25,No
Trial 60,"(5, 5)","(1, 6)",25,No
Trial 61,"(2, 6)","(3, 1)",30,No
Trial 62,"(2, 1)","(7, 5)",45,No
Trial 63,"(5, 2)","(1, 4)",30,No
Trial 64,"(1, 4)","(3, 1)",25,No
Trial 65,"(8, 1)","(6, 6)",35,No
Trial 66,"(3, 5)","(4, 1)",25,No
Trial 67,"(5, 2)","(1, 6)",40,No
Trial 68,"(1, 4)","(5, 6)",30,No
Trial 69,"(4, 4)","(1, 1)",30,No
Trial 70,"(8, 4)","(6, 2)",20,No
Trial 71,"(5, 3)","(6, 6)",20,No
Trial 72,"(6, 6)","(2, 1)",45,No
Trial 73,"(2, 5)","(6, 6)",25,No
Trial 74,"(8, 5)","(3, 3)",35,No
Trial 75,"(5, 1)","(1, 1)",20,No
Trial 76,"(6, 4)","(4, 1)",25,No
Trial 77,"(2, 3)","(5, 1)",25,No
Trial 78,"(6, 4)","(5, 1)",20,No
Trial 79,"(8, 4)","(5, 6)",25,No
Trial 80,"(7, 4)","(5, 1)",25,No
Trial 81,"(5, 6)","(2, 4)",25,No
Trial 82,"(4, 3)","(2, 5)",20,No
Trial 83,"(7, 6)","(1, 3)",45,No
Trial 84,"(8, 3)","(3, 5)",35,No
Trial 85,"(8, 2)","(4, 4)",30,No
Trial 86,"(6, 6)","(3, 3)",30,No
Trial 87,"(3, 2)","(6, 1)",20,No
Trial 88,"(1, 4)","(8, 1)",50,No
Trial 89,"(5, 6)","(8, 1)",40,No
Trial 90,"(7, 6)","(2, 4)",35,No
Trial 91,"(5, 1)","(1, 2)",25,No
Trial 92,"(8, 6)","(3, 2)",45,No
Trial 93,"(1, 6)","(7, 1)",55,No
Trial 94,"(2, 5)","(3, 2)",20,No
Trial 95,"(2, 3)","(8, 4)",35,Yes
Trial 96,"(7, 5)","(6, 1)",25,No
Trial 97,"(6, 2)","(2, 3)",25,No
Trial 98,"(1, 4)","(5, 3)",25,No
Trial 99,"(6, 6)","(8, 2)",30,No
