Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(7, 4)","(5, 1)",25,No
Trial 1,"(7, 3)","(4, 4)",20,Yes
Trial 2,"(3, 3)","(7, 2)",25,No
Trial 3,"(7, 4)","(4, 2)",25,No
Trial 4,"(2, 4)","(4, 6)",20,Yes
Trial 5,"(5, 6)","(1, 5)",25,No
Trial 6,"(6, 1)","(7, 6)",30,No
Trial 7,"(2, 1)","(1, 4)",20,No
Trial 8,"(6, 5)","(8, 1)",30,No
Trial 9,"(4, 3)","(8, 6)",35,No
Trial 10,"(7, 2)","(1, 4)",40,Yes
Trial 11,"(8, 1)","(4, 2)",25,No
Trial 12,"(7, 4)","(4, 1)",30,Yes
Trial 13,"(5, 5)","(3, 2)",25,No
Trial 14,"(7, 6)","(4, 1)",40,No
Trial 15,"(5, 3)","(1, 6)",35,No
Trial 16,"(5, 4)","(4, 1)",20,Yes
Trial 17,"(1, 1)","(6, 1)",25,No
Trial 18,"(4, 5)","(8, 1)",40,No
Trial 19,"(7, 3)","(2, 1)",35,No
Trial 20,"(5, 2)","(6, 5)",20,No
Trial 21,"(1, 3)","(5, 6)",35,Yes
Trial 22,"(6, 5)","(1, 3)",35,Yes
Trial 23,"(4, 3)","(2, 5)",20,No
Trial 24,"(8, 2)","(1, 2)",35,No
Trial 25,"(1, 4)","(7, 1)",45,No
Trial 26,"(5, 6)","(3, 3)",25,Yes
Trial 27,"(6, 6)","(7, 1)",30,No
Trial 28,"(4, 4)","(7, 2)",25,No
Trial 29,"(6, 6)","(2, 6)",20,Yes
Trial 30,"(1, 4)","(7, 6)",40,No
Trial 31,"(2, 6)","(3, 1)",30,Yes
Trial 32,"(6, 6)","(4, 2)",30,No
Trial 33,"(5, 4)","(2, 5)",20,No
Trial 34,"(7, 3)","(5, 5)",20,No
Trial 35,"(8, 4)","(1, 5)",40,Yes
Trial 36,"(7, 1)","(3, 1)",20,Yes
Trial 37,"(6, 2)","(2, 1)",25,No
Trial 38,"(1, 6)","(5, 6)",20,Yes
Trial 39,"(8, 1)","(4, 5)",40,No
Trial 40,"(6, 2)","(8, 5)",25,No
Trial 41,"(6, 1)","(7, 4)",20,No
Trial 42,"(1, 1)","(6, 4)",40,Yes
Trial 43,"(1, 4)","(5, 5)",25,Yes
Trial 44,"(7, 2)","(8, 6)",25,Yes
Trial 45,"(4, 2)","(5, 5)",20,No
Trial 46,"(3, 4)","(7, 4)",20,No
Trial 47,"(2, 2)","(5, 1)",20,No
Trial 48,"(6, 5)","(3, 1)",35,Yes
Trial 49,"(3, 5)","(6, 3)",25,Yes
Trial 50,"(3, 1)","(7, 6)",45,No
Trial 51,"(1, 1)","(7, 4)",45,Yes
Trial 52,"(1, 2)","(4, 6)",35,No
Trial 53,"(4, 6)","(7, 5)",20,No
Trial 54,"(7, 5)","(3, 6)",25,No
Trial 55,"(6, 4)","(8, 1)",25,No
Trial 56,"(5, 1)","(2, 4)",30,No
Trial 57,"(1, 5)","(3, 3)",20,Yes
Trial 58,"(5, 6)","(2, 1)",40,Yes
Trial 59,"(2, 1)","(8, 1)",30,Yes
Trial 60,"(1, 2)","(4, 1)",20,No
Trial 61,"(3, 5)","(7, 1)",40,No
Trial 62,"(8, 5)","(1, 4)",40,Yes
Trial 63,"(2, 2)","(3, 5)",20,No
Trial 64,"(5, 6)","(7, 1)",35,No
Trial 65,"(7, 6)","(6, 1)",30,Yes
Trial 66,"(6, 2)","(4, 6)",30,Yes
Trial 67,"(7, 3)","(2, 6)",40,No
Trial 68,"(8, 4)","(3, 3)",30,Yes
Trial 69,"(4, 5)","(8, 5)",20,Yes
Trial 70,"(5, 4)","(3, 6)",20,Yes
Trial 71,"(8, 2)","(2, 6)",50,Yes
Trial 72,"(3, 3)","(5, 6)",25,No
Trial 73,"(7, 4)","(6, 1)",20,Yes
Trial 74,"(4, 4)","(1, 2)",25,Yes
Trial 75,"(1, 1)","(5, 6)",45,Yes
Trial 76,"(1, 4)","(6, 6)",35,No
Trial 77,"(4, 2)","(3, 6)",25,No
Trial 78,"(8, 2)","(3, 5)",40,No
Trial 79,"(1, 6)","(4, 2)",35,No
Trial 80,"(8, 6)","(3, 5)",30,Yes
Trial 81,"(1, 6)","(6, 1)",50,Yes
Trial 82,"(3, 5)","(8, 2)",40,No
Trial 83,"(1, 1)","(3, 3)",20,No
Trial 84,"(7, 6)","(3, 1)",45,Yes
Trial 85,"(3, 5)","(1, 2)",25,No
Trial 86,"(4, 4)","(2, 1)",25,Yes
Trial 87,"(2, 2)","(5, 3)",20,No
Trial 88,"(3, 2)","(7, 5)",35,Yes
Trial 89,"(4, 1)","(3, 6)",30,No
Trial 90,"(4, 4)","(2, 6)",20,No
Trial 91,"(1, 6)","(3, 4)",20,Yes
Trial 92,"(2, 3)","(5, 2)",20,Yes
Trial 93,"(1, 3)","(7, 1)",40,No
Trial 94,"(2, 3)","(6, 5)",30,Yes
Trial 95,"(2, 6)","(7, 6)",25,No
Trial 96,"(2, 6)","(7, 1)",50,No
Trial 97,"(1, 2)","(6, 6)",45,No
Trial 98,"(2, 2)","(5, 3)",20,Yes
Trial 99,"(1, 1)","(7, 5)",50,Yes
