Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(5, 2)","(4, 6)",25,Yes
Trial 1,"(5, 3)","(2, 6)",30,No
Trial 2,"(2, 2)","(5, 1)",20,Yes
Trial 3,"(2, 5)","(1, 1)",25,Yes
Trial 4,"(2, 4)","(5, 5)",20,No
Trial 5,"(8, 1)","(3, 5)",45,No
Trial 6,"(2, 6)","(1, 2)",25,Yes
Trial 7,"(5, 5)","(7, 3)",20,No
Trial 8,"(6, 6)","(2, 2)",40,Yes
Trial 9,"(1, 5)","(6, 1)",45,Yes
Trial 10,"(5, 6)","(5, 1)",25,Yes
Trial 11,"(3, 6)","(7, 6)",20,No
Trial 12,"(5, 6)","(1, 6)",20,No
Trial 13,"(5, 5)","(8, 4)",20,No
Trial 14,"(2, 4)","(6, 2)",30,No
Trial 15,"(1, 1)","(6, 2)",30,No
Trial 16,"(5, 6)","(1, 1)",45,Yes
Trial 17,"(4, 6)","(6, 1)",35,Yes
Trial 18,"(3, 1)","(4, 4)",20,No
Trial 19,"(7, 6)","(2, 4)",35,No
Trial 20,"(3, 1)","(4, 5)",25,Yes
Trial 21,"(6, 3)","(8, 6)",25,No
Trial 22,"(8, 4)","(4, 1)",35,Yes
Trial 23,"(8, 3)","(1, 6)",50,No
Trial 24,"(6, 5)","(1, 1)",45,Yes
Trial 25,"(1, 6)","(3, 4)",20,No
Trial 26,"(1, 4)","(4, 2)",25,No
Trial 27,"(2, 6)","(3, 3)",20,Yes
Trial 28,"(4, 2)","(8, 3)",25,No
Trial 29,"(3, 5)","(7, 3)",30,No
Trial 30,"(2, 6)","(7, 5)",30,No
Trial 31,"(2, 2)","(4, 5)",25,Yes
Trial 32,"(7, 2)","(5, 6)",30,No
Trial 33,"(7, 2)","(7, 6)",20,Yes
Trial 34,"(1, 4)","(4, 3)",20,No
Trial 35,"(7, 5)","(4, 3)",25,No
Trial 36,"(3, 2)","(3, 6)",20,No
Trial 37,"(2, 1)","(6, 4)",35,Yes
Trial 38,"(1, 3)","(4, 4)",20,No
Trial 39,"(8, 4)","(1, 3)",40,Yes
Trial 40,"(1, 5)","(5, 1)",40,Yes
Trial 41,"(7, 5)","(3, 5)",20,Yes
Trial 42,"(8, 6)","(1, 1)",60,Yes
Trial 43,"(6, 3)","(4, 1)",20,Yes
Trial 44,"(4, 2)","(7, 6)",35,Yes
Trial 45,"(7, 2)","(1, 6)",50,No
Trial 46,"(4, 6)","(5, 3)",20,Yes
Trial 47,"(2, 2)","(7, 4)",35,No
Trial 48,"(5, 5)","(1, 4)",25,Yes
Trial 49,"(2, 4)","(4, 6)",20,Yes
Trial 50,"(8, 5)","(4, 5)",20,Yes
Trial 51,"(5, 5)","(4, 1)",25,No
Trial 52,"(7, 3)","(3, 2)",25,No
Trial 53,"(2, 5)","(5, 3)",25,No
Trial 54,"(2, 6)","(7, 6)",25,Yes
Trial 55,"(7, 6)","(6, 3)",20,Yes
Trial 56,"(6, 4)","(8, 6)",20,No
Trial 57,"(1, 3)","(8, 6)",50,Yes
Trial 58,"(4, 6)","(2, 4)",20,No
Trial 59,"(3, 6)","(3, 2)",20,Yes
Trial 60,"(5, 2)","(1, 4)",30,No
Trial 61,"(7, 5)","(3, 6)",25,Yes
Trial 62,"(2, 4)","(7, 3)",30,No
Trial 63,"(3, 1)","(5, 4)",25,Yes
Trial 64,"(5, 3)","(7, 5)",20,Yes
Trial 65,"(6, 4)","(1, 4)",25,Yes
Trial 66,"(5, 6)","(1, 2)",40,No
Trial 67,"(5, 5)","(7, 3)",20,Yes
Trial 68,"(2, 3)","(5, 6)",30,Yes
Trial 69,"(5, 3)","(4, 6)",20,Yes
Trial 70,"(4, 4)","(1, 3)",20,Yes
Trial 71,"(6, 1)","(1, 6)",50,No
Trial 72,"(4, 4)","(7, 5)",20,Yes
Trial 73,"(7, 2)","(5, 6)",30,No
Trial 74,"(1, 1)","(3, 4)",25,No
Trial 75,"(2, 3)","(8, 6)",45,Yes
Trial 76,"(4, 1)","(3, 6)",30,Yes
Trial 77,"(1, 3)","(3, 5)",20,Yes
Trial 78,"(6, 6)","(1, 1)",50,No
Trial 79,"(3, 6)","(7, 6)",20,Yes
Trial 80,"(6, 3)","(1, 1)",35,Yes
Trial 81,"(6, 2)","(5, 5)",20,No
Trial 82,"(1, 1)","(4, 6)",40,No
Trial 83,"(8, 5)","(2, 5)",30,Yes
Trial 84,"(2, 2)","(4, 5)",25,Yes
Trial 85,"(8, 1)","(1, 5)",55,No
Trial 86,"(4, 6)","(7, 1)",40,Yes
Trial 87,"(5, 1)","(1, 4)",35,No
Trial 88,"(1, 3)","(3, 6)",25,Yes
Trial 89,"(6, 4)","(8, 6)",20,No
Trial 90,"(3, 6)","(7, 1)",45,Yes
Trial 91,"(4, 3)","(7, 1)",25,Yes
Trial 92,"(1, 5)","(6, 6)",30,Yes
Trial 93,"(7, 4)","(2, 2)",35,Yes
Trial 94,"(6, 1)","(5, 5)",25,No
Trial 95,"(1, 1)","(7, 5)",50,Yes
Trial 96,"(3, 5)","(8, 4)",30,No
Trial 97,"(4, 3)","(1, 6)",30,No
Trial 98,"(1, 3)","(4, 5)",25,No
Trial 99,"(7, 1)","(3, 5)",40,No
