Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(2, 4)","(8, 2)",40,Yes
Trial 1,"(5, 6)","(1, 1)",45,Yes
Trial 2,"(4, 4)","(7, 5)",20,Yes
Trial 3,"(8, 2)","(4, 3)",25,Yes
Trial 4,"(7, 2)","(4, 3)",20,No
Trial 5,"(3, 6)","(7, 2)",40,No
Trial 6,"(8, 3)","(1, 2)",40,Yes
Trial 7,"(8, 2)","(3, 5)",40,No
Trial 8,"(5, 1)","(8, 6)",40,Yes
Trial 9,"(7, 4)","(3, 4)",20,Yes
Trial 10,"(1, 2)","(6, 4)",35,Yes
Trial 11,"(5, 3)","(3, 5)",20,No
Trial 12,"(2, 4)","(6, 2)",30,Yes
Trial 13,"(1, 6)","(4, 3)",30,No
Trial 14,"(2, 4)","(4, 6)",20,Yes
Trial 15,"(1, 5)","(3, 3)",20,Yes
Trial 16,"(7, 5)","(1, 2)",45,Yes
Trial 17,"(6, 4)","(1, 4)",25,Yes
Trial 18,"(7, 4)","(5, 6)",20,Yes
Trial 19,"(1, 4)","(8, 1)",50,No
Trial 20,"(4, 5)","(8, 6)",25,No
Trial 21,"(4, 3)","(3, 6)",20,No
Trial 22,"(7, 3)","(8, 6)",20,Yes
Trial 23,"(5, 1)","(5, 6)",25,No
Trial 24,"(7, 2)","(3, 3)",25,Yes
Trial 25,"(7, 5)","(4, 1)",35,No
Trial 26,"(1, 3)","(6, 4)",30,No
Trial 27,"(2, 1)","(6, 5)",40,Yes
Trial 28,"(3, 5)","(8, 5)",25,Yes
Trial 29,"(3, 2)","(6, 1)",20,Yes
Trial 30,"(2, 1)","(1, 4)",20,No
Trial 31,"(2, 1)","(5, 4)",30,No
Trial 32,"(2, 2)","(5, 6)",35,Yes
Trial 33,"(5, 6)","(1, 5)",25,Yes
Trial 34,"(4, 1)","(4, 5)",20,No
Trial 35,"(3, 6)","(6, 3)",30,No
Trial 36,"(6, 4)","(4, 2)",20,No
Trial 37,"(3, 6)","(8, 4)",35,No
Trial 38,"(5, 1)","(6, 6)",30,Yes
Trial 39,"(2, 2)","(4, 5)",25,Yes
Trial 40,"(1, 4)","(5, 5)",25,Yes
Trial 41,"(3, 2)","(6, 4)",25,Yes
Trial 42,"(6, 4)","(2, 3)",25,No
Trial 43,"(5, 1)","(1, 1)",20,Yes
Trial 44,"(3, 4)","(2, 1)",20,Yes
Trial 45,"(3, 2)","(2, 6)",25,No
Trial 46,"(5, 4)","(1, 1)",35,No
Trial 47,"(1, 5)","(7, 6)",35,No
Trial 48,"(6, 2)","(6, 6)",20,Yes
Trial 49,"(6, 1)","(5, 5)",25,Yes
Trial 50,"(6, 6)","(2, 1)",45,Yes
Trial 51,"(7, 6)","(4, 2)",35,Yes
Trial 52,"(2, 3)","(6, 6)",35,Yes
Trial 53,"(2, 1)","(7, 3)",35,Yes
Trial 54,"(3, 1)","(4, 5)",25,Yes
Trial 55,"(6, 3)","(5, 6)",20,No
Trial 56,"(6, 4)","(1, 3)",30,Yes
Trial 57,"(8, 6)","(6, 3)",25,No
Trial 58,"(3, 3)","(5, 5)",20,Yes
Trial 59,"(8, 5)","(1, 3)",45,Yes
Trial 60,"(5, 6)","(3, 2)",30,Yes
Trial 61,"(8, 5)","(5, 3)",25,No
Trial 62,"(8, 4)","(4, 6)",30,No
Trial 63,"(7, 6)","(3, 2)",40,No
Trial 64,"(5, 4)","(3, 6)",20,Yes
Trial 65,"(5, 1)","(7, 6)",35,Yes
Trial 66,"(2, 2)","(6, 3)",25,Yes
Trial 67,"(8, 5)","(5, 4)",20,No
Trial 68,"(2, 6)","(8, 1)",55,No
Trial 69,"(5, 4)","(7, 2)",20,No
Trial 70,"(6, 5)","(3, 2)",30,No
Trial 71,"(2, 2)","(5, 1)",20,Yes
Trial 72,"(2, 1)","(4, 6)",35,Yes
Trial 73,"(3, 3)","(7, 2)",25,Yes
Trial 74,"(2, 6)","(4, 1)",35,Yes
Trial 75,"(4, 6)","(2, 3)",25,Yes
Trial 76,"(1, 4)","(3, 2)",20,No
Trial 77,"(4, 4)","(8, 5)",25,No
Trial 78,"(6, 1)","(2, 6)",45,No
Trial 79,"(1, 3)","(8, 6)",50,Yes
Trial 80,"(8, 2)","(4, 4)",30,No
Trial 81,"(7, 1)","(2, 2)",30,No
Trial 82,"(6, 6)","(5, 1)",30,Yes
Trial 83,"(3, 1)","(4, 6)",30,Yes
Trial 84,"(6, 1)","(5, 5)",25,No
Trial 85,"(6, 1)","(3, 6)",40,Yes
Trial 86,"(8, 1)","(3, 3)",35,No
Trial 87,"(2, 1)","(4, 3)",20,No
Trial 88,"(1, 5)","(6, 3)",35,No
Trial 89,"(8, 2)","(4, 4)",30,Yes
Trial 90,"(5, 3)","(1, 4)",25,No
Trial 91,"(8, 4)","(3, 4)",25,Yes
Trial 92,"(5, 3)","(3, 6)",25,No
Trial 93,"(3, 1)","(6, 4)",30,No
Trial 94,"(3, 1)","(5, 6)",35,Yes
Trial 95,"(7, 6)","(1, 6)",30,No
Trial 96,"(7, 5)","(2, 4)",30,Yes
Trial 97,"(6, 1)","(3, 4)",30,No
Trial 98,"(3, 3)","(7, 2)",25,Yes
Trial 99,"(5, 5)","(2, 4)",20,No
