Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(3, 6)","(3, 2)",20,Yes
Trial 1,"(1, 1)","(8, 3)",45,Yes
Trial 2,"(7, 2)","(1, 3)",35,Yes
Trial 3,"(8, 1)","(4, 4)",35,No
Trial 4,"(4, 2)","(7, 3)",20,Yes
Trial 5,"(8, 6)","(4, 4)",30,Yes
Trial 6,"(1, 3)","(2, 6)",20,Yes
Trial 7,"(3, 4)","(6, 3)",20,Yes
Trial 8,"(8, 4)","(3, 6)",35,Yes
Trial 9,"(8, 4)","(4, 2)",30,Yes
Trial 10,"(8, 4)","(6, 2)",20,Yes
Trial 11,"(6, 3)","(3, 4)",20,Yes
Trial 12,"(7, 1)","(4, 6)",40,Yes
Trial 13,"(2, 2)","(7, 4)",35,Yes
Trial 14,"(2, 6)","(4, 4)",20,Yes
Trial 15,"(2, 2)","(5, 5)",30,Yes
Trial 16,"(2, 6)","(7, 4)",35,Yes
Trial 17,"(5, 3)","(2, 1)",25,Yes
Trial 18,"(3, 3)","(7, 1)",30,Yes
Trial 19,"(4, 3)","(1, 2)",20,Yes
Trial 20,"(8, 5)","(7, 1)",25,Yes
Trial 21,"(2, 4)","(5, 6)",25,Yes
Trial 22,"(2, 5)","(7, 4)",30,Yes
Trial 23,"(1, 1)","(4, 2)",20,Yes
Trial 24,"(2, 6)","(5, 2)",35,Yes
Trial 25,"(6, 1)","(5, 4)",20,Yes
Trial 26,"(1, 5)","(7, 4)",35,Yes
Trial 27,"(1, 2)","(3, 4)",20,Yes
Trial 28,"(3, 6)","(6, 4)",25,Yes
Trial 29,"(4, 1)","(8, 4)",35,Yes
Trial 30,"(8, 1)","(7, 4)",20,Yes
Trial 31,"(1, 2)","(6, 2)",25,Yes
Trial 32,"(8, 4)","(3, 5)",30,Yes
Trial 33,"(1, 3)","(4, 5)",25,Yes
Trial 34,"(6, 3)","(2, 5)",30,Yes
Trial 35,"(5, 6)","(3, 2)",30,Yes
Trial 36,"(3, 6)","(2, 3)",20,Yes
Trial 37,"(6, 3)","(1, 2)",30,Yes
Trial 38,"(4, 3)","(8, 2)",25,Yes
Trial 39,"(5, 4)","(2, 5)",20,Yes
Trial 40,"(7, 4)","(1, 4)",30,Yes
Trial 41,"(6, 6)","(3, 2)",35,Yes
Trial 42,"(7, 1)","(3, 5)",40,Yes
Trial 43,"(2, 3)","(7, 1)",35,Yes
Trial 44,"(7, 6)","(2, 2)",45,Yes
Trial 45,"(2, 6)","(8, 4)",40,Yes
Trial 46,"(1, 5)","(7, 5)",30,Yes
Trial 47,"(2, 4)","(4, 6)",20,Yes
Trial 48,"(1, 5)","(6, 5)",25,Yes
Trial 49,"(8, 2)","(1, 1)",40,Yes
Trial 50,"(8, 5)","(3, 4)",30,Yes
Trial 51,"(8, 2)","(7, 5)",20,Yes
Trial 52,"(3, 2)","(4, 5)",20,Yes
Trial 53,"(2, 1)","(7, 6)",50,Yes
Trial 54,"(8, 5)","(7, 1)",25,Yes
Trial 55,"(1, 1)","(8, 1)",35,Yes
Trial 56,"(7, 2)","(1, 4)",40,Yes
Trial 57,"(4, 6)","(4, 1)",25,Yes
Trial 58,"(6, 1)","(2, 5)",40,Yes
Trial 59,"(4, 6)","(6, 3)",25,Yes
Trial 60,"(8, 1)","(5, 5)",35,Yes
Trial 61,"(5, 5)","(6, 1)",25,Yes
Trial 62,"(1, 5)","(8, 4)",40,Yes
Trial 63,"(6, 4)","(3, 2)",25,Yes
Trial 64,"(4, 4)","(7, 2)",25,Yes
Trial 65,"(1, 1)","(4, 4)",30,Yes
Trial 66,"(7, 3)","(3, 6)",35,Yes
Trial 67,"(7, 1)","(4, 3)",25,Yes
Trial 68,"(5, 6)","(1, 2)",40,Yes
Trial 69,"(5, 1)","(6, 6)",30,Yes
Trial 70,"(4, 2)","(7, 5)",30,Yes
Trial 71,"(6, 5)","(3, 6)",20,Yes
Trial 72,"(5, 6)","(7, 2)",30,Yes
Trial 73,"(4, 5)","(7, 6)",20,Yes
Trial 74,"(6, 5)","(1, 6)",30,Yes
Trial 75,"(1, 6)","(2, 3)",20,Yes
Trial 76,"(2, 1)","(6, 2)",25,Yes
Trial 77,"(1, 6)","(7, 6)",30,Yes
Trial 78,"(8, 3)","(5, 5)",25,Yes
Trial 79,"(1, 1)","(3, 4)",25,Yes
Trial 80,"(2, 3)","(8, 3)",30,Yes
Trial 81,"(8, 4)","(4, 5)",25,Yes
Trial 82,"(3, 1)","(5, 5)",30,Yes
Trial 83,"(2, 6)","(1, 1)",30,Yes
Trial 84,"(7, 3)","(2, 6)",40,Yes
Trial 85,"(3, 3)","(1, 6)",25,Yes
Trial 86,"(8, 3)","(5, 4)",20,Yes
Trial 87,"(3, 2)","(5, 6)",30,Yes
Trial 88,"(1, 2)","(8, 6)",55,Yes
Trial 89,"(1, 4)","(8, 2)",45,Yes
Trial 90,"(4, 2)","(7, 1)",20,Yes
Trial 91,"(8, 6)","(2, 5)",35,Yes
Trial 92,"(3, 3)","(4, 6)",20,Yes
Trial 93,"(5, 5)","(8, 4)",20,Yes
Trial 94,"(5, 6)","(3, 3)",25,Yes
Trial 95,"(5, 2)","(3, 5)",25,Yes
Trial 96,"(8, 3)","(3, 4)",30,Yes
Trial 97,"(1, 4)","(5, 5)",25,Yes
Trial 98,"(2, 2)","(8, 6)",50,Yes
Trial 99,"(5, 4)","(1, 2)",30,Yes
