Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(4, 6)","(8, 6)",20,No
Trial 1,"(1, 1)","(6, 6)",50,No
Trial 2,"(7, 3)","(2, 4)",30,No
Trial 3,"(2, 6)","(5, 2)",35,No
Trial 4,"(5, 2)","(2, 6)",35,No
Trial 5,"(4, 5)","(6, 1)",30,No
Trial 6,"(2, 6)","(5, 1)",40,No
Trial 7,"(5, 3)","(8, 6)",30,No
Trial 8,"(4, 1)","(3, 6)",30,Yes
Trial 9,"(5, 2)","(2, 3)",20,No
Trial 10,"(6, 6)","(5, 3)",20,No
Trial 11,"(2, 5)","(6, 4)",25,No
Trial 12,"(7, 1)","(7, 6)",25,Yes
Trial 13,"(2, 3)","(8, 6)",45,No
Trial 14,"(8, 5)","(2, 6)",35,No
Trial 15,"(7, 3)","(4, 4)",20,No
Trial 16,"(5, 6)","(4, 1)",30,No
Trial 17,"(6, 4)","(7, 1)",20,No
Trial 18,"(4, 1)","(2, 4)",25,No
Trial 19,"(8, 5)","(3, 6)",30,No
Trial 20,"(2, 1)","(3, 5)",25,No
Trial 21,"(7, 6)","(5, 4)",20,No
Trial 22,"(8, 4)","(6, 2)",20,No
Trial 23,"(7, 6)","(7, 2)",20,No
Trial 24,"(2, 5)","(8, 6)",35,No
Trial 25,"(7, 1)","(5, 4)",25,No
Trial 26,"(7, 2)","(7, 6)",20,No
Trial 27,"(5, 6)","(1, 3)",35,No
Trial 28,"(2, 5)","(8, 6)",35,No
Trial 29,"(8, 2)","(5, 6)",35,No
Trial 30,"(7, 5)","(8, 2)",20,No
Trial 31,"(7, 4)","(3, 5)",25,No
Trial 32,"(3, 6)","(1, 3)",25,No
Trial 33,"(8, 4)","(5, 2)",25,No
Trial 34,"(4, 2)","(7, 5)",30,No
Trial 35,"(4, 1)","(4, 6)",25,No
Trial 36,"(2, 4)","(5, 2)",25,No
Trial 37,"(6, 1)","(3, 5)",35,No
Trial 38,"(4, 2)","(1, 4)",25,No
Trial 39,"(5, 4)","(8, 6)",25,No
Trial 40,"(8, 6)","(7, 3)",20,No
Trial 41,"(8, 2)","(8, 6)",20,Yes
Trial 42,"(6, 4)","(1, 4)",25,No
Trial 43,"(5, 6)","(4, 1)",30,No
Trial 44,"(6, 4)","(4, 6)",20,No
Trial 45,"(5, 4)","(3, 2)",20,No
Trial 46,"(1, 4)","(8, 3)",40,No
Trial 47,"(8, 5)","(3, 5)",25,No
Trial 48,"(8, 3)","(1, 1)",45,No
Trial 49,"(2, 1)","(8, 4)",45,No
Trial 50,"(5, 4)","(2, 3)",20,No
Trial 51,"(1, 4)","(7, 6)",40,No
Trial 52,"(3, 6)","(4, 2)",25,No
Trial 53,"(7, 1)","(1, 2)",35,No
Trial 54,"(6, 1)","(3, 2)",20,No
Trial 55,"(3, 5)","(6, 6)",20,No
Trial 56,"(1, 5)","(5, 2)",35,No
Trial 57,"(6, 1)","(3, 4)",30,No
Trial 58,"(4, 1)","(2, 4)",25,No
Trial 59,"(8, 6)","(2, 5)",35,No
Trial 60,"(4, 1)","(7, 5)",35,No
Trial 61,"(8, 6)","(1, 2)",55,No
Trial 62,"(3, 2)","(1, 5)",25,No
Trial 63,"(3, 1)","(1, 5)",30,No
Trial 64,"(8, 6)","(5, 4)",25,No
Trial 65,"(1, 4)","(3, 1)",25,No
Trial 66,"(6, 1)","(7, 6)",30,No
Trial 67,"(5, 2)","(1, 4)",30,No
Trial 68,"(7, 6)","(1, 6)",30,No
Trial 69,"(8, 1)","(3, 1)",25,No
Trial 70,"(3, 5)","(7, 5)",20,No
Trial 71,"(6, 6)","(6, 2)",20,No
Trial 72,"(7, 6)","(7, 1)",25,Yes
Trial 73,"(3, 2)","(5, 4)",20,No
Trial 74,"(3, 5)","(8, 3)",35,No
Trial 75,"(8, 5)","(4, 3)",30,No
Trial 76,"(4, 6)","(8, 1)",45,No
Trial 77,"(6, 4)","(8, 1)",25,No
Trial 78,"(7, 6)","(2, 5)",30,No
Trial 79,"(2, 5)","(5, 1)",35,No
Trial 80,"(4, 4)","(1, 3)",20,No
Trial 81,"(6, 6)","(4, 4)",20,No
Trial 82,"(6, 1)","(7, 4)",20,No
Trial 83,"(3, 1)","(7, 1)",20,No
Trial 84,"(3, 3)","(5, 6)",25,No
Trial 85,"(8, 5)","(7, 1)",25,No
Trial 86,"(1, 1)","(5, 5)",40,No
Trial 87,"(3, 5)","(6, 3)",25,No
Trial 88,"(1, 3)","(7, 6)",45,No
Trial 89,"(7, 1)","(6, 6)",30,Yes
Trial 90,"(6, 1)","(3, 4)",30,No
Trial 91,"(7, 6)","(4, 1)",40,No
Trial 92,"(3, 4)","(8, 6)",35,No
Trial 93,"(6, 6)","(8, 4)",20,No
Trial 94,"(6, 6)","(5, 2)",25,No
Trial 95,"(3, 6)","(5, 3)",25,No
Trial 96,"(4, 5)","(1, 2)",30,No
Trial 97,"(4, 4)","(6, 6)",20,No
Trial 98,"(7, 3)","(4, 2)",20,No
Trial 99,"(8, 3)","(1, 5)",45,No
