Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(4, 5)","(8, 2)",35,No
Trial 1,"(8, 2)","(5, 5)",30,No
Trial 2,"(1, 3)","(4, 4)",20,No
Trial 3,"(5, 3)","(8, 2)",20,No
Trial 4,"(7, 1)","(8, 5)",25,No
Trial 5,"(2, 1)","(7, 5)",45,No
Trial 6,"(1, 2)","(6, 5)",40,No
Trial 7,"(8, 1)","(2, 1)",30,Yes
Trial 8,"(5, 2)","(2, 4)",25,No
Trial 9,"(3, 1)","(3, 5)",20,No
Trial 10,"(6, 6)","(2, 1)",45,No
Trial 11,"(2, 2)","(7, 3)",30,No
Trial 12,"(4, 2)","(8, 2)",20,No
Trial 13,"(2, 5)","(8, 4)",35,No
Trial 14,"(8, 5)","(4, 4)",25,No
Trial 15,"(3, 3)","(8, 2)",30,No
Trial 16,"(2, 4)","(8, 3)",35,No
Trial 17,"(4, 4)","(1, 2)",25,No
Trial 18,"(3, 2)","(6, 6)",35,No
Trial 19,"(3, 5)","(6, 3)",25,No
Trial 20,"(7, 2)","(2, 4)",35,No
Trial 21,"(8, 3)","(5, 6)",30,No
Trial 22,"(5, 3)","(4, 6)",20,No
Trial 23,"(3, 2)","(8, 4)",35,No
Trial 24,"(2, 2)","(7, 1)",30,No
Trial 25,"(3, 4)","(7, 4)",20,Yes
Trial 26,"(3, 2)","(1, 5)",25,No
Trial 27,"(6, 6)","(1, 5)",30,No
Trial 28,"(7, 2)","(3, 1)",25,No
Trial 29,"(7, 4)","(3, 4)",20,No
Trial 30,"(7, 3)","(1, 4)",35,No
Trial 31,"(4, 6)","(2, 2)",30,No
Trial 32,"(4, 2)","(1, 4)",25,No
Trial 33,"(3, 6)","(2, 1)",30,No
Trial 34,"(7, 3)","(3, 6)",35,No
Trial 35,"(7, 5)","(2, 6)",30,No
Trial 36,"(5, 4)","(3, 1)",25,No
Trial 37,"(7, 2)","(5, 5)",25,No
Trial 38,"(3, 4)","(6, 2)",25,No
Trial 39,"(1, 2)","(7, 1)",35,No
Trial 40,"(1, 3)","(4, 5)",25,No
Trial 41,"(3, 1)","(5, 6)",35,No
Trial 42,"(6, 6)","(6, 1)",25,Yes
Trial 43,"(5, 6)","(4, 1)",30,No
Trial 44,"(5, 5)","(1, 1)",40,No
Trial 45,"(1, 3)","(3, 6)",25,No
Trial 46,"(2, 6)","(5, 2)",35,No
Trial 47,"(1, 5)","(5, 4)",25,No
Trial 48,"(1, 6)","(4, 4)",25,No
Trial 49,"(6, 1)","(3, 2)",20,No
Trial 50,"(2, 4)","(8, 6)",40,No
Trial 51,"(7, 1)","(4, 4)",30,No
Trial 52,"(8, 1)","(4, 5)",40,No
Trial 53,"(2, 2)","(7, 4)",35,No
Trial 54,"(1, 2)","(5, 1)",25,No
Trial 55,"(6, 3)","(3, 1)",25,No
Trial 56,"(6, 5)","(3, 3)",25,No
Trial 57,"(5, 5)","(1, 5)",20,No
Trial 58,"(1, 5)","(4, 6)",20,No
Trial 59,"(3, 3)","(5, 5)",20,No
Trial 60,"(1, 6)","(1, 2)",20,Yes
Trial 61,"(8, 5)","(3, 4)",30,No
Trial 62,"(7, 1)","(1, 2)",35,No
Trial 63,"(4, 1)","(1, 5)",35,No
Trial 64,"(8, 6)","(4, 3)",35,No
Trial 65,"(5, 5)","(1, 5)",20,Yes
Trial 66,"(2, 2)","(8, 3)",35,No
Trial 67,"(8, 1)","(7, 6)",30,No
Trial 68,"(3, 4)","(1, 6)",20,No
Trial 69,"(1, 2)","(5, 1)",25,No
Trial 70,"(8, 3)","(5, 6)",30,No
Trial 71,"(6, 3)","(8, 6)",25,No
Trial 72,"(2, 2)","(6, 6)",40,No
Trial 73,"(8, 6)","(8, 2)",20,No
Trial 74,"(3, 1)","(7, 6)",45,No
Trial 75,"(7, 3)","(3, 5)",30,No
Trial 76,"(3, 2)","(6, 3)",20,No
Trial 77,"(7, 1)","(7, 5)",20,No
Trial 78,"(2, 5)","(6, 1)",40,No
Trial 79,"(3, 3)","(7, 5)",30,No
Trial 80,"(7, 5)","(5, 3)",20,No
Trial 81,"(7, 1)","(6, 5)",25,No
Trial 82,"(5, 6)","(4, 2)",25,No
Trial 83,"(6, 1)","(2, 2)",25,No
Trial 84,"(1, 1)","(2, 6)",30,No
Trial 85,"(1, 2)","(6, 5)",40,No
Trial 86,"(4, 6)","(8, 1)",45,No
Trial 87,"(1, 3)","(3, 5)",20,No
Trial 88,"(2, 3)","(5, 1)",25,No
Trial 89,"(8, 1)","(4, 4)",35,No
Trial 90,"(6, 5)","(1, 2)",40,No
Trial 91,"(7, 3)","(2, 2)",30,No
Trial 92,"(6, 4)","(2, 3)",25,No
Trial 93,"(1, 2)","(2, 6)",25,No
Trial 94,"(2, 6)","(4, 4)",20,No
Trial 95,"(8, 1)","(4, 4)",35,No
Trial 96,"(6, 1)","(3, 5)",35,No
Trial 97,"(5, 5)","(2, 6)",20,No
Trial 98,"(3, 1)","(6, 3)",25,No
Trial 99,"(2, 6)","(1, 3)",20,No
