Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(4, 5)","(4, 1)",20,No
Trial 1,"(3, 2)","(7, 6)",40,No
Trial 2,"(8, 3)","(4, 4)",25,No
Trial 3,"(3, 5)","(5, 3)",20,Yes
Trial 4,"(1, 6)","(8, 2)",55,No
Trial 5,"(5, 2)","(3, 4)",20,No
Trial 6,"(4, 2)","(2, 6)",30,No
Trial 7,"(4, 1)","(7, 3)",25,No
Trial 8,"(6, 4)","(1, 5)",30,No
Trial 9,"(5, 6)","(1, 4)",30,No
Trial 10,"(8, 3)","(2, 1)",40,No
Trial 11,"(2, 6)","(5, 4)",25,No
Trial 12,"(8, 6)","(5, 4)",25,No
Trial 13,"(3, 3)","(6, 6)",30,No
Trial 14,"(5, 2)","(3, 5)",25,No
Trial 15,"(4, 5)","(8, 6)",25,No
Trial 16,"(2, 6)","(7, 2)",45,No
Trial 17,"(5, 5)","(3, 3)",20,No
Trial 18,"(7, 1)","(6, 4)",20,No
Trial 19,"(4, 4)","(1, 1)",30,No
Trial 20,"(2, 2)","(6, 2)",20,Yes
Trial 21,"(3, 6)","(8, 4)",35,No
Trial 22,"(8, 2)","(1, 2)",35,Yes
Trial 23,"(1, 5)","(4, 4)",20,No
Trial 24,"(7, 5)","(4, 1)",35,No
Trial 25,"(3, 4)","(7, 4)",20,No
Trial 26,"(2, 5)","(8, 3)",40,No
Trial 27,"(3, 6)","(8, 1)",50,No
Trial 28,"(8, 3)","(4, 3)",20,Yes
Trial 29,"(8, 4)","(1, 6)",45,No
Trial 30,"(2, 5)","(3, 1)",25,No
Trial 31,"(6, 6)","(2, 6)",20,No
Trial 32,"(6, 6)","(8, 1)",35,No
Trial 33,"(7, 2)","(1, 1)",35,No
Trial 34,"(3, 3)","(5, 6)",25,No
Trial 35,"(3, 6)","(8, 3)",40,No
Trial 36,"(7, 1)","(4, 4)",30,No
Trial 37,"(8, 3)","(2, 4)",35,No
Trial 38,"(5, 6)","(7, 1)",35,No
Trial 39,"(5, 2)","(4, 5)",20,No
Trial 40,"(4, 4)","(8, 2)",30,No
Trial 41,"(1, 3)","(8, 1)",45,No
Trial 42,"(5, 3)","(2, 2)",20,No
Trial 43,"(4, 5)","(7, 2)",30,No
Trial 44,"(2, 1)","(5, 5)",35,No
Trial 45,"(2, 6)","(4, 4)",20,No
Trial 46,"(1, 1)","(3, 4)",25,No
Trial 47,"(4, 4)","(1, 6)",25,No
Trial 48,"(2, 4)","(7, 4)",25,No
Trial 49,"(6, 4)","(3, 5)",20,No
Trial 50,"(2, 5)","(5, 6)",20,No
Trial 51,"(3, 5)","(8, 5)",25,No
Trial 52,"(1, 6)","(3, 1)",35,Yes
Trial 53,"(6, 6)","(2, 3)",35,No
Trial 54,"(8, 2)","(4, 3)",25,No
Trial 55,"(4, 4)","(6, 1)",25,No
Trial 56,"(1, 1)","(5, 5)",40,No
Trial 57,"(8, 3)","(4, 1)",30,No
Trial 58,"(6, 6)","(4, 2)",30,No
Trial 59,"(3, 3)","(1, 5)",20,No
Trial 60,"(4, 6)","(3, 1)",30,No
Trial 61,"(8, 4)","(4, 1)",35,No
Trial 62,"(2, 5)","(5, 4)",20,No
Trial 63,"(1, 1)","(5, 3)",30,No
Trial 64,"(8, 2)","(6, 4)",20,No
Trial 65,"(7, 6)","(4, 1)",40,Yes
Trial 66,"(3, 3)","(6, 2)",20,No
Trial 67,"(7, 4)","(1, 5)",35,No
Trial 68,"(2, 6)","(6, 3)",35,No
Trial 69,"(6, 4)","(2, 2)",30,No
Trial 70,"(1, 2)","(6, 2)",25,No
Trial 71,"(7, 4)","(6, 1)",20,No
Trial 72,"(5, 3)","(7, 5)",20,No
Trial 73,"(8, 6)","(6, 1)",35,No
Trial 74,"(8, 4)","(2, 1)",45,No
Trial 75,"(4, 5)","(2, 2)",25,No
Trial 76,"(1, 3)","(4, 2)",20,No
Trial 77,"(8, 6)","(3, 3)",40,No
Trial 78,"(8, 6)","(2, 5)",35,No
Trial 79,"(7, 5)","(1, 2)",45,No
Trial 80,"(1, 2)","(4, 3)",20,No
Trial 81,"(6, 2)","(6, 6)",20,No
Trial 82,"(3, 6)","(4, 2)",25,No
Trial 83,"(3, 6)","(2, 3)",20,No
Trial 84,"(7, 6)","(3, 4)",30,No
Trial 85,"(2, 6)","(6, 5)",25,No
Trial 86,"(6, 5)","(4, 2)",25,No
Trial 87,"(5, 5)","(5, 1)",20,No
Trial 88,"(8, 4)","(2, 6)",40,No
Trial 89,"(2, 6)","(2, 2)",20,No
Trial 90,"(4, 6)","(2, 4)",20,Yes
Trial 91,"(7, 1)","(5, 6)",35,No
Trial 92,"(5, 6)","(1, 5)",25,No
Trial 93,"(3, 3)","(8, 4)",30,No
Trial 94,"(2, 4)","(6, 4)",20,No
Trial 95,"(3, 1)","(1, 4)",25,No
Trial 96,"(3, 3)","(6, 5)",25,No
Trial 97,"(4, 1)","(5, 5)",25,Yes
Trial 98,"(5, 1)","(5, 6)",25,Yes
Trial 99,"(1, 2)","(8, 5)",50,No
