Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(6, 6)","(8, 4)",20,No
Trial 1,"(1, 2)","(4, 5)",30,No
Trial 2,"(3, 2)","(4, 6)",25,No
Trial 3,"(3, 3)","(2, 6)",20,Yes
Trial 4,"(3, 1)","(4, 4)",20,No
Trial 5,"(2, 2)","(3, 6)",25,No
Trial 6,"(4, 3)","(6, 5)",20,No
Trial 7,"(7, 5)","(2, 4)",30,No
Trial 8,"(8, 1)","(5, 6)",40,No
Trial 9,"(6, 1)","(2, 5)",40,No
Trial 10,"(8, 1)","(5, 2)",20,No
Trial 11,"(6, 2)","(3, 5)",30,No
Trial 12,"(6, 5)","(3, 1)",35,No
Trial 13,"(1, 4)","(3, 6)",20,No
Trial 14,"(8, 6)","(1, 3)",50,No
Trial 15,"(8, 1)","(5, 3)",25,No
Trial 16,"(1, 1)","(6, 6)",50,No
Trial 17,"(6, 2)","(1, 2)",25,No
Trial 18,"(1, 6)","(3, 3)",25,No
Trial 19,"(7, 2)","(2, 1)",30,No
Trial 20,"(1, 5)","(4, 4)",20,No
Trial 21,"(7, 2)","(8, 6)",25,No
Trial 22,"(6, 5)","(3, 2)",30,No
Trial 23,"(2, 1)","(6, 5)",40,No
Trial 24,"(7, 6)","(8, 1)",30,No
Trial 25,"(3, 5)","(8, 6)",30,No
Trial 26,"(2, 6)","(8, 4)",40,No
Trial 27,"(6, 2)","(2, 1)",25,No
Trial 28,"(1, 2)","(7, 4)",40,No
Trial 29,"(8, 1)","(3, 4)",40,No
Trial 30,"(2, 1)","(6, 4)",35,No
Trial 31,"(4, 6)","(8, 4)",30,No
Trial 32,"(7, 6)","(5, 3)",25,No
Trial 33,"(5, 4)","(8, 5)",20,No
Trial 34,"(1, 6)","(3, 4)",20,No
Trial 35,"(6, 6)","(3, 1)",40,No
Trial 36,"(7, 1)","(5, 6)",35,No
Trial 37,"(3, 5)","(5, 1)",30,No
Trial 38,"(4, 3)","(7, 5)",25,No
Trial 39,"(8, 3)","(1, 5)",45,No
Trial 40,"(4, 1)","(8, 6)",45,No
Trial 41,"(5, 6)","(1, 6)",20,No
Trial 42,"(3, 1)","(8, 4)",40,No
Trial 43,"(5, 1)","(8, 6)",40,No
Trial 44,"(5, 5)","(7, 1)",30,No
Trial 45,"(1, 2)","(6, 1)",30,No
Trial 46,"(7, 2)","(4, 3)",20,No
Trial 47,"(6, 2)","(3, 5)",30,No
Trial 48,"(5, 1)","(5, 6)",25,No
Trial 49,"(7, 6)","(1, 4)",40,Yes
Trial 50,"(6, 2)","(6, 6)",20,Yes
Trial 51,"(8, 3)","(2, 2)",35,No
Trial 52,"(1, 5)","(7, 1)",50,No
Trial 53,"(6, 5)","(6, 1)",20,No
Trial 54,"(4, 4)","(6, 2)",20,No
Trial 55,"(8, 1)","(4, 2)",25,No
Trial 56,"(6, 2)","(3, 3)",20,No
Trial 57,"(5, 5)","(2, 1)",35,No
Trial 58,"(4, 2)","(2, 6)",30,No
Trial 59,"(4, 1)","(8, 4)",35,No
Trial 60,"(3, 1)","(5, 5)",30,No
Trial 61,"(8, 1)","(3, 5)",45,No
Trial 62,"(2, 1)","(6, 4)",35,No
Trial 63,"(2, 5)","(6, 2)",35,No
Trial 64,"(2, 2)","(8, 1)",35,Yes
Trial 65,"(6, 5)","(5, 1)",25,No
Trial 66,"(3, 2)","(8, 1)",30,No
Trial 67,"(7, 5)","(2, 5)",25,No
Trial 68,"(2, 3)","(4, 5)",20,No
Trial 69,"(3, 5)","(8, 2)",40,No
Trial 70,"(8, 1)","(1, 2)",40,No
Trial 71,"(7, 3)","(3, 2)",25,No
Trial 72,"(4, 1)","(2, 4)",25,No
Trial 73,"(7, 3)","(1, 5)",40,No
Trial 74,"(1, 1)","(6, 1)",25,No
Trial 75,"(5, 2)","(8, 5)",30,No
Trial 76,"(5, 1)","(1, 5)",40,No
Trial 77,"(2, 1)","(5, 2)",20,No
Trial 78,"(3, 1)","(7, 2)",25,No
Trial 79,"(4, 2)","(1, 4)",25,No
Trial 80,"(2, 2)","(2, 6)",20,No
Trial 81,"(7, 6)","(2, 4)",35,No
Trial 82,"(4, 6)","(6, 2)",30,No
Trial 83,"(6, 6)","(2, 6)",20,No
Trial 84,"(8, 3)","(3, 5)",35,No
Trial 85,"(8, 1)","(6, 5)",30,No
Trial 86,"(6, 1)","(3, 4)",30,No
Trial 87,"(2, 3)","(7, 2)",30,No
Trial 88,"(6, 2)","(1, 4)",35,No
Trial 89,"(6, 6)","(2, 1)",45,No
Trial 90,"(7, 3)","(2, 4)",30,No
Trial 91,"(4, 2)","(7, 6)",35,No
Trial 92,"(2, 2)","(7, 5)",40,No
Trial 93,"(7, 1)","(6, 6)",30,No
Trial 94,"(1, 4)","(3, 6)",20,No
Trial 95,"(6, 6)","(1, 4)",35,No
Trial 96,"(6, 5)","(2, 3)",30,No
Trial 97,"(7, 6)","(5, 2)",30,No
Trial 98,"(2, 1)","(7, 4)",40,No
Trial 99,"(6, 1)","(7, 4)",20,No
