Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(2, 6)","(8, 4)",40,Yes
Trial 1,"(8, 2)","(4, 1)",25,No
Trial 2,"(2, 1)","(6, 6)",45,No
Trial 3,"(2, 2)","(5, 4)",25,No
Trial 4,"(2, 3)","(5, 6)",30,No
Trial 5,"(6, 1)","(4, 4)",25,Yes
Trial 6,"(2, 3)","(4, 6)",25,No
Trial 7,"(4, 3)","(8, 6)",35,No
Trial 8,"(8, 6)","(6, 1)",35,Yes
Trial 9,"(6, 2)","(1, 5)",40,No
Trial 10,"(6, 2)","(8, 4)",20,No
Trial 11,"(8, 5)","(1, 1)",55,No
Trial 12,"(7, 4)","(2, 6)",35,No
Trial 13,"(8, 6)","(7, 2)",25,No
Trial 14,"(3, 5)","(3, 1)",20,No
Trial 15,"(4, 1)","(7, 2)",20,No
Trial 16,"(7, 6)","(3, 2)",40,No
Trial 17,"(6, 2)","(5, 5)",20,No
Trial 18,"(4, 1)","(8, 4)",35,No
Trial 19,"(2, 6)","(1, 1)",30,No
Trial 20,"(3, 4)","(4, 1)",20,No
Trial 21,"(1, 1)","(6, 3)",35,No
Trial 22,"(8, 3)","(4, 4)",25,No
Trial 23,"(4, 1)","(4, 6)",25,Yes
Trial 24,"(1, 2)","(7, 6)",50,Yes
Trial 25,"(3, 6)","(8, 1)",50,No
Trial 26,"(4, 6)","(8, 3)",35,No
Trial 27,"(6, 1)","(1, 4)",40,No
Trial 28,"(7, 5)","(3, 2)",35,No
Trial 29,"(6, 1)","(8, 5)",30,No
Trial 30,"(3, 2)","(6, 4)",25,No
Trial 31,"(8, 3)","(4, 3)",20,Yes
Trial 32,"(5, 6)","(6, 3)",20,Yes
Trial 33,"(7, 6)","(6, 1)",30,No
Trial 34,"(1, 5)","(7, 6)",35,No
Trial 35,"(7, 5)","(1, 3)",40,Yes
Trial 36,"(1, 4)","(7, 5)",35,No
Trial 37,"(2, 5)","(7, 6)",30,No
Trial 38,"(1, 2)","(5, 5)",35,No
Trial 39,"(5, 4)","(2, 3)",20,No
Trial 40,"(2, 1)","(4, 6)",35,No
Trial 41,"(5, 6)","(8, 5)",20,No
Trial 42,"(1, 3)","(8, 4)",40,No
Trial 43,"(4, 1)","(8, 5)",40,No
Trial 44,"(1, 6)","(6, 6)",25,No
Trial 45,"(5, 6)","(8, 5)",20,No
Trial 46,"(2, 5)","(7, 6)",30,No
Trial 47,"(5, 5)","(8, 2)",30,Yes
Trial 48,"(7, 1)","(7, 5)",20,No
Trial 49,"(2, 5)","(5, 3)",25,No
Trial 50,"(6, 6)","(8, 4)",20,No
Trial 51,"(6, 4)","(8, 2)",20,No
Trial 52,"(7, 2)","(4, 5)",30,No
Trial 53,"(5, 5)","(8, 4)",20,No
Trial 54,"(3, 6)","(5, 2)",30,No
Trial 55,"(8, 2)","(4, 3)",25,No
Trial 56,"(6, 6)","(8, 2)",30,No
Trial 57,"(1, 5)","(3, 1)",30,No
Trial 58,"(1, 5)","(8, 5)",35,Yes
Trial 59,"(5, 2)","(6, 6)",25,No
Trial 60,"(1, 1)","(8, 1)",35,Yes
Trial 61,"(7, 5)","(3, 2)",35,No
Trial 62,"(3, 5)","(4, 1)",25,No
Trial 63,"(7, 3)","(2, 4)",30,No
Trial 64,"(7, 1)","(2, 5)",45,No
Trial 65,"(1, 1)","(8, 3)",45,No
Trial 66,"(3, 1)","(2, 6)",30,No
Trial 67,"(4, 5)","(1, 1)",35,No
Trial 68,"(1, 1)","(3, 5)",30,No
Trial 69,"(4, 4)","(7, 6)",25,No
Trial 70,"(6, 2)","(3, 1)",20,No
Trial 71,"(6, 6)","(8, 3)",25,No
Trial 72,"(4, 1)","(1, 6)",40,No
Trial 73,"(8, 1)","(4, 6)",45,No
Trial 74,"(3, 4)","(7, 3)",25,No
Trial 75,"(8, 4)","(2, 3)",35,No
Trial 76,"(3, 1)","(7, 5)",40,Yes
Trial 77,"(8, 3)","(3, 5)",35,No
Trial 78,"(2, 1)","(2, 6)",25,No
Trial 79,"(3, 6)","(6, 3)",30,No
Trial 80,"(7, 1)","(8, 5)",25,No
Trial 81,"(1, 6)","(5, 1)",45,No
Trial 82,"(2, 2)","(4, 5)",25,No
Trial 83,"(8, 1)","(3, 2)",30,No
Trial 84,"(6, 3)","(2, 1)",30,No
Trial 85,"(4, 2)","(3, 5)",20,No
Trial 86,"(8, 6)","(8, 2)",20,No
Trial 87,"(5, 4)","(8, 6)",25,No
Trial 88,"(7, 6)","(3, 3)",35,No
Trial 89,"(1, 3)","(5, 5)",30,No
Trial 90,"(6, 6)","(6, 1)",25,Yes
Trial 91,"(2, 4)","(4, 6)",20,No
Trial 92,"(4, 2)","(7, 6)",35,No
Trial 93,"(8, 4)","(1, 5)",40,No
Trial 94,"(1, 4)","(5, 6)",30,No
Trial 95,"(2, 6)","(1, 2)",25,No
Trial 96,"(1, 4)","(4, 3)",20,No
Trial 97,"(7, 6)","(3, 6)",20,No
Trial 98,"(7, 6)","(8, 3)",20,No
Trial 99,"(6, 1)","(8, 3)",20,No
