Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(2, 2)","(6, 5)",35,No
Trial 1,"(3, 1)","(6, 4)",30,No
Trial 2,"(8, 1)","(7, 5)",25,No
Trial 3,"(8, 5)","(1, 5)",35,No
Trial 4,"(1, 1)","(8, 3)",45,No
Trial 5,"(8, 5)","(3, 4)",30,No
Trial 6,"(7, 2)","(5, 4)",20,No
Trial 7,"(5, 6)","(7, 4)",20,No
Trial 8,"(4, 6)","(5, 1)",30,No
Trial 9,"(2, 5)","(8, 1)",50,No
Trial 10,"(7, 1)","(7, 6)",25,No
Trial 11,"(7, 5)","(3, 2)",35,No
Trial 12,"(7, 1)","(3, 5)",40,No
Trial 13,"(1, 5)","(3, 2)",25,No
Trial 14,"(8, 5)","(3, 5)",25,No
Trial 15,"(8, 1)","(3, 3)",35,No
Trial 16,"(1, 2)","(5, 3)",25,No
Trial 17,"(2, 3)","(5, 1)",25,No
Trial 18,"(8, 5)","(6, 1)",30,No
Trial 19,"(6, 5)","(1, 4)",30,No
Trial 20,"(7, 6)","(6, 3)",20,No
Trial 21,"(2, 1)","(7, 3)",35,No
Trial 22,"(1, 5)","(3, 1)",30,No
Trial 23,"(5, 5)","(5, 1)",20,No
Trial 24,"(5, 5)","(8, 4)",20,No
Trial 25,"(6, 3)","(2, 4)",25,No
Trial 26,"(6, 5)","(1, 1)",45,No
Trial 27,"(5, 5)","(2, 1)",35,No
Trial 28,"(6, 5)","(4, 2)",25,No
Trial 29,"(6, 6)","(3, 2)",35,No
Trial 30,"(6, 1)","(2, 5)",40,No
Trial 31,"(3, 1)","(6, 6)",40,No
Trial 32,"(2, 2)","(6, 1)",25,No
Trial 33,"(2, 1)","(2, 5)",20,No
Trial 34,"(8, 3)","(5, 5)",25,No
Trial 35,"(2, 4)","(5, 6)",25,No
Trial 36,"(8, 3)","(1, 5)",45,No
Trial 37,"(7, 1)","(3, 3)",30,No
Trial 38,"(6, 5)","(7, 1)",25,No
Trial 39,"(8, 3)","(2, 1)",40,No
Trial 40,"(1, 6)","(2, 1)",30,No
Trial 41,"(4, 4)","(3, 1)",20,No
Trial 42,"(3, 6)","(8, 1)",50,No
Trial 43,"(7, 5)","(6, 1)",25,No
Trial 44,"(5, 1)","(7, 5)",30,No
Trial 45,"(7, 6)","(3, 5)",25,No
Trial 46,"(8, 3)","(5, 2)",20,No
Trial 47,"(1, 3)","(4, 1)",25,No
Trial 48,"(3, 1)","(1, 6)",35,No
Trial 49,"(6, 5)","(1, 4)",30,No
Trial 50,"(4, 5)","(8, 5)",20,Yes
Trial 51,"(5, 5)","(6, 2)",20,No
Trial 52,"(2, 2)","(3, 5)",20,No
Trial 53,"(1, 3)","(3, 5)",20,No
Trial 54,"(8, 6)","(4, 6)",20,Yes
Trial 55,"(3, 1)","(6, 4)",30,No
Trial 56,"(8, 3)","(6, 5)",20,No
Trial 57,"(1, 2)","(8, 4)",45,No
Trial 58,"(6, 3)","(2, 1)",30,No
Trial 59,"(5, 6)","(7, 1)",35,No
Trial 60,"(6, 1)","(1, 5)",45,No
Trial 61,"(8, 3)","(5, 4)",20,No
Trial 62,"(2, 2)","(7, 1)",30,No
Trial 63,"(6, 4)","(3, 3)",20,No
Trial 64,"(1, 4)","(8, 3)",40,No
Trial 65,"(4, 1)","(2, 4)",25,No
Trial 66,"(6, 3)","(3, 5)",25,No
Trial 67,"(5, 1)","(8, 6)",40,No
Trial 68,"(6, 3)","(3, 5)",25,No
Trial 69,"(7, 4)","(4, 1)",30,No
Trial 70,"(2, 3)","(1, 6)",20,No
Trial 71,"(6, 5)","(3, 2)",30,No
Trial 72,"(5, 2)","(5, 6)",20,Yes
Trial 73,"(7, 3)","(4, 5)",25,No
Trial 74,"(5, 3)","(1, 4)",25,No
Trial 75,"(2, 4)","(5, 1)",30,No
Trial 76,"(4, 3)","(8, 6)",35,No
Trial 77,"(6, 6)","(2, 5)",25,No
Trial 78,"(2, 2)","(1, 6)",25,No
Trial 79,"(8, 1)","(4, 3)",30,No
Trial 80,"(1, 2)","(6, 4)",35,No
Trial 81,"(7, 6)","(5, 4)",20,No
Trial 82,"(3, 4)","(7, 3)",25,No
Trial 83,"(1, 6)","(4, 5)",20,No
Trial 84,"(5, 6)","(4, 3)",20,No
Trial 85,"(8, 6)","(4, 3)",35,No
Trial 86,"(7, 6)","(2, 6)",25,Yes
Trial 87,"(7, 2)","(8, 5)",20,No
Trial 88,"(3, 2)","(1, 6)",30,No
Trial 89,"(2, 4)","(5, 1)",30,No
Trial 90,"(5, 6)","(1, 6)",20,No
Trial 91,"(4, 6)","(7, 5)",20,No
Trial 92,"(1, 6)","(1, 2)",20,No
Trial 93,"(7, 2)","(1, 1)",35,No
Trial 94,"(3, 6)","(8, 5)",30,No
Trial 95,"(8, 1)","(3, 3)",35,No
Trial 96,"(8, 1)","(1, 3)",45,No
Trial 97,"(8, 5)","(4, 3)",30,No
Trial 98,"(6, 2)","(5, 6)",25,No
Trial 99,"(7, 3)","(5, 5)",20,No
