Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(7, 3)","(4, 6)",30,No
Trial 1,"(1, 6)","(4, 5)",20,No
Trial 2,"(2, 6)","(6, 6)",20,Yes
Trial 3,"(1, 5)","(5, 5)",20,No
Trial 4,"(7, 1)","(2, 1)",25,Yes
Trial 5,"(2, 6)","(4, 4)",20,No
Trial 6,"(8, 1)","(7, 4)",20,No
Trial 7,"(1, 1)","(6, 3)",35,No
Trial 8,"(1, 3)","(4, 5)",25,No
Trial 9,"(2, 4)","(4, 6)",20,No
Trial 10,"(6, 4)","(4, 6)",20,No
Trial 11,"(5, 3)","(2, 4)",20,No
Trial 12,"(6, 1)","(3, 3)",25,No
Trial 13,"(5, 5)","(8, 6)",20,No
Trial 14,"(1, 6)","(8, 5)",40,No
Trial 15,"(7, 5)","(1, 6)",35,No
Trial 16,"(8, 4)","(6, 6)",20,No
Trial 17,"(2, 1)","(7, 1)",25,Yes
Trial 18,"(1, 6)","(2, 3)",20,No
Trial 19,"(6, 3)","(1, 3)",25,No
Trial 20,"(7, 3)","(2, 4)",30,No
Trial 21,"(6, 6)","(3, 4)",25,No
Trial 22,"(2, 6)","(6, 3)",35,No
Trial 23,"(5, 2)","(1, 6)",40,No
Trial 24,"(3, 3)","(2, 6)",20,No
Trial 25,"(1, 3)","(7, 2)",35,No
Trial 26,"(2, 6)","(3, 2)",25,No
Trial 27,"(8, 6)","(3, 6)",25,No
Trial 28,"(8, 2)","(6, 4)",20,No
Trial 29,"(1, 3)","(6, 3)",25,Yes
Trial 30,"(8, 6)","(3, 2)",45,No
Trial 31,"(2, 5)","(8, 4)",35,No
Trial 32,"(7, 2)","(1, 3)",35,No
Trial 33,"(1, 3)","(4, 5)",25,No
Trial 34,"(8, 3)","(2, 1)",40,No
Trial 35,"(5, 1)","(3, 4)",25,No
Trial 36,"(8, 4)","(3, 1)",40,No
Trial 37,"(2, 1)","(7, 3)",35,No
Trial 38,"(6, 1)","(1, 3)",35,No
Trial 39,"(5, 2)","(3, 5)",25,No
Trial 40,"(6, 1)","(8, 4)",25,No
Trial 41,"(3, 6)","(8, 1)",50,No
Trial 42,"(1, 1)","(5, 4)",35,No
Trial 43,"(5, 6)","(4, 2)",25,No
Trial 44,"(8, 6)","(1, 3)",50,No
Trial 45,"(4, 1)","(3, 4)",20,No
Trial 46,"(8, 2)","(1, 3)",40,No
Trial 47,"(6, 6)","(5, 1)",30,No
Trial 48,"(7, 3)","(1, 2)",35,No
Trial 49,"(5, 5)","(1, 4)",25,No
Trial 50,"(8, 4)","(2, 5)",35,No
Trial 51,"(8, 2)","(3, 6)",45,No
Trial 52,"(8, 1)","(7, 6)",30,No
Trial 53,"(1, 2)","(5, 1)",25,No
Trial 54,"(6, 5)","(1, 5)",25,No
Trial 55,"(7, 4)","(4, 5)",20,No
Trial 56,"(2, 4)","(7, 4)",25,No
Trial 57,"(6, 6)","(4, 2)",30,No
Trial 58,"(5, 4)","(2, 2)",25,No
Trial 59,"(8, 1)","(7, 5)",25,No
Trial 60,"(7, 6)","(1, 4)",40,No
Trial 61,"(1, 5)","(4, 2)",30,No
Trial 62,"(8, 6)","(4, 6)",20,Yes
Trial 63,"(2, 6)","(8, 6)",30,Yes
Trial 64,"(8, 4)","(3, 1)",40,No
Trial 65,"(1, 1)","(6, 2)",30,No
Trial 66,"(8, 1)","(6, 6)",35,No
Trial 67,"(5, 3)","(8, 6)",30,No
Trial 68,"(2, 4)","(6, 5)",25,No
Trial 69,"(4, 1)","(3, 4)",20,No
Trial 70,"(8, 2)","(3, 3)",30,No
Trial 71,"(1, 1)","(8, 2)",40,No
Trial 72,"(7, 4)","(2, 1)",40,No
Trial 73,"(3, 4)","(7, 1)",35,No
Trial 74,"(2, 1)","(5, 5)",35,No
Trial 75,"(5, 4)","(3, 2)",20,No
Trial 76,"(4, 1)","(3, 4)",20,No
Trial 77,"(1, 2)","(8, 1)",40,No
Trial 78,"(5, 4)","(2, 6)",25,No
Trial 79,"(5, 3)","(3, 5)",20,No
Trial 80,"(4, 6)","(2, 2)",30,No
Trial 81,"(1, 2)","(8, 3)",40,No
Trial 82,"(8, 2)","(5, 1)",20,No
Trial 83,"(3, 6)","(8, 1)",50,No
Trial 84,"(1, 3)","(4, 1)",25,No
Trial 85,"(2, 6)","(3, 1)",30,No
Trial 86,"(8, 1)","(3, 3)",35,No
Trial 87,"(1, 2)","(6, 6)",45,No
Trial 88,"(4, 5)","(4, 1)",20,Yes
Trial 89,"(5, 3)","(1, 5)",30,No
Trial 90,"(7, 2)","(2, 1)",30,No
Trial 91,"(6, 2)","(8, 5)",25,No
Trial 92,"(5, 4)","(3, 2)",20,No
Trial 93,"(6, 1)","(8, 4)",25,No
Trial 94,"(8, 5)","(3, 3)",35,No
Trial 95,"(6, 4)","(8, 2)",20,No
Trial 96,"(5, 1)","(1, 4)",35,No
Trial 97,"(2, 1)","(2, 5)",20,No
Trial 98,"(4, 4)","(8, 5)",25,No
Trial 99,"(6, 6)","(1, 5)",30,No
