Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(7, 1)","(2, 3)",35,Yes
Trial 1,"(8, 3)","(2, 5)",40,Yes
Trial 2,"(3, 4)","(7, 3)",25,No
Trial 3,"(1, 2)","(7, 1)",35,No
Trial 4,"(5, 3)","(2, 4)",20,No
Trial 5,"(8, 1)","(6, 6)",35,No
Trial 6,"(3, 4)","(6, 3)",20,No
Trial 7,"(7, 4)","(2, 3)",30,Yes
Trial 8,"(8, 2)","(3, 3)",30,No
Trial 9,"(7, 1)","(5, 3)",20,No
Trial 10,"(4, 3)","(6, 6)",25,No
Trial 11,"(2, 1)","(5, 5)",35,No
Trial 12,"(6, 4)","(2, 4)",20,No
Trial 13,"(3, 4)","(8, 5)",30,No
Trial 14,"(7, 3)","(5, 1)",20,No
Trial 15,"(2, 5)","(5, 1)",35,No
Trial 16,"(6, 1)","(1, 2)",30,No
Trial 17,"(5, 4)","(3, 2)",20,No
Trial 18,"(5, 3)","(1, 2)",25,No
Trial 19,"(2, 6)","(2, 1)",25,Yes
Trial 20,"(7, 5)","(3, 4)",25,No
Trial 21,"(3, 2)","(8, 3)",30,Yes
Trial 22,"(5, 1)","(2, 4)",30,No
Trial 23,"(8, 4)","(6, 2)",20,No
Trial 24,"(7, 3)","(6, 6)",20,No
Trial 25,"(7, 4)","(2, 3)",30,Yes
Trial 26,"(1, 4)","(4, 3)",20,No
Trial 27,"(7, 6)","(6, 2)",25,Yes
Trial 28,"(7, 1)","(7, 6)",25,No
Trial 29,"(1, 5)","(8, 1)",55,Yes
Trial 30,"(8, 3)","(4, 6)",35,No
Trial 31,"(1, 5)","(6, 1)",45,No
Trial 32,"(4, 2)","(2, 4)",20,No
Trial 33,"(1, 5)","(5, 6)",25,No
Trial 34,"(7, 5)","(1, 1)",50,Yes
Trial 35,"(1, 6)","(5, 6)",20,No
Trial 36,"(2, 4)","(3, 1)",20,No
Trial 37,"(2, 2)","(6, 2)",20,No
Trial 38,"(1, 2)","(4, 3)",20,No
Trial 39,"(5, 4)","(1, 5)",25,No
Trial 40,"(1, 2)","(7, 1)",35,No
Trial 41,"(8, 3)","(4, 5)",30,No
Trial 42,"(6, 1)","(2, 1)",20,No
Trial 43,"(1, 1)","(8, 6)",60,No
Trial 44,"(5, 2)","(4, 6)",25,No
Trial 45,"(7, 5)","(3, 4)",25,No
Trial 46,"(4, 5)","(1, 1)",35,Yes
Trial 47,"(7, 5)","(4, 3)",25,No
Trial 48,"(6, 3)","(8, 6)",25,No
Trial 49,"(4, 4)","(8, 6)",30,Yes
Trial 50,"(3, 1)","(7, 4)",35,No
Trial 51,"(8, 4)","(5, 5)",20,No
Trial 52,"(1, 3)","(3, 1)",20,No
Trial 53,"(6, 4)","(4, 6)",20,No
Trial 54,"(3, 2)","(6, 5)",30,No
Trial 55,"(7, 5)","(6, 2)",20,No
Trial 56,"(4, 2)","(8, 1)",25,No
Trial 57,"(8, 5)","(7, 2)",20,No
Trial 58,"(6, 3)","(8, 1)",20,No
Trial 59,"(3, 3)","(6, 6)",30,Yes
Trial 60,"(4, 2)","(7, 3)",20,No
Trial 61,"(4, 1)","(1, 4)",30,Yes
Trial 62,"(1, 1)","(6, 1)",25,No
Trial 63,"(1, 6)","(6, 2)",45,No
Trial 64,"(1, 4)","(5, 5)",25,No
Trial 65,"(1, 4)","(8, 2)",45,No
Trial 66,"(7, 5)","(4, 1)",35,No
Trial 67,"(2, 3)","(6, 2)",25,No
Trial 68,"(8, 2)","(2, 1)",35,No
Trial 69,"(8, 4)","(2, 6)",40,No
Trial 70,"(2, 3)","(1, 6)",20,No
Trial 71,"(1, 3)","(5, 5)",30,No
Trial 72,"(4, 6)","(8, 6)",20,Yes
Trial 73,"(6, 5)","(8, 2)",25,No
Trial 74,"(5, 3)","(2, 6)",30,Yes
Trial 75,"(6, 5)","(3, 6)",20,No
Trial 76,"(4, 6)","(7, 3)",30,Yes
Trial 77,"(1, 6)","(5, 1)",45,Yes
Trial 78,"(8, 3)","(4, 6)",35,No
Trial 79,"(8, 5)","(6, 1)",30,No
Trial 80,"(7, 6)","(8, 1)",30,Yes
Trial 81,"(4, 5)","(7, 1)",35,No
Trial 82,"(7, 2)","(4, 5)",30,No
Trial 83,"(4, 2)","(1, 6)",35,No
Trial 84,"(2, 3)","(8, 2)",35,No
Trial 85,"(6, 5)","(8, 1)",30,Yes
Trial 86,"(6, 1)","(1, 6)",50,Yes
Trial 87,"(6, 6)","(2, 2)",40,No
Trial 88,"(2, 3)","(7, 1)",35,No
Trial 89,"(2, 1)","(2, 6)",25,Yes
Trial 90,"(7, 3)","(4, 5)",25,No
Trial 91,"(4, 6)","(2, 4)",20,Yes
Trial 92,"(7, 5)","(1, 6)",35,Yes
Trial 93,"(2, 2)","(3, 5)",20,No
Trial 94,"(3, 2)","(7, 5)",35,No
Trial 95,"(1, 6)","(7, 2)",50,No
Trial 96,"(6, 4)","(5, 1)",20,No
Trial 97,"(5, 4)","(8, 5)",20,No
Trial 98,"(2, 3)","(7, 1)",35,No
Trial 99,"(2, 6)","(6, 6)",20,No
