Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(7, 5)","(3, 5)",20,No
Trial 1,"(5, 1)","(2, 2)",20,No
Trial 2,"(1, 5)","(5, 5)",20,No
Trial 3,"(1, 1)","(6, 6)",50,No
Trial 4,"(8, 1)","(6, 6)",35,No
Trial 5,"(1, 5)","(8, 3)",45,No
Trial 6,"(6, 1)","(8, 6)",35,No
Trial 7,"(1, 1)","(7, 3)",40,No
Trial 8,"(2, 6)","(4, 1)",35,No
Trial 9,"(7, 5)","(1, 4)",35,No
Trial 10,"(1, 5)","(4, 1)",35,No
Trial 11,"(7, 3)","(5, 6)",25,No
Trial 12,"(2, 4)","(8, 1)",45,No
Trial 13,"(1, 6)","(3, 4)",20,No
Trial 14,"(4, 6)","(1, 3)",30,No
Trial 15,"(5, 5)","(2, 6)",20,No
Trial 16,"(7, 1)","(6, 5)",25,No
Trial 17,"(2, 4)","(7, 1)",40,No
Trial 18,"(8, 4)","(1, 2)",45,No
Trial 19,"(5, 4)","(2, 6)",25,No
Trial 20,"(3, 1)","(1, 4)",25,No
Trial 21,"(1, 1)","(1, 6)",25,No
Trial 22,"(3, 4)","(1, 2)",20,No
Trial 23,"(4, 1)","(8, 1)",20,No
Trial 24,"(6, 2)","(2, 1)",25,No
Trial 25,"(1, 6)","(7, 1)",55,No
Trial 26,"(2, 2)","(6, 3)",25,No
Trial 27,"(6, 6)","(6, 1)",25,Yes
Trial 28,"(2, 4)","(5, 5)",20,No
Trial 29,"(3, 5)","(7, 6)",25,No
Trial 30,"(8, 6)","(3, 6)",25,No
Trial 31,"(1, 4)","(7, 6)",40,No
Trial 32,"(2, 1)","(8, 4)",45,No
Trial 33,"(3, 2)","(2, 6)",25,No
Trial 34,"(5, 1)","(7, 6)",35,No
Trial 35,"(1, 6)","(5, 2)",40,No
Trial 36,"(2, 4)","(8, 4)",30,Yes
Trial 37,"(1, 2)","(1, 6)",20,Yes
Trial 38,"(8, 6)","(3, 2)",45,No
Trial 39,"(8, 2)","(3, 6)",45,No
Trial 40,"(3, 1)","(7, 2)",25,No
Trial 41,"(8, 4)","(5, 2)",25,No
Trial 42,"(8, 5)","(2, 6)",35,No
Trial 43,"(7, 2)","(5, 5)",25,No
Trial 44,"(6, 4)","(3, 2)",25,No
Trial 45,"(3, 2)","(8, 2)",25,No
Trial 46,"(3, 1)","(8, 4)",40,No
Trial 47,"(3, 1)","(3, 6)",25,No
Trial 48,"(8, 6)","(3, 5)",30,No
Trial 49,"(8, 6)","(2, 3)",45,No
Trial 50,"(2, 2)","(6, 6)",40,No
Trial 51,"(3, 1)","(1, 3)",20,No
Trial 52,"(1, 1)","(6, 2)",30,No
Trial 53,"(6, 1)","(2, 1)",20,No
Trial 54,"(7, 6)","(2, 4)",35,No
Trial 55,"(7, 1)","(3, 2)",25,No
Trial 56,"(3, 2)","(2, 6)",25,No
Trial 57,"(3, 4)","(8, 3)",30,No
Trial 58,"(3, 2)","(1, 5)",25,No
Trial 59,"(3, 4)","(8, 2)",35,No
Trial 60,"(3, 2)","(8, 4)",35,No
Trial 61,"(2, 2)","(3, 6)",25,No
Trial 62,"(2, 1)","(1, 6)",30,No
Trial 63,"(1, 3)","(5, 4)",25,No
Trial 64,"(6, 6)","(1, 3)",40,No
Trial 65,"(2, 5)","(7, 2)",40,No
Trial 66,"(4, 6)","(5, 2)",25,No
Trial 67,"(7, 6)","(5, 2)",30,No
Trial 68,"(4, 1)","(8, 6)",45,No
Trial 69,"(5, 1)","(5, 5)",20,No
Trial 70,"(6, 6)","(8, 3)",25,No
Trial 71,"(7, 2)","(4, 6)",35,No
Trial 72,"(2, 6)","(6, 4)",30,No
Trial 73,"(2, 6)","(7, 4)",35,No
Trial 74,"(3, 3)","(1, 6)",25,No
Trial 75,"(3, 1)","(8, 1)",25,Yes
Trial 76,"(8, 1)","(4, 2)",25,No
Trial 77,"(6, 5)","(8, 1)",30,No
Trial 78,"(8, 2)","(2, 2)",30,No
Trial 79,"(1, 1)","(8, 4)",50,No
Trial 80,"(3, 6)","(4, 1)",30,No
Trial 81,"(3, 1)","(8, 2)",30,No
Trial 82,"(5, 5)","(4, 2)",20,No
Trial 83,"(7, 1)","(2, 1)",25,No
Trial 84,"(8, 3)","(5, 5)",25,No
Trial 85,"(4, 5)","(7, 2)",30,No
Trial 86,"(8, 3)","(4, 5)",30,No
Trial 87,"(1, 4)","(3, 2)",20,No
Trial 88,"(1, 2)","(6, 6)",45,No
Trial 89,"(7, 2)","(3, 4)",30,No
Trial 90,"(1, 6)","(3, 1)",35,No
Trial 91,"(7, 3)","(3, 2)",25,No
Trial 92,"(7, 5)","(4, 6)",20,No
Trial 93,"(7, 5)","(7, 1)",20,No
Trial 94,"(5, 4)","(3, 6)",20,No
Trial 95,"(3, 5)","(6, 6)",20,No
Trial 96,"(4, 6)","(6, 2)",30,No
Trial 97,"(2, 4)","(7, 3)",30,No
Trial 98,"(4, 4)","(8, 1)",35,No
Trial 99,"(2, 4)","(7, 2)",35,No
