Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(6, 6)","(4, 3)",25,Yes
Trial 1,"(5, 6)","(1, 3)",35,No
Trial 2,"(7, 2)","(4, 4)",25,No
Trial 3,"(3, 6)","(6, 1)",40,Yes
Trial 4,"(3, 2)","(7, 6)",40,Yes
Trial 5,"(1, 4)","(4, 3)",20,No
Trial 6,"(7, 2)","(1, 4)",40,Yes
Trial 7,"(2, 6)","(2, 1)",25,No
Trial 8,"(8, 4)","(6, 6)",20,No
Trial 9,"(7, 3)","(5, 6)",25,No
Trial 10,"(1, 1)","(3, 3)",20,No
Trial 11,"(2, 5)","(1, 1)",25,No
Trial 12,"(3, 6)","(6, 5)",20,No
Trial 13,"(7, 3)","(3, 3)",20,Yes
Trial 14,"(6, 5)","(1, 3)",35,No
Trial 15,"(5, 6)","(5, 1)",25,Yes
Trial 16,"(2, 5)","(6, 3)",30,No
Trial 17,"(1, 5)","(4, 3)",25,No
Trial 18,"(1, 5)","(5, 3)",30,No
Trial 19,"(4, 2)","(1, 4)",25,Yes
Trial 20,"(4, 5)","(5, 1)",25,Yes
Trial 21,"(3, 2)","(5, 6)",30,No
Trial 22,"(7, 3)","(2, 1)",35,Yes
Trial 23,"(1, 5)","(2, 1)",25,No
Trial 24,"(8, 4)","(7, 1)",20,Yes
Trial 25,"(4, 6)","(8, 3)",35,No
Trial 26,"(5, 6)","(4, 1)",30,No
Trial 27,"(1, 5)","(8, 6)",40,No
Trial 28,"(5, 2)","(2, 6)",35,No
Trial 29,"(7, 5)","(4, 4)",20,No
Trial 30,"(5, 1)","(1, 4)",35,No
Trial 31,"(3, 1)","(8, 6)",50,No
Trial 32,"(1, 2)","(3, 5)",25,No
Trial 33,"(3, 1)","(8, 1)",25,Yes
Trial 34,"(3, 1)","(5, 3)",20,No
Trial 35,"(1, 3)","(4, 4)",20,No
Trial 36,"(1, 6)","(8, 2)",55,Yes
Trial 37,"(3, 3)","(5, 1)",20,Yes
Trial 38,"(8, 2)","(1, 3)",40,Yes
Trial 39,"(4, 5)","(8, 6)",25,Yes
Trial 40,"(6, 5)","(4, 3)",20,Yes
Trial 41,"(4, 6)","(3, 2)",25,No
Trial 42,"(5, 2)","(2, 4)",25,No
Trial 43,"(4, 5)","(7, 3)",25,Yes
Trial 44,"(8, 2)","(1, 2)",35,Yes
Trial 45,"(7, 5)","(4, 4)",20,No
Trial 46,"(7, 1)","(1, 3)",40,No
Trial 47,"(3, 1)","(4, 5)",25,Yes
Trial 48,"(5, 4)","(7, 1)",25,Yes
Trial 49,"(2, 4)","(6, 5)",25,No
Trial 50,"(1, 4)","(7, 3)",35,Yes
Trial 51,"(4, 3)","(6, 5)",20,No
Trial 52,"(6, 5)","(2, 4)",25,No
Trial 53,"(8, 4)","(2, 1)",45,No
Trial 54,"(1, 4)","(4, 3)",20,No
Trial 55,"(8, 1)","(6, 4)",25,Yes
Trial 56,"(4, 1)","(1, 4)",30,No
Trial 57,"(2, 2)","(3, 6)",25,Yes
Trial 58,"(7, 2)","(1, 1)",35,Yes
Trial 59,"(3, 1)","(6, 4)",30,No
Trial 60,"(4, 3)","(1, 5)",25,Yes
Trial 61,"(3, 4)","(8, 1)",40,Yes
Trial 62,"(2, 6)","(7, 1)",50,Yes
Trial 63,"(7, 3)","(4, 2)",20,Yes
Trial 64,"(8, 3)","(5, 5)",25,No
Trial 65,"(7, 1)","(3, 2)",25,No
Trial 66,"(5, 3)","(8, 6)",30,No
Trial 67,"(1, 1)","(7, 1)",30,Yes
Trial 68,"(3, 5)","(8, 3)",35,Yes
Trial 69,"(1, 6)","(3, 4)",20,No
Trial 70,"(2, 6)","(6, 4)",30,No
Trial 71,"(1, 2)","(7, 6)",50,Yes
Trial 72,"(4, 2)","(1, 4)",25,Yes
Trial 73,"(1, 4)","(3, 2)",20,No
Trial 74,"(4, 1)","(3, 6)",30,No
Trial 75,"(1, 3)","(3, 1)",20,No
Trial 76,"(8, 2)","(4, 4)",30,No
Trial 77,"(8, 5)","(5, 4)",20,No
Trial 78,"(1, 1)","(4, 4)",30,No
Trial 79,"(6, 2)","(8, 4)",20,No
Trial 80,"(1, 2)","(3, 5)",25,No
Trial 81,"(8, 5)","(2, 4)",35,No
Trial 82,"(3, 4)","(1, 2)",20,No
Trial 83,"(4, 5)","(8, 4)",25,Yes
Trial 84,"(7, 6)","(4, 3)",30,Yes
Trial 85,"(5, 5)","(6, 1)",25,No
Trial 86,"(8, 2)","(4, 2)",20,No
Trial 87,"(3, 2)","(1, 5)",25,Yes
Trial 88,"(5, 5)","(2, 4)",20,No
Trial 89,"(8, 3)","(3, 2)",30,No
Trial 90,"(7, 5)","(3, 1)",40,No
Trial 91,"(5, 1)","(1, 2)",25,No
Trial 92,"(5, 4)","(6, 1)",20,Yes
Trial 93,"(3, 5)","(7, 4)",25,Yes
Trial 94,"(1, 5)","(4, 3)",25,Yes
Trial 95,"(4, 4)","(2, 1)",25,Yes
Trial 96,"(3, 2)","(2, 5)",20,Yes
Trial 97,"(3, 4)","(8, 4)",25,No
Trial 98,"(2, 6)","(2, 1)",25,Yes
Trial 99,"(3, 3)","(8, 3)",25,No
