Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(4, 3)","(2, 5)",20,No
Trial 1,"(7, 4)","(4, 5)",20,No
Trial 2,"(4, 4)","(8, 1)",35,No
Trial 3,"(2, 4)","(8, 1)",45,No
Trial 4,"(1, 6)","(6, 1)",50,No
Trial 5,"(4, 3)","(2, 5)",20,No
Trial 6,"(6, 2)","(1, 2)",25,No
Trial 7,"(5, 5)","(4, 1)",25,No
Trial 8,"(8, 4)","(2, 5)",35,No
Trial 9,"(8, 2)","(6, 6)",30,No
Trial 10,"(2, 3)","(8, 4)",35,Yes
Trial 11,"(8, 3)","(6, 6)",25,No
Trial 12,"(7, 5)","(7, 1)",20,No
Trial 13,"(5, 5)","(5, 1)",20,Yes
Trial 14,"(1, 2)","(6, 1)",30,No
Trial 15,"(1, 3)","(8, 2)",40,Yes
Trial 16,"(5, 2)","(4, 5)",20,No
Trial 17,"(2, 5)","(8, 5)",30,No
Trial 18,"(2, 1)","(4, 6)",35,No
Trial 19,"(7, 3)","(4, 5)",25,No
Trial 20,"(8, 6)","(5, 4)",25,No
Trial 21,"(7, 2)","(2, 5)",40,No
Trial 22,"(2, 6)","(2, 1)",25,Yes
Trial 23,"(1, 6)","(5, 1)",45,No
Trial 24,"(1, 2)","(8, 3)",40,No
Trial 25,"(8, 5)","(2, 1)",50,No
Trial 26,"(4, 1)","(1, 3)",25,No
Trial 27,"(3, 1)","(5, 3)",20,No
Trial 28,"(2, 5)","(5, 2)",30,No
Trial 29,"(6, 3)","(2, 1)",30,No
Trial 30,"(7, 2)","(4, 4)",25,No
Trial 31,"(7, 2)","(4, 1)",20,No
Trial 32,"(8, 4)","(3, 3)",30,No
Trial 33,"(7, 5)","(7, 1)",20,Yes
Trial 34,"(6, 1)","(4, 5)",30,No
Trial 35,"(2, 5)","(1, 1)",25,No
Trial 36,"(6, 5)","(1, 4)",30,No
Trial 37,"(1, 5)","(8, 3)",45,No
Trial 38,"(7, 2)","(4, 1)",20,No
Trial 39,"(1, 4)","(5, 6)",30,No
Trial 40,"(4, 1)","(7, 2)",20,No
Trial 41,"(7, 5)","(6, 2)",20,Yes
Trial 42,"(2, 5)","(4, 2)",25,No
Trial 43,"(3, 1)","(1, 4)",25,No
Trial 44,"(7, 1)","(3, 3)",30,No
Trial 45,"(1, 4)","(6, 1)",40,No
Trial 46,"(4, 6)","(2, 1)",35,No
Trial 47,"(4, 5)","(8, 3)",30,No
Trial 48,"(6, 4)","(3, 1)",30,No
Trial 49,"(5, 3)","(2, 5)",25,No
Trial 50,"(2, 5)","(4, 1)",30,No
Trial 51,"(6, 4)","(3, 5)",20,No
Trial 52,"(6, 4)","(1, 1)",40,No
Trial 53,"(1, 6)","(3, 4)",20,No
Trial 54,"(1, 3)","(3, 1)",20,No
Trial 55,"(8, 2)","(5, 6)",35,No
Trial 56,"(3, 5)","(4, 2)",20,No
Trial 57,"(5, 3)","(3, 1)",20,No
Trial 58,"(6, 4)","(5, 1)",20,No
Trial 59,"(2, 2)","(1, 5)",20,No
Trial 60,"(7, 1)","(7, 5)",20,No
Trial 61,"(3, 3)","(8, 6)",40,Yes
Trial 62,"(3, 1)","(2, 4)",20,No
Trial 63,"(4, 2)","(7, 3)",20,No
Trial 64,"(3, 2)","(1, 5)",25,No
Trial 65,"(7, 6)","(6, 3)",20,No
Trial 66,"(6, 6)","(7, 2)",25,No
Trial 67,"(3, 5)","(6, 2)",30,No
Trial 68,"(1, 1)","(8, 4)",50,No
Trial 69,"(6, 6)","(3, 1)",40,No
Trial 70,"(2, 2)","(3, 5)",20,No
Trial 71,"(7, 3)","(5, 1)",20,No
Trial 72,"(8, 5)","(1, 5)",35,Yes
Trial 73,"(7, 4)","(2, 6)",35,No
Trial 74,"(4, 1)","(1, 6)",40,Yes
Trial 75,"(4, 5)","(1, 6)",20,No
Trial 76,"(2, 2)","(5, 3)",20,No
Trial 77,"(7, 1)","(5, 3)",20,No
Trial 78,"(4, 1)","(6, 3)",20,No
Trial 79,"(1, 6)","(3, 1)",35,No
Trial 80,"(7, 2)","(1, 1)",35,Yes
Trial 81,"(3, 3)","(6, 4)",20,No
Trial 82,"(5, 2)","(1, 6)",40,Yes
Trial 83,"(8, 4)","(5, 2)",25,No
Trial 84,"(4, 6)","(5, 2)",25,No
Trial 85,"(5, 6)","(1, 3)",35,No
Trial 86,"(7, 3)","(2, 5)",35,No
Trial 87,"(8, 5)","(2, 5)",30,No
Trial 88,"(5, 6)","(1, 4)",30,No
Trial 89,"(4, 1)","(1, 4)",30,Yes
Trial 90,"(7, 5)","(3, 2)",35,No
Trial 91,"(2, 2)","(6, 2)",20,No
Trial 92,"(1, 3)","(5, 3)",20,No
Trial 93,"(8, 6)","(1, 1)",60,Yes
Trial 94,"(2, 6)","(4, 2)",30,No
Trial 95,"(4, 1)","(5, 5)",25,No
Trial 96,"(6, 3)","(1, 5)",35,Yes
Trial 97,"(6, 1)","(6, 5)",20,No
Trial 98,"(1, 1)","(3, 3)",20,No
Trial 99,"(6, 6)","(4, 2)",30,No
