Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(7, 3)","(1, 5)",40,No
Trial 1,"(2, 4)","(8, 4)",30,Yes
Trial 2,"(8, 1)","(2, 2)",35,No
Trial 3,"(2, 1)","(8, 4)",45,Yes
Trial 4,"(4, 1)","(7, 6)",40,No
Trial 5,"(5, 6)","(2, 4)",25,No
Trial 6,"(3, 4)","(7, 3)",25,No
Trial 7,"(8, 3)","(1, 6)",50,No
Trial 8,"(2, 6)","(6, 6)",20,Yes
Trial 9,"(1, 1)","(5, 1)",20,No
Trial 10,"(1, 6)","(3, 4)",20,No
Trial 11,"(3, 2)","(6, 1)",20,No
Trial 12,"(5, 3)","(8, 5)",25,No
Trial 13,"(2, 1)","(8, 4)",45,No
Trial 14,"(5, 6)","(1, 3)",35,No
Trial 15,"(1, 1)","(6, 1)",25,No
Trial 16,"(1, 3)","(6, 4)",30,No
Trial 17,"(4, 1)","(2, 6)",35,No
Trial 18,"(2, 2)","(8, 6)",50,No
Trial 19,"(8, 5)","(4, 6)",25,No
Trial 20,"(8, 1)","(4, 3)",30,No
Trial 21,"(7, 4)","(3, 3)",25,No
Trial 22,"(1, 6)","(8, 6)",35,Yes
Trial 23,"(1, 3)","(2, 6)",20,No
Trial 24,"(6, 5)","(2, 2)",35,No
Trial 25,"(2, 1)","(3, 4)",20,No
Trial 26,"(3, 2)","(6, 6)",35,No
Trial 27,"(8, 4)","(2, 2)",40,No
Trial 28,"(1, 1)","(3, 4)",25,No
Trial 29,"(8, 3)","(2, 3)",30,No
Trial 30,"(6, 4)","(2, 5)",25,No
Trial 31,"(5, 2)","(3, 4)",20,No
Trial 32,"(8, 4)","(5, 2)",25,No
Trial 33,"(8, 2)","(4, 6)",40,No
Trial 34,"(1, 6)","(8, 2)",55,No
Trial 35,"(7, 5)","(2, 6)",30,No
Trial 36,"(7, 4)","(1, 5)",35,No
Trial 37,"(4, 3)","(1, 5)",25,No
Trial 38,"(4, 6)","(1, 3)",30,No
Trial 39,"(1, 1)","(2, 6)",30,No
Trial 40,"(8, 4)","(5, 1)",30,No
Trial 41,"(4, 1)","(7, 4)",30,No
Trial 42,"(6, 6)","(8, 1)",35,No
Trial 43,"(1, 5)","(4, 6)",20,No
Trial 44,"(6, 2)","(1, 3)",30,No
Trial 45,"(7, 1)","(6, 6)",30,No
Trial 46,"(5, 2)","(6, 5)",20,No
Trial 47,"(8, 3)","(3, 4)",30,No
Trial 48,"(6, 3)","(2, 3)",20,Yes
Trial 49,"(1, 3)","(4, 2)",20,No
Trial 50,"(3, 1)","(7, 6)",45,No
Trial 51,"(3, 1)","(6, 2)",20,No
Trial 52,"(5, 4)","(1, 6)",30,No
Trial 53,"(8, 1)","(5, 4)",30,No
Trial 54,"(5, 5)","(4, 1)",25,No
Trial 55,"(7, 1)","(8, 5)",25,No
Trial 56,"(3, 3)","(7, 2)",25,No
Trial 57,"(4, 5)","(7, 3)",25,No
Trial 58,"(8, 5)","(4, 2)",35,No
Trial 59,"(8, 6)","(1, 2)",55,No
Trial 60,"(2, 3)","(5, 1)",25,No
Trial 61,"(8, 4)","(2, 2)",40,No
Trial 62,"(8, 2)","(5, 4)",25,No
Trial 63,"(6, 1)","(3, 5)",35,No
Trial 64,"(7, 4)","(4, 1)",30,No
Trial 65,"(7, 6)","(2, 2)",45,No
Trial 66,"(1, 3)","(7, 6)",45,No
Trial 67,"(6, 5)","(3, 3)",25,No
Trial 68,"(3, 2)","(3, 6)",20,No
Trial 69,"(2, 4)","(8, 6)",40,No
Trial 70,"(1, 2)","(3, 5)",25,No
Trial 71,"(6, 3)","(8, 1)",20,No
Trial 72,"(1, 3)","(5, 1)",30,No
Trial 73,"(2, 3)","(4, 6)",25,No
Trial 74,"(4, 5)","(5, 1)",25,No
Trial 75,"(5, 6)","(7, 3)",25,No
Trial 76,"(7, 5)","(5, 2)",25,No
Trial 77,"(4, 5)","(1, 2)",30,No
Trial 78,"(1, 3)","(6, 2)",30,No
Trial 79,"(2, 5)","(1, 2)",20,No
Trial 80,"(7, 5)","(3, 4)",25,No
Trial 81,"(2, 1)","(5, 2)",20,No
Trial 82,"(8, 1)","(6, 4)",25,No
Trial 83,"(5, 5)","(3, 1)",30,No
Trial 84,"(1, 4)","(6, 5)",30,No
Trial 85,"(1, 6)","(5, 4)",30,No
Trial 86,"(7, 2)","(2, 6)",45,No
Trial 87,"(7, 4)","(1, 1)",45,No
Trial 88,"(5, 6)","(7, 2)",30,No
Trial 89,"(7, 2)","(3, 3)",25,No
Trial 90,"(2, 2)","(7, 4)",35,No
Trial 91,"(7, 2)","(4, 4)",25,No
Trial 92,"(1, 1)","(3, 5)",30,No
Trial 93,"(6, 6)","(2, 1)",45,No
Trial 94,"(8, 1)","(7, 4)",20,No
Trial 95,"(2, 3)","(5, 5)",25,No
Trial 96,"(8, 3)","(5, 2)",20,No
Trial 97,"(1, 4)","(8, 3)",40,No
Trial 98,"(3, 5)","(5, 1)",30,No
Trial 99,"(5, 3)","(3, 1)",20,No
