Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(3, 4)","(6, 2)",25,No
Trial 1,"(1, 1)","(8, 5)",55,Yes
Trial 2,"(2, 1)","(4, 6)",35,No
Trial 3,"(6, 2)","(4, 4)",20,Yes
Trial 4,"(7, 4)","(2, 5)",30,No
Trial 5,"(1, 4)","(7, 4)",30,Yes
Trial 6,"(2, 4)","(6, 2)",30,No
Trial 7,"(7, 3)","(1, 4)",35,No
Trial 8,"(6, 5)","(8, 1)",30,No
Trial 9,"(3, 4)","(6, 6)",25,No
Trial 10,"(6, 2)","(2, 1)",25,No
Trial 11,"(5, 5)","(2, 6)",20,No
Trial 12,"(2, 5)","(7, 4)",30,No
Trial 13,"(7, 2)","(1, 3)",35,No
Trial 14,"(8, 3)","(7, 6)",20,No
Trial 15,"(2, 6)","(3, 1)",30,No
Trial 16,"(1, 2)","(6, 4)",35,No
Trial 17,"(3, 5)","(7, 4)",25,Yes
Trial 18,"(7, 3)","(3, 6)",35,Yes
Trial 19,"(3, 2)","(6, 5)",30,Yes
Trial 20,"(8, 3)","(5, 4)",20,Yes
Trial 21,"(2, 1)","(6, 5)",40,Yes
Trial 22,"(5, 5)","(1, 5)",20,No
Trial 23,"(8, 5)","(4, 6)",25,No
Trial 24,"(8, 2)","(4, 5)",35,Yes
Trial 25,"(2, 2)","(7, 4)",35,Yes
Trial 26,"(5, 5)","(8, 4)",20,No
Trial 27,"(4, 1)","(2, 5)",30,Yes
Trial 28,"(8, 4)","(4, 5)",25,Yes
Trial 29,"(2, 1)","(2, 6)",25,Yes
Trial 30,"(4, 6)","(1, 2)",35,Yes
Trial 31,"(7, 3)","(2, 6)",40,Yes
Trial 32,"(2, 2)","(6, 1)",25,No
Trial 33,"(2, 2)","(8, 2)",30,No
Trial 34,"(7, 3)","(3, 1)",30,Yes
Trial 35,"(7, 3)","(5, 5)",20,Yes
Trial 36,"(7, 2)","(3, 3)",25,Yes
Trial 37,"(8, 5)","(5, 4)",20,Yes
Trial 38,"(2, 5)","(7, 1)",45,Yes
Trial 39,"(6, 4)","(1, 5)",30,No
Trial 40,"(5, 1)","(6, 6)",30,Yes
Trial 41,"(1, 1)","(7, 1)",30,Yes
Trial 42,"(1, 1)","(4, 5)",35,Yes
Trial 43,"(5, 2)","(6, 5)",20,Yes
Trial 44,"(2, 5)","(6, 6)",25,Yes
Trial 45,"(7, 4)","(1, 2)",40,Yes
Trial 46,"(5, 3)","(2, 2)",20,Yes
Trial 47,"(8, 6)","(3, 5)",30,Yes
Trial 48,"(8, 3)","(6, 5)",20,Yes
Trial 49,"(3, 1)","(7, 6)",45,Yes
Trial 50,"(1, 3)","(7, 3)",30,Yes
Trial 51,"(2, 6)","(6, 2)",40,Yes
Trial 52,"(2, 6)","(5, 2)",35,Yes
Trial 53,"(5, 1)","(8, 6)",40,Yes
Trial 54,"(1, 5)","(3, 3)",20,Yes
Trial 55,"(4, 1)","(8, 5)",40,Yes
Trial 56,"(2, 1)","(1, 6)",30,Yes
Trial 57,"(6, 4)","(8, 2)",20,No
Trial 58,"(2, 6)","(6, 6)",20,Yes
Trial 59,"(4, 5)","(8, 2)",35,No
Trial 60,"(3, 6)","(8, 1)",50,Yes
Trial 61,"(3, 2)","(8, 3)",30,Yes
Trial 62,"(3, 3)","(8, 2)",30,Yes
Trial 63,"(2, 6)","(1, 1)",30,No
Trial 64,"(7, 5)","(1, 6)",35,Yes
Trial 65,"(7, 6)","(5, 2)",30,Yes
Trial 66,"(8, 2)","(2, 4)",40,Yes
Trial 67,"(8, 5)","(1, 3)",45,Yes
Trial 68,"(1, 4)","(8, 3)",40,Yes
Trial 69,"(2, 4)","(5, 1)",30,No
Trial 70,"(3, 5)","(6, 1)",35,No
Trial 71,"(1, 4)","(7, 6)",40,Yes
Trial 72,"(1, 6)","(5, 1)",45,Yes
Trial 73,"(7, 2)","(4, 3)",20,Yes
Trial 74,"(7, 2)","(6, 6)",25,No
Trial 75,"(6, 5)","(1, 4)",30,Yes
Trial 76,"(1, 1)","(6, 4)",40,Yes
Trial 77,"(1, 3)","(7, 2)",35,Yes
Trial 78,"(5, 1)","(2, 3)",25,Yes
Trial 79,"(1, 3)","(5, 3)",20,Yes
Trial 80,"(7, 2)","(2, 3)",30,Yes
Trial 81,"(7, 2)","(2, 2)",25,Yes
Trial 82,"(1, 6)","(8, 4)",45,Yes
Trial 83,"(4, 1)","(5, 6)",30,Yes
Trial 84,"(8, 2)","(3, 5)",40,Yes
Trial 85,"(8, 4)","(6, 1)",25,Yes
Trial 86,"(7, 2)","(3, 5)",35,Yes
Trial 87,"(2, 6)","(7, 5)",30,Yes
Trial 88,"(2, 4)","(8, 5)",35,Yes
Trial 89,"(5, 1)","(1, 2)",25,No
Trial 90,"(8, 2)","(3, 4)",35,Yes
Trial 91,"(2, 4)","(6, 3)",25,Yes
Trial 92,"(8, 5)","(4, 2)",35,Yes
Trial 93,"(8, 2)","(1, 6)",55,No
Trial 94,"(1, 2)","(5, 6)",40,Yes
Trial 95,"(5, 3)","(8, 2)",20,No
Trial 96,"(4, 5)","(7, 1)",35,Yes
Trial 97,"(1, 1)","(6, 1)",25,Yes
Trial 98,"(2, 6)","(3, 3)",20,Yes
Trial 99,"(1, 4)","(7, 3)",35,Yes
