Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(1, 5)","(8, 6)",40,No
Trial 1,"(2, 3)","(8, 2)",35,Yes
Trial 2,"(8, 1)","(2, 3)",40,Yes
Trial 3,"(3, 4)","(7, 4)",20,Yes
Trial 4,"(5, 2)","(8, 4)",25,No
Trial 5,"(8, 6)","(2, 1)",55,Yes
Trial 6,"(7, 1)","(1, 6)",55,Yes
Trial 7,"(6, 5)","(4, 1)",30,Yes
Trial 8,"(7, 2)","(5, 6)",30,Yes
Trial 9,"(2, 3)","(4, 5)",20,No
Trial 10,"(3, 5)","(6, 1)",35,No
Trial 11,"(8, 3)","(3, 6)",40,Yes
Trial 12,"(5, 6)","(7, 4)",20,No
Trial 13,"(3, 3)","(8, 1)",35,No
Trial 14,"(7, 4)","(1, 4)",30,Yes
Trial 15,"(4, 3)","(7, 6)",30,Yes
Trial 16,"(8, 4)","(4, 1)",35,Yes
Trial 17,"(6, 3)","(1, 2)",30,Yes
Trial 18,"(2, 5)","(6, 5)",20,No
Trial 19,"(2, 5)","(8, 4)",35,Yes
Trial 20,"(8, 5)","(4, 5)",20,Yes
Trial 21,"(8, 4)","(3, 3)",30,Yes
Trial 22,"(4, 5)","(6, 3)",20,Yes
Trial 23,"(4, 2)","(6, 5)",25,No
Trial 24,"(1, 3)","(3, 6)",25,Yes
Trial 25,"(3, 1)","(3, 6)",25,Yes
Trial 26,"(8, 3)","(6, 1)",20,No
Trial 27,"(4, 3)","(6, 1)",20,Yes
Trial 28,"(2, 6)","(8, 2)",50,Yes
Trial 29,"(8, 6)","(2, 3)",45,Yes
Trial 30,"(5, 6)","(4, 2)",25,Yes
Trial 31,"(6, 1)","(5, 4)",20,Yes
Trial 32,"(7, 1)","(5, 5)",30,Yes
Trial 33,"(8, 3)","(1, 2)",40,Yes
Trial 34,"(8, 6)","(5, 3)",30,Yes
Trial 35,"(3, 3)","(4, 6)",20,Yes
Trial 36,"(6, 2)","(2, 1)",25,Yes
Trial 37,"(4, 4)","(1, 6)",25,No
Trial 38,"(2, 2)","(6, 1)",25,Yes
Trial 39,"(8, 5)","(6, 3)",20,Yes
Trial 40,"(2, 4)","(5, 5)",20,No
Trial 41,"(7, 6)","(6, 1)",30,Yes
Trial 42,"(3, 1)","(5, 3)",20,Yes
Trial 43,"(8, 3)","(1, 3)",35,Yes
Trial 44,"(3, 5)","(7, 4)",25,Yes
Trial 45,"(2, 4)","(5, 2)",25,Yes
Trial 46,"(7, 5)","(3, 3)",30,No
Trial 47,"(1, 6)","(8, 4)",45,Yes
Trial 48,"(3, 6)","(7, 1)",45,Yes
Trial 49,"(8, 2)","(6, 5)",25,No
Trial 50,"(2, 1)","(8, 1)",30,Yes
Trial 51,"(8, 4)","(5, 2)",25,Yes
Trial 52,"(3, 4)","(5, 6)",20,No
Trial 53,"(4, 6)","(1, 4)",25,Yes
Trial 54,"(8, 5)","(7, 2)",20,No
Trial 55,"(3, 4)","(8, 1)",40,Yes
Trial 56,"(3, 6)","(5, 3)",25,Yes
Trial 57,"(1, 4)","(8, 5)",40,No
Trial 58,"(8, 3)","(3, 3)",25,Yes
Trial 59,"(8, 5)","(5, 1)",35,Yes
Trial 60,"(1, 6)","(3, 2)",30,No
Trial 61,"(6, 6)","(3, 3)",30,Yes
Trial 62,"(7, 2)","(2, 6)",45,Yes
Trial 63,"(5, 3)","(2, 6)",30,Yes
Trial 64,"(5, 6)","(6, 2)",25,Yes
Trial 65,"(7, 2)","(5, 5)",25,No
Trial 66,"(1, 3)","(4, 4)",20,Yes
Trial 67,"(6, 5)","(8, 3)",20,No
Trial 68,"(7, 4)","(3, 6)",30,No
Trial 69,"(8, 4)","(5, 1)",30,Yes
Trial 70,"(8, 1)","(2, 3)",40,Yes
Trial 71,"(7, 1)","(2, 1)",25,Yes
Trial 72,"(8, 5)","(5, 4)",20,Yes
Trial 73,"(3, 3)","(5, 6)",25,Yes
Trial 74,"(2, 2)","(7, 3)",30,Yes
Trial 75,"(8, 6)","(5, 3)",30,Yes
Trial 76,"(6, 5)","(1, 5)",25,Yes
Trial 77,"(1, 2)","(2, 6)",25,Yes
Trial 78,"(3, 1)","(8, 5)",45,No
Trial 79,"(1, 3)","(6, 5)",35,Yes
Trial 80,"(4, 1)","(6, 4)",25,Yes
Trial 81,"(5, 4)","(6, 1)",20,No
Trial 82,"(1, 5)","(6, 5)",25,Yes
Trial 83,"(8, 5)","(6, 2)",25,No
Trial 84,"(4, 6)","(5, 1)",30,Yes
Trial 85,"(8, 5)","(3, 2)",40,Yes
Trial 86,"(1, 2)","(5, 4)",30,Yes
Trial 87,"(7, 6)","(1, 3)",45,No
Trial 88,"(4, 6)","(8, 6)",20,Yes
Trial 89,"(6, 1)","(4, 3)",20,Yes
Trial 90,"(5, 1)","(1, 6)",45,Yes
Trial 91,"(7, 5)","(1, 2)",45,Yes
Trial 92,"(2, 1)","(8, 6)",55,Yes
Trial 93,"(1, 5)","(8, 6)",40,No
Trial 94,"(5, 1)","(1, 1)",20,Yes
Trial 95,"(3, 3)","(1, 5)",20,No
Trial 96,"(1, 2)","(5, 1)",25,No
Trial 97,"(3, 6)","(5, 3)",25,Yes
Trial 98,"(7, 4)","(2, 3)",30,Yes
Trial 99,"(7, 5)","(1, 4)",35,No
