Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(5, 5)","(3, 1)",30,No
Trial 1,"(4, 4)","(2, 1)",25,No
Trial 2,"(2, 6)","(6, 2)",40,No
Trial 3,"(8, 2)","(2, 2)",30,No
Trial 4,"(5, 6)","(3, 4)",20,No
Trial 5,"(8, 3)","(7, 6)",20,No
Trial 6,"(5, 2)","(7, 6)",30,No
Trial 7,"(2, 4)","(6, 1)",35,No
Trial 8,"(8, 1)","(1, 4)",50,No
Trial 9,"(3, 3)","(1, 6)",25,No
Trial 10,"(3, 2)","(6, 6)",35,No
Trial 11,"(3, 4)","(1, 1)",25,No
Trial 12,"(8, 2)","(2, 3)",35,No
Trial 13,"(6, 6)","(5, 2)",25,No
Trial 14,"(7, 4)","(1, 5)",35,No
Trial 15,"(2, 5)","(7, 2)",40,No
Trial 16,"(1, 1)","(5, 5)",40,No
Trial 17,"(3, 1)","(6, 3)",25,No
Trial 18,"(5, 3)","(3, 5)",20,No
Trial 19,"(2, 1)","(5, 3)",25,No
Trial 20,"(1, 3)","(6, 2)",30,No
Trial 21,"(1, 4)","(5, 1)",35,No
Trial 22,"(4, 4)","(6, 2)",20,No
Trial 23,"(6, 1)","(1, 1)",25,No
Trial 24,"(5, 5)","(6, 1)",25,No
Trial 25,"(5, 5)","(2, 6)",20,No
Trial 26,"(6, 1)","(6, 6)",25,Yes
Trial 27,"(8, 6)","(4, 3)",35,No
Trial 28,"(2, 4)","(6, 2)",30,No
Trial 29,"(5, 2)","(1, 5)",35,No
Trial 30,"(3, 1)","(6, 6)",40,No
Trial 31,"(7, 2)","(1, 3)",35,No
Trial 32,"(7, 6)","(4, 5)",20,No
Trial 33,"(5, 3)","(2, 6)",30,Yes
Trial 34,"(1, 6)","(7, 1)",55,No
Trial 35,"(6, 4)","(8, 2)",20,No
Trial 36,"(4, 1)","(1, 4)",30,No
Trial 37,"(5, 6)","(2, 2)",35,No
Trial 38,"(6, 2)","(7, 5)",20,No
Trial 39,"(1, 2)","(3, 4)",20,No
Trial 40,"(7, 6)","(6, 3)",20,Yes
Trial 41,"(4, 6)","(1, 2)",35,No
Trial 42,"(3, 4)","(1, 2)",20,No
Trial 43,"(4, 4)","(1, 6)",25,No
Trial 44,"(3, 5)","(7, 6)",25,No
Trial 45,"(2, 2)","(7, 2)",25,No
Trial 46,"(1, 3)","(7, 3)",30,No
Trial 47,"(4, 3)","(8, 6)",35,No
Trial 48,"(2, 6)","(7, 5)",30,No
Trial 49,"(4, 2)","(5, 6)",25,No
Trial 50,"(8, 6)","(7, 3)",20,No
Trial 51,"(8, 4)","(5, 2)",25,No
Trial 52,"(5, 5)","(2, 1)",35,No
Trial 53,"(4, 6)","(7, 1)",40,No
Trial 54,"(2, 6)","(5, 2)",35,No
Trial 55,"(6, 3)","(3, 5)",25,No
Trial 56,"(7, 2)","(2, 3)",30,No
Trial 57,"(1, 5)","(3, 2)",25,No
Trial 58,"(1, 1)","(5, 3)",30,No
Trial 59,"(4, 6)","(3, 2)",25,Yes
Trial 60,"(1, 2)","(5, 3)",25,No
Trial 61,"(5, 1)","(2, 3)",25,No
Trial 62,"(4, 2)","(7, 5)",30,No
Trial 63,"(4, 3)","(6, 1)",20,No
Trial 64,"(5, 6)","(1, 5)",25,No
Trial 65,"(6, 6)","(3, 5)",20,No
Trial 66,"(3, 3)","(8, 4)",30,No
Trial 67,"(4, 2)","(1, 4)",25,No
Trial 68,"(7, 5)","(1, 6)",35,No
Trial 69,"(5, 6)","(3, 4)",20,No
Trial 70,"(7, 6)","(3, 3)",35,No
Trial 71,"(4, 2)","(1, 6)",35,No
Trial 72,"(6, 5)","(2, 6)",25,No
Trial 73,"(2, 4)","(4, 2)",20,No
Trial 74,"(1, 3)","(6, 3)",25,No
Trial 75,"(8, 1)","(1, 6)",60,No
Trial 76,"(4, 2)","(4, 6)",20,No
Trial 77,"(8, 3)","(3, 1)",35,No
Trial 78,"(6, 1)","(5, 5)",25,Yes
Trial 79,"(7, 3)","(3, 1)",30,No
Trial 80,"(7, 2)","(4, 1)",20,No
Trial 81,"(8, 3)","(4, 6)",35,No
Trial 82,"(1, 4)","(5, 5)",25,No
Trial 83,"(7, 1)","(5, 5)",30,No
Trial 84,"(4, 3)","(8, 1)",30,No
Trial 85,"(8, 6)","(2, 5)",35,No
Trial 86,"(6, 3)","(1, 2)",30,No
Trial 87,"(8, 1)","(1, 4)",50,No
Trial 88,"(5, 3)","(1, 3)",20,No
Trial 89,"(3, 5)","(7, 2)",35,No
Trial 90,"(8, 5)","(2, 3)",40,No
Trial 91,"(3, 6)","(6, 5)",20,No
Trial 92,"(1, 6)","(5, 4)",30,No
Trial 93,"(2, 2)","(6, 6)",40,No
Trial 94,"(8, 3)","(5, 1)",25,No
Trial 95,"(5, 1)","(1, 2)",25,No
Trial 96,"(3, 1)","(4, 6)",30,No
Trial 97,"(3, 5)","(3, 1)",20,No
Trial 98,"(3, 5)","(6, 2)",30,No
Trial 99,"(2, 5)","(3, 1)",25,No
