Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(8, 4)","(4, 3)",25,Yes
Trial 1,"(8, 5)","(2, 1)",50,No
Trial 2,"(5, 1)","(7, 3)",20,No
Trial 3,"(6, 3)","(2, 2)",25,No
Trial 4,"(1, 6)","(2, 3)",20,No
Trial 5,"(4, 5)","(1, 3)",25,No
Trial 6,"(7, 1)","(3, 3)",30,No
Trial 7,"(4, 5)","(7, 1)",35,No
Trial 8,"(1, 5)","(7, 4)",35,No
Trial 9,"(7, 6)","(1, 3)",45,No
Trial 10,"(7, 6)","(2, 6)",25,Yes
Trial 11,"(6, 1)","(2, 6)",45,No
Trial 12,"(5, 4)","(1, 1)",35,No
Trial 13,"(5, 6)","(4, 3)",20,No
Trial 14,"(4, 1)","(8, 1)",20,No
Trial 15,"(1, 1)","(8, 5)",55,No
Trial 16,"(6, 3)","(8, 5)",20,No
Trial 17,"(5, 6)","(2, 3)",30,No
Trial 18,"(3, 2)","(7, 2)",20,Yes
Trial 19,"(1, 1)","(6, 3)",35,No
Trial 20,"(3, 3)","(6, 2)",20,No
Trial 21,"(2, 4)","(8, 3)",35,No
Trial 22,"(8, 6)","(6, 1)",35,No
Trial 23,"(8, 5)","(1, 2)",50,No
Trial 24,"(5, 3)","(7, 6)",25,No
Trial 25,"(1, 6)","(8, 6)",35,Yes
Trial 26,"(6, 2)","(7, 6)",25,No
Trial 27,"(4, 3)","(1, 6)",30,No
Trial 28,"(5, 6)","(1, 4)",30,No
Trial 29,"(1, 4)","(3, 6)",20,No
Trial 30,"(5, 4)","(3, 1)",25,No
Trial 31,"(8, 6)","(8, 2)",20,Yes
Trial 32,"(1, 5)","(8, 3)",45,No
Trial 33,"(7, 6)","(2, 2)",45,No
Trial 34,"(5, 6)","(1, 6)",20,No
Trial 35,"(6, 2)","(2, 5)",35,No
Trial 36,"(5, 4)","(1, 3)",25,No
Trial 37,"(2, 2)","(8, 2)",30,No
Trial 38,"(3, 5)","(1, 2)",25,No
Trial 39,"(8, 2)","(4, 2)",20,No
Trial 40,"(7, 6)","(1, 3)",45,No
Trial 41,"(8, 2)","(4, 2)",20,Yes
Trial 42,"(1, 2)","(4, 1)",20,No
Trial 43,"(5, 1)","(3, 4)",25,No
Trial 44,"(2, 6)","(1, 1)",30,No
Trial 45,"(6, 1)","(3, 4)",30,No
Trial 46,"(8, 6)","(4, 3)",35,No
Trial 47,"(1, 6)","(6, 4)",35,No
Trial 48,"(4, 6)","(8, 4)",30,No
Trial 49,"(7, 6)","(5, 4)",20,No
Trial 50,"(6, 6)","(7, 2)",25,No
Trial 51,"(2, 6)","(4, 1)",35,No
Trial 52,"(6, 3)","(1, 4)",30,No
Trial 53,"(5, 1)","(2, 5)",35,No
Trial 54,"(5, 5)","(3, 3)",20,No
Trial 55,"(3, 1)","(8, 4)",40,No
Trial 56,"(2, 4)","(7, 3)",30,No
Trial 57,"(7, 3)","(3, 1)",30,No
Trial 58,"(5, 1)","(1, 1)",20,Yes
Trial 59,"(4, 4)","(5, 1)",20,No
Trial 60,"(1, 4)","(7, 1)",45,No
Trial 61,"(6, 2)","(1, 4)",35,No
Trial 62,"(1, 2)","(8, 6)",55,No
Trial 63,"(1, 2)","(7, 6)",50,No
Trial 64,"(8, 2)","(1, 6)",55,No
Trial 65,"(2, 5)","(8, 5)",30,No
Trial 66,"(5, 1)","(2, 6)",40,No
Trial 67,"(4, 5)","(8, 6)",25,No
Trial 68,"(5, 2)","(2, 3)",20,No
Trial 69,"(8, 3)","(4, 5)",30,No
Trial 70,"(6, 5)","(3, 4)",20,No
Trial 71,"(1, 1)","(6, 2)",30,No
Trial 72,"(1, 2)","(4, 4)",25,No
Trial 73,"(6, 1)","(3, 6)",40,No
Trial 74,"(7, 5)","(4, 3)",25,No
Trial 75,"(8, 1)","(4, 6)",45,No
Trial 76,"(2, 4)","(5, 1)",30,No
Trial 77,"(4, 1)","(3, 4)",20,No
Trial 78,"(7, 1)","(2, 1)",25,Yes
Trial 79,"(6, 4)","(2, 4)",20,Yes
Trial 80,"(4, 4)","(2, 6)",20,No
Trial 81,"(6, 4)","(2, 3)",25,No
Trial 82,"(2, 1)","(5, 5)",35,No
Trial 83,"(2, 5)","(6, 3)",30,No
Trial 84,"(7, 3)","(1, 2)",35,No
Trial 85,"(2, 1)","(8, 5)",50,No
Trial 86,"(3, 3)","(7, 5)",30,No
Trial 87,"(3, 6)","(5, 1)",35,No
Trial 88,"(7, 5)","(3, 3)",30,No
Trial 89,"(2, 2)","(8, 6)",50,No
Trial 90,"(4, 6)","(8, 6)",20,No
Trial 91,"(8, 6)","(3, 5)",30,No
Trial 92,"(4, 5)","(7, 2)",30,No
Trial 93,"(7, 2)","(3, 6)",40,No
Trial 94,"(3, 6)","(1, 4)",20,No
Trial 95,"(6, 3)","(2, 3)",20,No
Trial 96,"(2, 4)","(6, 5)",25,No
Trial 97,"(7, 1)","(7, 5)",20,No
Trial 98,"(1, 6)","(3, 4)",20,No
Trial 99,"(7, 1)","(2, 4)",40,No
