Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(6, 3)","(4, 6)",25,No
Trial 1,"(4, 3)","(1, 1)",25,No
Trial 2,"(4, 6)","(2, 1)",35,No
Trial 3,"(6, 4)","(8, 1)",25,No
Trial 4,"(3, 2)","(2, 6)",25,No
Trial 5,"(7, 1)","(2, 5)",45,No
Trial 6,"(6, 5)","(5, 1)",25,No
Trial 7,"(5, 3)","(1, 6)",35,No
Trial 8,"(4, 6)","(5, 2)",25,No
Trial 9,"(2, 1)","(7, 4)",40,No
Trial 10,"(8, 2)","(7, 6)",25,No
Trial 11,"(1, 4)","(3, 6)",20,No
Trial 12,"(1, 2)","(2, 6)",25,No
Trial 13,"(5, 1)","(7, 6)",35,No
Trial 14,"(1, 1)","(5, 2)",25,No
Trial 15,"(3, 2)","(7, 2)",20,No
Trial 16,"(4, 6)","(1, 1)",40,No
Trial 17,"(4, 3)","(7, 4)",20,No
Trial 18,"(1, 1)","(8, 3)",45,No
Trial 19,"(3, 1)","(1, 5)",30,No
Trial 20,"(8, 3)","(2, 1)",40,No
Trial 21,"(5, 2)","(2, 6)",35,No
Trial 22,"(7, 5)","(2, 1)",45,No
Trial 23,"(4, 4)","(2, 1)",25,No
Trial 24,"(5, 6)","(1, 3)",35,No
Trial 25,"(7, 4)","(2, 6)",35,No
Trial 26,"(1, 1)","(4, 4)",30,No
Trial 27,"(2, 3)","(8, 6)",45,No
Trial 28,"(3, 1)","(1, 5)",30,No
Trial 29,"(1, 5)","(6, 6)",30,No
Trial 30,"(8, 4)","(5, 1)",30,No
Trial 31,"(4, 6)","(7, 2)",35,No
Trial 32,"(1, 1)","(6, 1)",25,No
Trial 33,"(4, 5)","(1, 3)",25,No
Trial 34,"(1, 6)","(6, 6)",25,No
Trial 35,"(7, 6)","(3, 5)",25,No
Trial 36,"(8, 6)","(2, 4)",40,No
Trial 37,"(2, 6)","(1, 3)",20,No
Trial 38,"(3, 6)","(3, 1)",25,No
Trial 39,"(5, 1)","(3, 4)",25,No
Trial 40,"(4, 1)","(6, 4)",25,No
Trial 41,"(8, 3)","(1, 3)",35,No
Trial 42,"(2, 2)","(6, 5)",35,No
Trial 43,"(2, 4)","(7, 1)",40,No
Trial 44,"(3, 2)","(5, 6)",30,No
Trial 45,"(5, 5)","(1, 6)",25,No
Trial 46,"(8, 2)","(2, 5)",45,No
Trial 47,"(8, 6)","(3, 2)",45,No
Trial 48,"(2, 4)","(6, 4)",20,No
Trial 49,"(4, 1)","(5, 5)",25,No
Trial 50,"(1, 3)","(6, 5)",35,No
Trial 51,"(2, 3)","(7, 6)",40,No
Trial 52,"(6, 2)","(5, 5)",20,No
Trial 53,"(6, 5)","(7, 1)",25,No
Trial 54,"(6, 6)","(8, 3)",25,No
Trial 55,"(4, 2)","(7, 6)",35,No
Trial 56,"(1, 1)","(4, 4)",30,No
Trial 57,"(4, 3)","(3, 6)",20,No
Trial 58,"(1, 5)","(4, 3)",25,No
Trial 59,"(8, 4)","(2, 4)",30,No
Trial 60,"(8, 6)","(1, 1)",60,No
Trial 61,"(6, 5)","(1, 2)",40,No
Trial 62,"(3, 2)","(4, 6)",25,No
Trial 63,"(7, 1)","(5, 6)",35,No
Trial 64,"(5, 5)","(2, 3)",25,No
Trial 65,"(3, 3)","(6, 5)",25,No
Trial 66,"(5, 6)","(6, 1)",30,No
Trial 67,"(3, 1)","(8, 3)",35,No
Trial 68,"(7, 1)","(4, 2)",20,No
Trial 69,"(2, 5)","(7, 6)",30,No
Trial 70,"(6, 6)","(5, 2)",25,No
Trial 71,"(4, 1)","(6, 6)",35,No
Trial 72,"(6, 4)","(3, 3)",20,No
Trial 73,"(3, 6)","(6, 2)",35,No
Trial 74,"(8, 2)","(3, 2)",25,No
Trial 75,"(2, 2)","(2, 6)",20,No
Trial 76,"(3, 4)","(7, 4)",20,No
Trial 77,"(6, 5)","(5, 2)",20,No
Trial 78,"(7, 1)","(2, 1)",25,No
Trial 79,"(4, 2)","(7, 6)",35,No
Trial 80,"(1, 1)","(5, 2)",25,No
Trial 81,"(7, 1)","(7, 5)",20,No
Trial 82,"(8, 4)","(6, 6)",20,No
Trial 83,"(4, 4)","(7, 3)",20,No
Trial 84,"(4, 6)","(1, 1)",40,No
Trial 85,"(6, 2)","(8, 4)",20,No
Trial 86,"(4, 1)","(1, 4)",30,No
Trial 87,"(7, 2)","(3, 5)",35,No
Trial 88,"(4, 1)","(2, 6)",35,No
Trial 89,"(1, 1)","(5, 6)",45,No
Trial 90,"(3, 3)","(7, 6)",35,No
Trial 91,"(8, 5)","(1, 2)",50,No
Trial 92,"(5, 4)","(2, 5)",20,No
Trial 93,"(5, 2)","(3, 5)",25,No
Trial 94,"(4, 6)","(1, 1)",40,No
Trial 95,"(2, 1)","(4, 3)",20,No
Trial 96,"(5, 4)","(2, 5)",20,No
Trial 97,"(6, 3)","(1, 5)",35,No
Trial 98,"(7, 6)","(3, 2)",40,No
Trial 99,"(4, 5)","(8, 2)",35,No
