Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(5, 4)","(2, 2)",25,Yes
Trial 1,"(6, 5)","(1, 1)",45,Yes
Trial 2,"(7, 6)","(2, 5)",30,Yes
Trial 3,"(4, 5)","(7, 1)",35,Yes
Trial 4,"(8, 3)","(2, 4)",35,No
Trial 5,"(5, 3)","(1, 6)",35,No
Trial 6,"(4, 5)","(8, 6)",25,No
Trial 7,"(7, 6)","(3, 3)",35,No
Trial 8,"(5, 2)","(3, 4)",20,No
Trial 9,"(7, 6)","(4, 3)",30,No
Trial 10,"(6, 5)","(1, 4)",30,No
Trial 11,"(5, 1)","(1, 5)",40,No
Trial 12,"(6, 1)","(4, 5)",30,No
Trial 13,"(5, 2)","(3, 4)",20,No
Trial 14,"(8, 4)","(2, 5)",35,No
Trial 15,"(1, 6)","(5, 6)",20,No
Trial 16,"(3, 1)","(1, 6)",35,No
Trial 17,"(3, 1)","(2, 4)",20,No
Trial 18,"(4, 6)","(8, 1)",45,No
Trial 19,"(5, 1)","(2, 5)",35,No
Trial 20,"(6, 3)","(4, 5)",20,No
Trial 21,"(1, 4)","(6, 2)",35,No
Trial 22,"(7, 6)","(7, 1)",25,No
Trial 23,"(6, 4)","(2, 1)",35,No
Trial 24,"(7, 2)","(7, 6)",20,No
Trial 25,"(1, 6)","(2, 3)",20,No
Trial 26,"(7, 1)","(3, 3)",30,No
Trial 27,"(8, 5)","(4, 4)",25,No
Trial 28,"(4, 5)","(7, 6)",20,No
Trial 29,"(4, 3)","(2, 6)",25,No
Trial 30,"(8, 4)","(3, 3)",30,No
Trial 31,"(3, 2)","(6, 4)",25,No
Trial 32,"(6, 3)","(8, 6)",25,No
Trial 33,"(4, 4)","(8, 1)",35,No
Trial 34,"(3, 2)","(8, 1)",30,No
Trial 35,"(1, 1)","(1, 6)",25,No
Trial 36,"(3, 1)","(5, 4)",25,No
Trial 37,"(1, 6)","(5, 5)",25,No
Trial 38,"(3, 2)","(1, 4)",20,No
Trial 39,"(1, 5)","(6, 2)",40,No
Trial 40,"(6, 2)","(4, 5)",25,No
Trial 41,"(4, 5)","(1, 2)",30,No
Trial 42,"(4, 6)","(1, 5)",20,No
Trial 43,"(5, 3)","(6, 6)",20,No
Trial 44,"(8, 6)","(4, 2)",40,No
Trial 45,"(7, 2)","(1, 4)",40,No
Trial 46,"(5, 5)","(1, 1)",40,No
Trial 47,"(1, 2)","(3, 4)",20,No
Trial 48,"(3, 6)","(2, 3)",20,No
Trial 49,"(2, 6)","(4, 2)",30,No
Trial 50,"(5, 3)","(8, 5)",25,No
Trial 51,"(4, 3)","(6, 6)",25,No
Trial 52,"(3, 1)","(1, 4)",25,No
Trial 53,"(8, 2)","(3, 2)",25,No
Trial 54,"(5, 4)","(8, 5)",20,No
Trial 55,"(7, 5)","(1, 5)",30,No
Trial 56,"(3, 2)","(8, 6)",45,No
Trial 57,"(1, 5)","(1, 1)",20,No
Trial 58,"(1, 6)","(8, 4)",45,Yes
Trial 59,"(1, 5)","(5, 2)",35,No
Trial 60,"(3, 3)","(1, 6)",25,No
Trial 61,"(8, 5)","(1, 4)",40,No
Trial 62,"(8, 6)","(7, 3)",20,No
Trial 63,"(5, 3)","(6, 6)",20,No
Trial 64,"(2, 4)","(6, 6)",30,No
Trial 65,"(8, 3)","(1, 4)",40,No
Trial 66,"(7, 2)","(5, 4)",20,No
Trial 67,"(8, 2)","(4, 5)",35,No
Trial 68,"(2, 6)","(5, 2)",35,No
Trial 69,"(6, 1)","(8, 6)",35,No
Trial 70,"(4, 3)","(7, 2)",20,No
Trial 71,"(7, 1)","(1, 4)",45,No
Trial 72,"(8, 2)","(7, 6)",25,No
Trial 73,"(3, 6)","(8, 2)",45,No
Trial 74,"(8, 1)","(5, 4)",30,No
Trial 75,"(6, 3)","(3, 1)",25,No
Trial 76,"(2, 2)","(7, 5)",40,No
Trial 77,"(6, 4)","(8, 1)",25,No
Trial 78,"(5, 4)","(2, 6)",25,No
Trial 79,"(6, 4)","(8, 1)",25,No
Trial 80,"(8, 4)","(3, 3)",30,No
Trial 81,"(6, 1)","(8, 3)",20,No
Trial 82,"(4, 2)","(1, 5)",30,No
Trial 83,"(6, 2)","(3, 6)",35,No
Trial 84,"(4, 5)","(8, 6)",25,No
Trial 85,"(7, 5)","(3, 6)",25,No
Trial 86,"(3, 3)","(7, 1)",30,No
Trial 87,"(4, 6)","(3, 3)",20,No
Trial 88,"(3, 3)","(7, 3)",20,No
Trial 89,"(7, 4)","(2, 4)",25,No
Trial 90,"(5, 3)","(1, 5)",30,No
Trial 91,"(6, 1)","(3, 6)",40,No
Trial 92,"(1, 6)","(6, 4)",35,No
Trial 93,"(8, 6)","(1, 5)",40,No
Trial 94,"(5, 4)","(1, 3)",25,No
Trial 95,"(7, 6)","(5, 4)",20,No
Trial 96,"(8, 3)","(4, 1)",30,No
Trial 97,"(3, 3)","(8, 6)",40,No
Trial 98,"(8, 6)","(4, 1)",45,No
Trial 99,"(7, 5)","(5, 2)",25,No
