Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(2, 1)","(7, 3)",35,No
Trial 1,"(2, 6)","(3, 2)",25,No
Trial 2,"(3, 4)","(5, 2)",20,No
Trial 3,"(7, 4)","(5, 1)",25,No
Trial 4,"(5, 1)","(6, 4)",20,No
Trial 5,"(5, 3)","(8, 2)",20,No
Trial 6,"(2, 3)","(6, 2)",25,No
Trial 7,"(7, 4)","(2, 2)",35,No
Trial 8,"(7, 5)","(5, 2)",25,No
Trial 9,"(2, 5)","(4, 3)",20,No
Trial 10,"(5, 3)","(3, 1)",20,No
Trial 11,"(3, 4)","(7, 3)",25,No
Trial 12,"(6, 2)","(3, 1)",20,No
Trial 13,"(5, 6)","(2, 3)",30,No
Trial 14,"(1, 2)","(5, 5)",35,No
Trial 15,"(2, 3)","(8, 4)",35,No
Trial 16,"(2, 3)","(5, 2)",20,No
Trial 17,"(4, 5)","(6, 2)",25,No
Trial 18,"(2, 3)","(6, 1)",30,No
Trial 19,"(1, 5)","(7, 4)",35,No
Trial 20,"(8, 4)","(4, 6)",30,No
Trial 21,"(2, 3)","(8, 3)",30,No
Trial 22,"(5, 6)","(1, 2)",40,No
Trial 23,"(7, 1)","(3, 4)",35,No
Trial 24,"(8, 6)","(4, 4)",30,No
Trial 25,"(2, 2)","(6, 4)",30,No
Trial 26,"(6, 5)","(3, 2)",30,No
Trial 27,"(4, 1)","(1, 5)",35,No
Trial 28,"(3, 4)","(7, 5)",25,No
Trial 29,"(7, 3)","(4, 4)",20,No
Trial 30,"(1, 2)","(1, 6)",20,No
Trial 31,"(2, 3)","(8, 4)",35,No
Trial 32,"(8, 2)","(8, 6)",20,No
Trial 33,"(1, 3)","(6, 2)",30,No
Trial 34,"(7, 2)","(4, 1)",20,No
Trial 35,"(5, 6)","(5, 1)",25,No
Trial 36,"(1, 5)","(8, 4)",40,No
Trial 37,"(7, 6)","(3, 1)",45,No
Trial 38,"(1, 6)","(4, 2)",35,No
Trial 39,"(4, 6)","(1, 1)",40,No
Trial 40,"(1, 6)","(4, 5)",20,No
Trial 41,"(8, 3)","(5, 4)",20,No
Trial 42,"(8, 5)","(1, 4)",40,No
Trial 43,"(3, 5)","(1, 2)",25,No
Trial 44,"(7, 1)","(3, 2)",25,No
Trial 45,"(7, 6)","(5, 4)",20,No
Trial 46,"(5, 4)","(1, 5)",25,No
Trial 47,"(8, 2)","(5, 4)",25,No
Trial 48,"(4, 6)","(2, 4)",20,No
Trial 49,"(6, 4)","(7, 1)",20,No
Trial 50,"(2, 6)","(1, 1)",30,No
Trial 51,"(8, 5)","(3, 2)",40,No
Trial 52,"(7, 1)","(8, 5)",25,No
Trial 53,"(7, 6)","(2, 2)",45,No
Trial 54,"(7, 1)","(1, 3)",40,No
Trial 55,"(7, 5)","(3, 2)",35,No
Trial 56,"(1, 1)","(5, 3)",30,No
Trial 57,"(5, 4)","(1, 5)",25,No
Trial 58,"(1, 3)","(5, 5)",30,No
Trial 59,"(8, 1)","(6, 4)",25,No
Trial 60,"(6, 2)","(2, 6)",40,No
Trial 61,"(8, 4)","(3, 4)",25,No
Trial 62,"(3, 2)","(4, 6)",25,No
Trial 63,"(2, 6)","(1, 3)",20,No
Trial 64,"(3, 1)","(7, 2)",25,No
Trial 65,"(1, 6)","(7, 4)",40,No
Trial 66,"(5, 6)","(4, 1)",30,No
Trial 67,"(4, 1)","(6, 3)",20,No
Trial 68,"(6, 3)","(2, 1)",30,No
Trial 69,"(7, 1)","(6, 6)",30,No
Trial 70,"(8, 2)","(3, 1)",30,No
Trial 71,"(1, 5)","(7, 3)",40,No
Trial 72,"(3, 3)","(7, 5)",30,No
Trial 73,"(2, 5)","(2, 1)",20,No
Trial 74,"(6, 4)","(2, 6)",30,No
Trial 75,"(1, 4)","(8, 5)",40,No
Trial 76,"(7, 5)","(3, 4)",25,No
Trial 77,"(6, 5)","(1, 3)",35,No
Trial 78,"(1, 1)","(2, 5)",25,No
Trial 79,"(5, 1)","(2, 4)",30,No
Trial 80,"(2, 1)","(7, 4)",40,No
Trial 81,"(1, 5)","(8, 3)",45,No
Trial 82,"(1, 5)","(6, 1)",45,No
Trial 83,"(5, 1)","(8, 2)",20,No
Trial 84,"(5, 2)","(8, 3)",20,No
Trial 85,"(4, 2)","(1, 6)",35,No
Trial 86,"(2, 6)","(7, 4)",35,No
Trial 87,"(5, 3)","(8, 2)",20,No
Trial 88,"(2, 4)","(8, 3)",35,No
Trial 89,"(8, 6)","(7, 1)",30,No
Trial 90,"(7, 4)","(2, 3)",30,No
Trial 91,"(8, 2)","(4, 4)",30,No
Trial 92,"(4, 4)","(3, 1)",20,No
Trial 93,"(3, 4)","(5, 1)",25,No
Trial 94,"(2, 5)","(4, 2)",25,No
Trial 95,"(7, 3)","(4, 1)",25,No
Trial 96,"(5, 5)","(1, 3)",30,No
Trial 97,"(5, 6)","(8, 4)",25,No
Trial 98,"(7, 2)","(2, 1)",30,No
Trial 99,"(3, 2)","(5, 5)",25,No
