Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(3, 1)","(8, 3)",35,No
Trial 1,"(7, 4)","(4, 1)",30,No
Trial 2,"(3, 1)","(3, 6)",25,No
Trial 3,"(7, 5)","(2, 5)",25,Yes
Trial 4,"(7, 2)","(2, 1)",30,Yes
Trial 5,"(5, 4)","(1, 3)",25,Yes
Trial 6,"(3, 1)","(8, 3)",35,Yes
Trial 7,"(3, 6)","(1, 1)",35,No
Trial 8,"(7, 1)","(2, 5)",45,Yes
Trial 9,"(8, 1)","(5, 4)",30,Yes
Trial 10,"(5, 4)","(2, 1)",30,No
Trial 11,"(7, 3)","(5, 5)",20,Yes
Trial 12,"(4, 5)","(4, 1)",20,No
Trial 13,"(3, 5)","(4, 1)",25,Yes
Trial 14,"(3, 6)","(4, 3)",20,No
Trial 15,"(4, 5)","(8, 4)",25,Yes
Trial 16,"(7, 4)","(1, 6)",40,Yes
Trial 17,"(1, 2)","(4, 4)",25,No
Trial 18,"(5, 6)","(1, 3)",35,Yes
Trial 19,"(4, 2)","(2, 5)",25,No
Trial 20,"(1, 5)","(6, 2)",40,No
Trial 21,"(4, 2)","(7, 1)",20,Yes
Trial 22,"(3, 1)","(7, 4)",35,Yes
Trial 23,"(1, 2)","(5, 2)",20,No
Trial 24,"(3, 1)","(4, 5)",25,No
Trial 25,"(7, 4)","(1, 5)",35,Yes
Trial 26,"(4, 6)","(8, 1)",45,No
Trial 27,"(1, 6)","(3, 3)",25,Yes
Trial 28,"(2, 4)","(4, 2)",20,No
Trial 29,"(2, 6)","(7, 5)",30,No
Trial 30,"(6, 5)","(1, 5)",25,Yes
Trial 31,"(5, 6)","(2, 1)",40,No
Trial 32,"(7, 2)","(3, 1)",25,No
Trial 33,"(8, 6)","(2, 4)",40,Yes
Trial 34,"(4, 2)","(7, 6)",35,No
Trial 35,"(5, 3)","(1, 4)",25,Yes
Trial 36,"(1, 3)","(5, 1)",30,Yes
Trial 37,"(4, 2)","(7, 6)",35,Yes
Trial 38,"(6, 3)","(3, 4)",20,Yes
Trial 39,"(7, 4)","(2, 5)",30,Yes
Trial 40,"(8, 3)","(4, 4)",25,Yes
Trial 41,"(3, 2)","(6, 4)",25,No
Trial 42,"(8, 4)","(1, 5)",40,No
Trial 43,"(4, 2)","(5, 5)",20,No
Trial 44,"(2, 1)","(7, 1)",25,Yes
Trial 45,"(1, 5)","(8, 3)",45,No
Trial 46,"(6, 2)","(2, 4)",30,Yes
Trial 47,"(3, 4)","(1, 2)",20,Yes
Trial 48,"(1, 1)","(2, 6)",30,No
Trial 49,"(1, 6)","(7, 4)",40,No
Trial 50,"(8, 2)","(2, 2)",30,Yes
Trial 51,"(2, 3)","(1, 6)",20,Yes
Trial 52,"(8, 5)","(3, 6)",30,No
Trial 53,"(8, 2)","(2, 4)",40,No
Trial 54,"(7, 2)","(2, 4)",35,No
Trial 55,"(3, 1)","(6, 2)",20,Yes
Trial 56,"(6, 4)","(7, 1)",20,No
Trial 57,"(3, 6)","(8, 3)",40,Yes
Trial 58,"(8, 6)","(3, 5)",30,No
Trial 59,"(5, 2)","(7, 5)",25,No
Trial 60,"(5, 3)","(1, 5)",30,No
Trial 61,"(7, 4)","(3, 2)",30,No
Trial 62,"(8, 6)","(5, 5)",20,No
Trial 63,"(5, 6)","(8, 5)",20,Yes
Trial 64,"(8, 5)","(4, 5)",20,Yes
Trial 65,"(4, 6)","(8, 6)",20,Yes
Trial 66,"(7, 5)","(3, 3)",30,No
Trial 67,"(6, 2)","(2, 5)",35,Yes
Trial 68,"(3, 6)","(6, 4)",25,Yes
Trial 69,"(4, 1)","(2, 4)",25,No
Trial 70,"(6, 4)","(4, 1)",25,No
Trial 71,"(5, 3)","(8, 6)",30,No
Trial 72,"(5, 2)","(4, 5)",20,No
Trial 73,"(3, 3)","(5, 5)",20,No
Trial 74,"(5, 4)","(8, 1)",30,No
Trial 75,"(3, 5)","(7, 1)",40,No
Trial 76,"(5, 5)","(2, 3)",25,No
Trial 77,"(7, 2)","(4, 1)",20,Yes
Trial 78,"(4, 5)","(8, 3)",30,No
Trial 79,"(4, 4)","(1, 1)",30,No
Trial 80,"(8, 2)","(2, 6)",50,No
Trial 81,"(6, 4)","(3, 5)",20,No
Trial 82,"(1, 6)","(7, 2)",50,Yes
Trial 83,"(1, 4)","(7, 4)",30,Yes
Trial 84,"(4, 1)","(6, 5)",30,No
Trial 85,"(7, 5)","(5, 3)",20,No
Trial 86,"(1, 4)","(8, 4)",35,No
Trial 87,"(2, 3)","(8, 3)",30,Yes
Trial 88,"(1, 2)","(6, 4)",35,Yes
Trial 89,"(2, 1)","(7, 1)",25,Yes
Trial 90,"(1, 1)","(3, 4)",25,No
Trial 91,"(2, 5)","(4, 1)",30,No
Trial 92,"(3, 3)","(1, 1)",20,No
Trial 93,"(5, 3)","(8, 1)",25,Yes
Trial 94,"(7, 1)","(6, 5)",25,Yes
Trial 95,"(7, 1)","(5, 5)",30,No
Trial 96,"(7, 4)","(5, 2)",20,Yes
Trial 97,"(8, 5)","(1, 2)",50,No
Trial 98,"(7, 6)","(4, 4)",25,No
Trial 99,"(1, 5)","(8, 2)",50,No
