Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(1, 5)","(2, 1)",25,No
Trial 1,"(4, 4)","(1, 2)",25,No
Trial 2,"(7, 1)","(1, 1)",30,No
Trial 3,"(2, 1)","(5, 2)",20,No
Trial 4,"(6, 4)","(2, 2)",30,No
Trial 5,"(2, 1)","(2, 6)",25,No
Trial 6,"(2, 1)","(8, 2)",35,No
Trial 7,"(8, 6)","(5, 2)",35,No
Trial 8,"(3, 1)","(6, 2)",20,No
Trial 9,"(3, 6)","(6, 5)",20,No
Trial 10,"(8, 1)","(5, 4)",30,No
Trial 11,"(2, 1)","(8, 5)",50,No
Trial 12,"(2, 5)","(7, 6)",30,No
Trial 13,"(1, 3)","(7, 1)",40,No
Trial 14,"(5, 3)","(2, 4)",20,No
Trial 15,"(6, 4)","(5, 1)",20,No
Trial 16,"(1, 1)","(7, 1)",30,No
Trial 17,"(6, 1)","(5, 6)",30,No
Trial 18,"(5, 1)","(6, 5)",25,No
Trial 19,"(1, 2)","(8, 6)",55,No
Trial 20,"(3, 5)","(3, 1)",20,Yes
Trial 21,"(8, 2)","(5, 5)",30,No
Trial 22,"(7, 2)","(3, 5)",35,No
Trial 23,"(7, 3)","(1, 4)",35,No
Trial 24,"(4, 3)","(2, 6)",25,No
Trial 25,"(5, 1)","(8, 5)",35,No
Trial 26,"(3, 4)","(6, 6)",25,No
Trial 27,"(3, 3)","(6, 5)",25,No
Trial 28,"(8, 1)","(5, 2)",20,No
Trial 29,"(3, 6)","(3, 2)",20,No
Trial 30,"(2, 5)","(8, 3)",40,No
Trial 31,"(2, 1)","(4, 5)",30,No
Trial 32,"(4, 6)","(7, 5)",20,No
Trial 33,"(7, 4)","(2, 4)",25,No
Trial 34,"(6, 4)","(2, 4)",20,Yes
Trial 35,"(1, 5)","(5, 1)",40,No
Trial 36,"(1, 3)","(6, 6)",40,No
Trial 37,"(6, 3)","(1, 2)",30,No
Trial 38,"(3, 6)","(6, 3)",30,No
Trial 39,"(7, 1)","(6, 5)",25,No
Trial 40,"(8, 3)","(3, 5)",35,No
Trial 41,"(6, 6)","(8, 4)",20,No
Trial 42,"(4, 6)","(3, 3)",20,No
Trial 43,"(8, 4)","(5, 6)",25,No
Trial 44,"(8, 1)","(3, 6)",50,No
Trial 45,"(5, 1)","(1, 1)",20,Yes
Trial 46,"(4, 1)","(5, 4)",20,No
Trial 47,"(2, 5)","(6, 6)",25,No
Trial 48,"(2, 3)","(8, 3)",30,No
Trial 49,"(3, 3)","(7, 6)",35,No
Trial 50,"(4, 1)","(1, 3)",25,No
Trial 51,"(3, 5)","(1, 2)",25,No
Trial 52,"(3, 3)","(7, 2)",25,No
Trial 53,"(4, 5)","(2, 3)",20,No
Trial 54,"(5, 6)","(3, 4)",20,No
Trial 55,"(5, 5)","(3, 2)",25,No
Trial 56,"(1, 5)","(1, 1)",20,Yes
Trial 57,"(3, 2)","(4, 5)",20,No
Trial 58,"(8, 6)","(4, 3)",35,No
Trial 59,"(4, 5)","(3, 1)",25,No
Trial 60,"(5, 3)","(8, 4)",20,No
Trial 61,"(5, 6)","(2, 4)",25,No
Trial 62,"(6, 6)","(3, 5)",20,No
Trial 63,"(4, 6)","(7, 3)",30,No
Trial 64,"(5, 3)","(1, 4)",25,No
Trial 65,"(7, 1)","(7, 6)",25,No
Trial 66,"(2, 6)","(5, 1)",40,No
Trial 67,"(2, 6)","(8, 2)",50,No
Trial 68,"(6, 3)","(3, 6)",30,No
Trial 69,"(1, 2)","(6, 4)",35,No
Trial 70,"(8, 5)","(6, 3)",20,No
Trial 71,"(1, 1)","(6, 5)",45,No
Trial 72,"(4, 2)","(1, 1)",20,No
Trial 73,"(6, 1)","(7, 6)",30,No
Trial 74,"(4, 2)","(8, 6)",40,No
Trial 75,"(2, 2)","(4, 4)",20,No
Trial 76,"(5, 1)","(7, 5)",30,No
Trial 77,"(1, 3)","(2, 6)",20,No
Trial 78,"(3, 1)","(7, 5)",40,No
Trial 79,"(4, 2)","(1, 1)",20,No
Trial 80,"(6, 1)","(8, 3)",20,No
Trial 81,"(7, 6)","(6, 2)",25,No
Trial 82,"(5, 3)","(2, 2)",20,No
Trial 83,"(7, 5)","(4, 3)",25,No
Trial 84,"(6, 2)","(2, 5)",35,No
Trial 85,"(1, 5)","(3, 1)",30,No
Trial 86,"(6, 3)","(1, 2)",30,No
Trial 87,"(8, 3)","(4, 3)",20,No
Trial 88,"(2, 6)","(3, 3)",20,No
Trial 89,"(7, 4)","(1, 1)",45,No
Trial 90,"(6, 6)","(6, 1)",25,Yes
Trial 91,"(4, 2)","(6, 4)",20,No
Trial 92,"(5, 3)","(1, 3)",20,No
Trial 93,"(8, 1)","(1, 3)",45,No
Trial 94,"(8, 3)","(6, 6)",25,No
Trial 95,"(3, 6)","(5, 4)",20,No
Trial 96,"(5, 2)","(6, 5)",20,No
Trial 97,"(6, 5)","(2, 6)",25,No
Trial 98,"(4, 3)","(8, 5)",30,No
Trial 99,"(2, 5)","(7, 3)",35,No
