Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(3, 6)","(6, 2)",35,No
Trial 1,"(2, 5)","(5, 3)",25,No
Trial 2,"(1, 6)","(4, 5)",20,Yes
Trial 3,"(1, 6)","(5, 5)",25,Yes
Trial 4,"(5, 6)","(3, 3)",25,No
Trial 5,"(4, 5)","(3, 2)",20,No
Trial 6,"(3, 4)","(2, 1)",20,Yes
Trial 7,"(3, 5)","(7, 1)",40,No
Trial 8,"(2, 3)","(5, 5)",25,No
Trial 9,"(6, 6)","(1, 1)",50,Yes
Trial 10,"(8, 2)","(4, 1)",25,No
Trial 11,"(1, 6)","(6, 1)",50,Yes
Trial 12,"(8, 4)","(6, 1)",25,No
Trial 13,"(7, 4)","(5, 2)",20,No
Trial 14,"(7, 2)","(4, 4)",25,No
Trial 15,"(7, 5)","(4, 1)",35,Yes
Trial 16,"(1, 3)","(8, 2)",40,Yes
Trial 17,"(1, 5)","(6, 5)",25,Yes
Trial 18,"(2, 3)","(6, 5)",30,Yes
Trial 19,"(4, 1)","(2, 3)",20,No
Trial 20,"(5, 3)","(3, 6)",25,Yes
Trial 21,"(2, 5)","(8, 1)",50,Yes
Trial 22,"(2, 2)","(7, 1)",30,No
Trial 23,"(8, 6)","(2, 6)",30,Yes
Trial 24,"(2, 5)","(8, 1)",50,Yes
Trial 25,"(5, 3)","(7, 5)",20,Yes
Trial 26,"(1, 6)","(5, 1)",45,Yes
Trial 27,"(6, 5)","(1, 6)",30,Yes
Trial 28,"(7, 4)","(3, 2)",30,Yes
Trial 29,"(2, 4)","(5, 2)",25,Yes
Trial 30,"(5, 1)","(7, 4)",25,Yes
Trial 31,"(8, 6)","(2, 5)",35,Yes
Trial 32,"(7, 3)","(4, 2)",20,Yes
Trial 33,"(6, 5)","(1, 5)",25,Yes
Trial 34,"(7, 1)","(5, 3)",20,Yes
Trial 35,"(4, 5)","(7, 1)",35,Yes
Trial 36,"(7, 5)","(1, 1)",50,Yes
Trial 37,"(2, 2)","(8, 4)",40,Yes
Trial 38,"(8, 3)","(2, 1)",40,No
Trial 39,"(5, 5)","(8, 4)",20,Yes
Trial 40,"(8, 4)","(4, 1)",35,Yes
Trial 41,"(1, 2)","(7, 2)",30,Yes
Trial 42,"(1, 4)","(3, 6)",20,No
Trial 43,"(2, 4)","(5, 6)",25,No
Trial 44,"(6, 4)","(8, 1)",25,No
Trial 45,"(5, 4)","(1, 2)",30,Yes
Trial 46,"(8, 3)","(2, 5)",40,Yes
Trial 47,"(8, 6)","(3, 5)",30,Yes
Trial 48,"(1, 1)","(2, 6)",30,No
Trial 49,"(4, 5)","(1, 4)",20,No
Trial 50,"(8, 3)","(3, 5)",35,Yes
Trial 51,"(4, 2)","(4, 6)",20,Yes
Trial 52,"(2, 3)","(5, 1)",25,Yes
Trial 53,"(3, 6)","(7, 2)",40,Yes
Trial 54,"(2, 2)","(3, 5)",20,Yes
Trial 55,"(1, 2)","(5, 2)",20,Yes
Trial 56,"(8, 6)","(3, 3)",40,Yes
Trial 57,"(4, 1)","(8, 1)",20,Yes
Trial 58,"(6, 5)","(2, 3)",30,Yes
Trial 59,"(5, 4)","(1, 6)",30,No
Trial 60,"(8, 5)","(6, 1)",30,No
Trial 61,"(8, 5)","(7, 2)",20,No
Trial 62,"(1, 4)","(7, 3)",35,Yes
Trial 63,"(6, 6)","(3, 1)",40,Yes
Trial 64,"(3, 4)","(7, 5)",25,Yes
Trial 65,"(1, 6)","(7, 1)",55,Yes
Trial 66,"(1, 4)","(5, 3)",25,Yes
Trial 67,"(8, 5)","(5, 1)",35,Yes
Trial 68,"(1, 1)","(6, 4)",40,Yes
Trial 69,"(8, 3)","(2, 2)",35,Yes
Trial 70,"(5, 1)","(3, 3)",20,Yes
Trial 71,"(1, 1)","(6, 5)",45,Yes
Trial 72,"(2, 2)","(8, 1)",35,Yes
Trial 73,"(7, 4)","(2, 1)",40,No
Trial 74,"(1, 1)","(5, 6)",45,Yes
Trial 75,"(7, 3)","(5, 5)",20,Yes
Trial 76,"(5, 4)","(1, 3)",25,Yes
Trial 77,"(2, 1)","(6, 6)",45,No
Trial 78,"(1, 1)","(7, 4)",45,Yes
Trial 79,"(1, 3)","(8, 5)",45,Yes
Trial 80,"(2, 6)","(6, 2)",40,Yes
Trial 81,"(4, 2)","(6, 4)",20,Yes
Trial 82,"(3, 6)","(6, 3)",30,Yes
Trial 83,"(7, 6)","(1, 5)",35,Yes
Trial 84,"(6, 4)","(1, 4)",25,Yes
Trial 85,"(8, 4)","(3, 2)",35,Yes
Trial 86,"(7, 2)","(4, 1)",20,No
Trial 87,"(4, 4)","(1, 5)",20,No
Trial 88,"(6, 3)","(2, 2)",25,No
Trial 89,"(8, 5)","(6, 1)",30,Yes
Trial 90,"(3, 1)","(7, 3)",30,Yes
Trial 91,"(4, 2)","(8, 2)",20,Yes
Trial 92,"(8, 5)","(5, 4)",20,Yes
Trial 93,"(4, 4)","(8, 5)",25,No
Trial 94,"(5, 2)","(1, 3)",25,Yes
Trial 95,"(7, 4)","(4, 1)",30,No
Trial 96,"(3, 4)","(2, 1)",20,No
Trial 97,"(8, 6)","(3, 4)",35,Yes
Trial 98,"(7, 5)","(2, 1)",45,Yes
Trial 99,"(4, 5)","(4, 1)",20,Yes
