Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(6, 1)","(3, 2)",20,No
Trial 1,"(2, 6)","(7, 1)",50,No
Trial 2,"(6, 5)","(7, 2)",20,No
Trial 3,"(3, 5)","(5, 3)",20,No
Trial 4,"(2, 6)","(7, 5)",30,No
Trial 5,"(2, 6)","(4, 3)",25,No
Trial 6,"(7, 3)","(4, 2)",20,No
Trial 7,"(6, 4)","(7, 1)",20,No
Trial 8,"(8, 1)","(8, 6)",25,No
Trial 9,"(4, 6)","(2, 4)",20,No
Trial 10,"(8, 6)","(6, 3)",25,No
Trial 11,"(1, 1)","(6, 2)",30,No
Trial 12,"(3, 3)","(6, 5)",25,No
Trial 13,"(4, 2)","(1, 3)",20,No
Trial 14,"(8, 3)","(2, 4)",35,No
Trial 15,"(1, 2)","(7, 1)",35,Yes
Trial 16,"(6, 3)","(2, 1)",30,No
Trial 17,"(6, 5)","(4, 2)",25,No
Trial 18,"(4, 4)","(7, 1)",30,No
Trial 19,"(1, 4)","(4, 3)",20,No
Trial 20,"(3, 2)","(6, 5)",30,No
Trial 21,"(8, 1)","(1, 2)",40,No
Trial 22,"(8, 5)","(1, 3)",45,No
Trial 23,"(8, 5)","(5, 4)",20,No
Trial 24,"(5, 2)","(2, 1)",20,No
Trial 25,"(3, 3)","(2, 6)",20,Yes
Trial 26,"(4, 6)","(8, 3)",35,No
Trial 27,"(1, 1)","(8, 3)",45,No
Trial 28,"(1, 4)","(8, 2)",45,No
Trial 29,"(6, 3)","(1, 6)",40,No
Trial 30,"(2, 6)","(8, 5)",35,No
Trial 31,"(7, 6)","(1, 5)",35,No
Trial 32,"(1, 6)","(3, 1)",35,No
Trial 33,"(6, 6)","(2, 2)",40,No
Trial 34,"(3, 2)","(6, 6)",35,No
Trial 35,"(6, 2)","(3, 3)",20,No
Trial 36,"(1, 6)","(1, 1)",25,No
Trial 37,"(8, 4)","(2, 2)",40,No
Trial 38,"(3, 6)","(5, 3)",25,No
Trial 39,"(7, 2)","(3, 4)",30,No
Trial 40,"(3, 6)","(1, 1)",35,No
Trial 41,"(2, 2)","(8, 1)",35,No
Trial 42,"(3, 5)","(6, 2)",30,No
Trial 43,"(8, 4)","(5, 1)",30,No
Trial 44,"(8, 4)","(2, 3)",35,No
Trial 45,"(8, 6)","(3, 1)",50,No
Trial 46,"(7, 2)","(3, 1)",25,No
Trial 47,"(8, 3)","(6, 5)",20,No
Trial 48,"(1, 4)","(8, 5)",40,No
Trial 49,"(8, 4)","(3, 2)",35,No
Trial 50,"(2, 5)","(3, 2)",20,No
Trial 51,"(2, 5)","(5, 4)",20,No
Trial 52,"(4, 5)","(2, 3)",20,No
Trial 53,"(6, 5)","(2, 2)",35,No
Trial 54,"(8, 2)","(2, 4)",40,No
Trial 55,"(3, 5)","(1, 2)",25,No
Trial 56,"(7, 5)","(1, 1)",50,No
Trial 57,"(7, 6)","(1, 3)",45,No
Trial 58,"(3, 4)","(6, 1)",30,No
Trial 59,"(3, 3)","(8, 3)",25,No
Trial 60,"(7, 2)","(8, 6)",25,No
Trial 61,"(2, 1)","(6, 2)",25,No
Trial 62,"(5, 4)","(1, 5)",25,No
Trial 63,"(8, 4)","(4, 1)",35,No
Trial 64,"(7, 3)","(1, 3)",30,No
Trial 65,"(5, 6)","(3, 1)",35,No
Trial 66,"(2, 1)","(5, 4)",30,No
Trial 67,"(3, 4)","(5, 2)",20,No
Trial 68,"(6, 2)","(3, 1)",20,No
Trial 69,"(7, 4)","(5, 6)",20,No
Trial 70,"(3, 5)","(1, 2)",25,No
Trial 71,"(4, 4)","(2, 2)",20,No
Trial 72,"(6, 2)","(6, 6)",20,No
Trial 73,"(6, 4)","(1, 1)",40,No
Trial 74,"(4, 3)","(1, 5)",25,No
Trial 75,"(8, 5)","(2, 2)",45,No
Trial 76,"(8, 1)","(7, 6)",30,No
Trial 77,"(5, 2)","(5, 6)",20,No
Trial 78,"(7, 1)","(3, 3)",30,No
Trial 79,"(7, 1)","(3, 6)",45,No
Trial 80,"(4, 2)","(7, 5)",30,No
Trial 81,"(2, 1)","(6, 1)",20,No
Trial 82,"(5, 4)","(8, 6)",25,No
Trial 83,"(2, 1)","(7, 2)",30,No
Trial 84,"(8, 4)","(2, 6)",40,No
Trial 85,"(5, 6)","(8, 5)",20,No
Trial 86,"(5, 5)","(2, 3)",25,No
Trial 87,"(6, 5)","(7, 2)",20,No
Trial 88,"(7, 2)","(1, 5)",45,No
Trial 89,"(2, 3)","(8, 3)",30,No
Trial 90,"(7, 2)","(6, 6)",25,No
Trial 91,"(6, 2)","(3, 1)",20,No
Trial 92,"(2, 5)","(4, 2)",25,No
Trial 93,"(8, 2)","(1, 4)",45,No
Trial 94,"(8, 6)","(8, 1)",25,No
Trial 95,"(4, 1)","(1, 2)",20,No
Trial 96,"(8, 2)","(5, 3)",20,No
Trial 97,"(4, 3)","(7, 2)",20,No
Trial 98,"(2, 1)","(6, 3)",30,No
Trial 99,"(1, 6)","(6, 4)",35,No
