Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(5, 4)","(1, 4)",20,No
Trial 1,"(6, 6)","(4, 2)",30,No
Trial 2,"(5, 2)","(1, 6)",40,No
Trial 3,"(2, 5)","(1, 1)",25,No
Trial 4,"(3, 5)","(6, 3)",25,No
Trial 5,"(5, 5)","(7, 2)",25,No
Trial 6,"(6, 2)","(2, 6)",40,No
Trial 7,"(3, 6)","(7, 5)",25,No
Trial 8,"(7, 1)","(8, 6)",30,No
Trial 9,"(8, 6)","(2, 3)",45,No
Trial 10,"(1, 5)","(3, 2)",25,No
Trial 11,"(8, 3)","(3, 5)",35,No
Trial 12,"(2, 6)","(2, 2)",20,Yes
Trial 13,"(7, 1)","(2, 5)",45,No
Trial 14,"(4, 2)","(8, 4)",30,No
Trial 15,"(3, 1)","(5, 5)",30,No
Trial 16,"(2, 6)","(8, 1)",55,No
Trial 17,"(5, 6)","(3, 4)",20,No
Trial 18,"(4, 3)","(6, 1)",20,No
Trial 19,"(6, 3)","(7, 6)",20,No
Trial 20,"(7, 6)","(6, 1)",30,No
Trial 21,"(6, 5)","(3, 2)",30,No
Trial 22,"(6, 3)","(2, 4)",25,No
Trial 23,"(6, 4)","(8, 2)",20,No
Trial 24,"(6, 2)","(3, 1)",20,No
Trial 25,"(5, 3)","(8, 4)",20,No
Trial 26,"(7, 6)","(4, 5)",20,No
Trial 27,"(2, 2)","(6, 5)",35,No
Trial 28,"(4, 2)","(5, 6)",25,No
Trial 29,"(4, 6)","(2, 4)",20,No
Trial 30,"(2, 5)","(5, 3)",25,No
Trial 31,"(8, 5)","(3, 1)",45,No
Trial 32,"(3, 6)","(1, 3)",25,No
Trial 33,"(7, 3)","(1, 5)",40,No
Trial 34,"(8, 2)","(3, 4)",35,No
Trial 35,"(5, 6)","(2, 4)",25,No
Trial 36,"(8, 6)","(2, 5)",35,No
Trial 37,"(3, 1)","(6, 4)",30,No
Trial 38,"(8, 2)","(1, 6)",55,No
Trial 39,"(8, 1)","(4, 5)",40,No
Trial 40,"(3, 2)","(7, 4)",30,No
Trial 41,"(8, 6)","(6, 3)",25,No
Trial 42,"(7, 2)","(5, 5)",25,No
Trial 43,"(5, 4)","(1, 5)",25,No
Trial 44,"(4, 6)","(1, 3)",30,No
Trial 45,"(4, 1)","(7, 4)",30,No
Trial 46,"(1, 5)","(6, 1)",45,No
Trial 47,"(5, 4)","(1, 3)",25,No
Trial 48,"(8, 6)","(6, 3)",25,No
Trial 49,"(4, 4)","(1, 5)",20,No
Trial 50,"(3, 5)","(7, 4)",25,No
Trial 51,"(1, 2)","(7, 1)",35,No
Trial 52,"(4, 2)","(7, 4)",25,No
Trial 53,"(6, 5)","(3, 1)",35,No
Trial 54,"(8, 1)","(8, 6)",25,No
Trial 55,"(4, 6)","(1, 4)",25,No
Trial 56,"(1, 2)","(5, 3)",25,No
Trial 57,"(7, 5)","(1, 4)",35,No
Trial 58,"(1, 4)","(8, 6)",45,No
Trial 59,"(3, 2)","(3, 6)",20,Yes
Trial 60,"(4, 6)","(8, 6)",20,Yes
Trial 61,"(8, 2)","(1, 6)",55,No
Trial 62,"(2, 4)","(6, 1)",35,No
Trial 63,"(2, 3)","(7, 5)",35,No
Trial 64,"(5, 1)","(4, 5)",25,No
Trial 65,"(4, 1)","(6, 3)",20,No
Trial 66,"(1, 1)","(2, 4)",20,No
Trial 67,"(8, 4)","(3, 3)",30,No
Trial 68,"(1, 6)","(6, 4)",35,No
Trial 69,"(8, 3)","(2, 3)",30,No
Trial 70,"(5, 1)","(3, 3)",20,No
Trial 71,"(7, 6)","(8, 1)",30,No
Trial 72,"(6, 1)","(1, 3)",35,No
Trial 73,"(3, 1)","(8, 2)",30,No
Trial 74,"(5, 1)","(1, 5)",40,No
Trial 75,"(7, 6)","(1, 3)",45,No
Trial 76,"(4, 3)","(2, 5)",20,No
Trial 77,"(1, 4)","(7, 6)",40,No
Trial 78,"(1, 6)","(5, 4)",30,No
Trial 79,"(7, 4)","(3, 1)",35,No
Trial 80,"(1, 2)","(5, 5)",35,No
Trial 81,"(5, 5)","(1, 4)",25,No
Trial 82,"(8, 1)","(3, 3)",35,No
Trial 83,"(2, 2)","(6, 5)",35,No
Trial 84,"(2, 1)","(7, 3)",35,No
Trial 85,"(7, 1)","(1, 6)",55,No
Trial 86,"(1, 2)","(7, 5)",45,No
Trial 87,"(1, 3)","(7, 3)",30,Yes
Trial 88,"(8, 5)","(5, 6)",20,No
Trial 89,"(2, 6)","(7, 5)",30,No
Trial 90,"(6, 3)","(8, 1)",20,No
Trial 91,"(6, 6)","(1, 1)",50,No
Trial 92,"(5, 4)","(1, 2)",30,No
Trial 93,"(7, 1)","(3, 3)",30,No
Trial 94,"(5, 6)","(4, 3)",20,No
Trial 95,"(7, 5)","(2, 4)",30,No
Trial 96,"(8, 3)","(1, 5)",45,No
Trial 97,"(4, 5)","(1, 3)",25,No
Trial 98,"(1, 6)","(4, 1)",40,No
Trial 99,"(7, 5)","(4, 2)",30,No
