Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(7, 2)","(3, 5)",35,No
Trial 1,"(8, 5)","(1, 1)",55,Yes
Trial 2,"(7, 3)","(5, 6)",25,No
Trial 3,"(1, 4)","(4, 1)",30,No
Trial 4,"(4, 5)","(6, 3)",20,No
Trial 5,"(5, 2)","(4, 5)",20,No
Trial 6,"(3, 1)","(8, 6)",50,No
Trial 7,"(2, 2)","(8, 2)",30,No
Trial 8,"(7, 5)","(3, 1)",40,No
Trial 9,"(8, 2)","(4, 2)",20,No
Trial 10,"(2, 2)","(2, 6)",20,No
Trial 11,"(4, 5)","(7, 6)",20,Yes
Trial 12,"(6, 3)","(4, 5)",20,No
Trial 13,"(1, 5)","(2, 1)",25,No
Trial 14,"(8, 3)","(5, 2)",20,No
Trial 15,"(8, 4)","(3, 2)",35,No
Trial 16,"(6, 2)","(2, 5)",35,Yes
Trial 17,"(5, 1)","(7, 6)",35,No
Trial 18,"(1, 3)","(4, 1)",25,No
Trial 19,"(8, 3)","(2, 6)",45,Yes
Trial 20,"(4, 1)","(7, 5)",35,No
Trial 21,"(2, 5)","(7, 6)",30,No
Trial 22,"(3, 6)","(8, 1)",50,No
Trial 23,"(6, 2)","(3, 3)",20,No
Trial 24,"(6, 1)","(4, 5)",30,No
Trial 25,"(7, 1)","(7, 5)",20,No
Trial 26,"(6, 1)","(1, 3)",35,No
Trial 27,"(7, 2)","(1, 2)",30,No
Trial 28,"(6, 3)","(5, 6)",20,No
Trial 29,"(2, 6)","(8, 4)",40,No
Trial 30,"(1, 1)","(5, 2)",25,No
Trial 31,"(7, 4)","(3, 5)",25,No
Trial 32,"(4, 6)","(6, 3)",25,No
Trial 33,"(4, 6)","(2, 3)",25,No
Trial 34,"(4, 2)","(7, 6)",35,No
Trial 35,"(6, 5)","(2, 6)",25,No
Trial 36,"(1, 3)","(8, 2)",40,No
Trial 37,"(7, 6)","(4, 2)",35,No
Trial 38,"(2, 2)","(8, 3)",35,No
Trial 39,"(2, 2)","(3, 5)",20,No
Trial 40,"(1, 4)","(6, 4)",25,No
Trial 41,"(6, 5)","(8, 2)",25,No
Trial 42,"(5, 6)","(8, 4)",25,No
Trial 43,"(8, 3)","(1, 4)",40,No
Trial 44,"(2, 2)","(3, 6)",25,No
Trial 45,"(3, 5)","(5, 3)",20,No
Trial 46,"(4, 6)","(8, 6)",20,No
Trial 47,"(4, 1)","(7, 6)",40,No
Trial 48,"(3, 2)","(6, 5)",30,No
Trial 49,"(8, 6)","(7, 3)",20,No
Trial 50,"(5, 3)","(8, 5)",25,No
Trial 51,"(6, 5)","(2, 2)",35,No
Trial 52,"(7, 1)","(3, 3)",30,No
Trial 53,"(5, 4)","(7, 2)",20,No
Trial 54,"(7, 2)","(4, 3)",20,No
Trial 55,"(1, 5)","(2, 1)",25,No
Trial 56,"(7, 5)","(2, 6)",30,No
Trial 57,"(8, 1)","(5, 4)",30,No
Trial 58,"(1, 3)","(5, 3)",20,No
Trial 59,"(7, 3)","(2, 6)",40,No
Trial 60,"(1, 3)","(7, 6)",45,No
Trial 61,"(7, 2)","(2, 3)",30,No
Trial 62,"(1, 2)","(7, 1)",35,No
Trial 63,"(8, 1)","(3, 3)",35,No
Trial 64,"(2, 6)","(3, 1)",30,No
Trial 65,"(3, 2)","(8, 2)",25,No
Trial 66,"(6, 2)","(7, 5)",20,No
Trial 67,"(4, 1)","(8, 1)",20,No
Trial 68,"(8, 5)","(3, 2)",40,No
Trial 69,"(8, 2)","(3, 6)",45,No
Trial 70,"(8, 6)","(6, 1)",35,No
Trial 71,"(1, 2)","(3, 5)",25,No
Trial 72,"(7, 3)","(3, 2)",25,No
Trial 73,"(4, 5)","(3, 1)",25,No
Trial 74,"(8, 3)","(1, 3)",35,Yes
Trial 75,"(1, 6)","(4, 2)",35,No
Trial 76,"(1, 2)","(8, 5)",50,No
Trial 77,"(3, 3)","(1, 6)",25,Yes
Trial 78,"(4, 4)","(1, 2)",25,No
Trial 79,"(3, 1)","(8, 2)",30,Yes
Trial 80,"(2, 4)","(6, 4)",20,No
Trial 81,"(6, 5)","(8, 3)",20,No
Trial 82,"(7, 3)","(1, 3)",30,No
Trial 83,"(3, 5)","(5, 2)",25,No
Trial 84,"(7, 4)","(4, 3)",20,No
Trial 85,"(5, 1)","(3, 5)",30,Yes
Trial 86,"(3, 1)","(7, 4)",35,No
Trial 87,"(6, 6)","(1, 5)",30,No
Trial 88,"(8, 5)","(1, 4)",40,Yes
Trial 89,"(2, 1)","(8, 1)",30,No
Trial 90,"(6, 3)","(4, 5)",20,No
Trial 91,"(3, 5)","(8, 4)",30,No
Trial 92,"(1, 3)","(6, 1)",35,No
Trial 93,"(6, 5)","(1, 4)",30,No
Trial 94,"(4, 2)","(5, 5)",20,No
Trial 95,"(7, 6)","(8, 1)",30,Yes
Trial 96,"(1, 1)","(3, 6)",35,No
Trial 97,"(5, 2)","(4, 5)",20,No
Trial 98,"(1, 5)","(5, 5)",20,No
Trial 99,"(2, 4)","(8, 3)",35,No
