Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(8, 1)","(6, 5)",30,No
Trial 1,"(5, 3)","(2, 6)",30,No
Trial 2,"(2, 6)","(8, 6)",30,Yes
Trial 3,"(5, 2)","(6, 5)",20,Yes
Trial 4,"(3, 3)","(7, 1)",30,Yes
Trial 5,"(6, 2)","(3, 6)",35,Yes
Trial 6,"(2, 6)","(8, 3)",45,Yes
Trial 7,"(5, 5)","(2, 1)",35,No
Trial 8,"(7, 4)","(1, 3)",35,Yes
Trial 9,"(6, 4)","(1, 3)",30,No
Trial 10,"(6, 4)","(4, 1)",25,Yes
Trial 11,"(7, 6)","(4, 2)",35,No
Trial 12,"(1, 1)","(2, 4)",20,Yes
Trial 13,"(7, 1)","(8, 5)",25,No
Trial 14,"(1, 1)","(3, 6)",35,Yes
Trial 15,"(8, 1)","(6, 5)",30,Yes
Trial 16,"(7, 5)","(8, 1)",25,Yes
Trial 17,"(8, 3)","(5, 5)",25,No
Trial 18,"(1, 6)","(8, 1)",60,Yes
Trial 19,"(7, 2)","(7, 6)",20,Yes
Trial 20,"(4, 2)","(1, 6)",35,Yes
Trial 21,"(2, 1)","(4, 6)",35,No
Trial 22,"(2, 1)","(6, 2)",25,Yes
Trial 23,"(3, 5)","(5, 3)",20,Yes
Trial 24,"(3, 5)","(1, 1)",30,Yes
Trial 25,"(7, 5)","(1, 6)",35,Yes
Trial 26,"(8, 5)","(6, 2)",25,Yes
Trial 27,"(2, 6)","(8, 1)",55,Yes
Trial 28,"(4, 4)","(8, 2)",30,Yes
Trial 29,"(6, 6)","(8, 3)",25,Yes
Trial 30,"(7, 4)","(3, 6)",30,Yes
Trial 31,"(8, 2)","(5, 5)",30,Yes
Trial 32,"(1, 4)","(5, 3)",25,Yes
Trial 33,"(1, 4)","(6, 1)",40,Yes
Trial 34,"(7, 3)","(4, 1)",25,No
Trial 35,"(5, 2)","(8, 3)",20,Yes
Trial 36,"(8, 5)","(1, 5)",35,Yes
Trial 37,"(4, 2)","(8, 4)",30,No
Trial 38,"(8, 3)","(6, 1)",20,No
Trial 39,"(3, 1)","(5, 3)",20,Yes
Trial 40,"(2, 4)","(5, 3)",20,Yes
Trial 41,"(2, 5)","(5, 6)",20,No
Trial 42,"(3, 4)","(1, 1)",25,No
Trial 43,"(7, 3)","(4, 6)",30,Yes
Trial 44,"(6, 2)","(6, 6)",20,Yes
Trial 45,"(1, 3)","(2, 6)",20,No
Trial 46,"(1, 1)","(7, 3)",40,Yes
Trial 47,"(8, 1)","(5, 4)",30,Yes
Trial 48,"(1, 5)","(4, 3)",25,Yes
Trial 49,"(1, 2)","(8, 6)",55,No
Trial 50,"(6, 3)","(1, 5)",35,Yes
Trial 51,"(8, 2)","(7, 5)",20,No
Trial 52,"(1, 2)","(8, 6)",55,No
Trial 53,"(4, 1)","(3, 6)",30,Yes
Trial 54,"(3, 6)","(8, 1)",50,Yes
Trial 55,"(7, 5)","(1, 3)",40,No
Trial 56,"(2, 4)","(6, 5)",25,No
Trial 57,"(8, 3)","(4, 5)",30,Yes
Trial 58,"(8, 1)","(2, 6)",55,Yes
Trial 59,"(2, 6)","(8, 5)",35,Yes
Trial 60,"(8, 1)","(7, 5)",25,Yes
Trial 61,"(7, 2)","(3, 3)",25,Yes
Trial 62,"(8, 4)","(1, 6)",45,Yes
Trial 63,"(7, 4)","(8, 1)",20,Yes
Trial 64,"(4, 6)","(4, 1)",25,Yes
Trial 65,"(1, 1)","(8, 5)",55,No
Trial 66,"(5, 6)","(1, 6)",20,Yes
Trial 67,"(2, 5)","(7, 4)",30,Yes
Trial 68,"(8, 2)","(1, 4)",45,Yes
Trial 69,"(4, 1)","(8, 4)",35,Yes
Trial 70,"(5, 5)","(3, 2)",25,No
Trial 71,"(1, 6)","(1, 2)",20,Yes
Trial 72,"(4, 1)","(3, 4)",20,Yes
Trial 73,"(4, 4)","(3, 1)",20,No
Trial 74,"(5, 3)","(1, 4)",25,Yes
Trial 75,"(1, 4)","(5, 6)",30,No
Trial 76,"(8, 1)","(2, 2)",35,Yes
Trial 77,"(7, 1)","(1, 3)",40,Yes
Trial 78,"(4, 6)","(5, 1)",30,Yes
Trial 79,"(8, 1)","(5, 3)",25,No
Trial 80,"(4, 3)","(2, 5)",20,Yes
Trial 81,"(3, 5)","(5, 3)",20,Yes
Trial 82,"(7, 6)","(5, 2)",30,Yes
Trial 83,"(1, 5)","(6, 5)",25,Yes
Trial 84,"(4, 3)","(8, 3)",20,Yes
Trial 85,"(8, 5)","(1, 5)",35,Yes
Trial 86,"(2, 5)","(6, 1)",40,No
Trial 87,"(7, 2)","(4, 5)",30,No
Trial 88,"(7, 1)","(6, 5)",25,Yes
Trial 89,"(1, 3)","(3, 6)",25,No
Trial 90,"(2, 3)","(6, 6)",35,No
Trial 91,"(6, 1)","(3, 3)",25,Yes
Trial 92,"(6, 1)","(4, 3)",20,Yes
Trial 93,"(2, 1)","(8, 6)",55,No
Trial 94,"(2, 1)","(6, 1)",20,Yes
Trial 95,"(7, 2)","(1, 3)",35,Yes
Trial 96,"(4, 4)","(6, 6)",20,No
Trial 97,"(2, 2)","(7, 3)",30,No
Trial 98,"(3, 5)","(2, 2)",20,No
Trial 99,"(7, 4)","(8, 1)",20,No
