Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(2, 4)","(5, 2)",25,No
Trial 1,"(2, 4)","(5, 2)",25,No
Trial 2,"(1, 3)","(7, 4)",35,No
Trial 3,"(8, 6)","(3, 3)",40,No
Trial 4,"(3, 6)","(4, 2)",25,No
Trial 5,"(7, 1)","(5, 3)",20,No
Trial 6,"(3, 2)","(6, 6)",35,No
Trial 7,"(6, 4)","(3, 2)",25,No
Trial 8,"(2, 2)","(8, 6)",50,No
Trial 9,"(2, 2)","(6, 3)",25,No
Trial 10,"(6, 1)","(4, 4)",25,No
Trial 11,"(8, 5)","(2, 3)",40,No
Trial 12,"(5, 6)","(2, 2)",35,No
Trial 13,"(4, 1)","(7, 3)",25,No
Trial 14,"(7, 4)","(5, 2)",20,No
Trial 15,"(8, 5)","(1, 3)",45,No
Trial 16,"(7, 6)","(3, 1)",45,No
Trial 17,"(1, 3)","(5, 4)",25,No
Trial 18,"(4, 5)","(3, 2)",20,No
Trial 19,"(8, 4)","(1, 4)",35,No
Trial 20,"(3, 2)","(8, 3)",30,No
Trial 21,"(4, 6)","(6, 2)",30,No
Trial 22,"(3, 1)","(8, 3)",35,No
Trial 23,"(6, 1)","(3, 6)",40,No
Trial 24,"(5, 5)","(8, 3)",25,No
Trial 25,"(3, 4)","(1, 2)",20,No
Trial 26,"(2, 1)","(8, 6)",55,No
Trial 27,"(3, 3)","(4, 6)",20,No
Trial 28,"(3, 4)","(6, 3)",20,No
Trial 29,"(1, 6)","(5, 3)",35,No
Trial 30,"(7, 5)","(7, 1)",20,No
Trial 31,"(6, 5)","(7, 2)",20,No
Trial 32,"(3, 2)","(4, 6)",25,No
Trial 33,"(6, 1)","(1, 2)",30,No
Trial 34,"(7, 1)","(4, 3)",25,No
Trial 35,"(3, 6)","(4, 3)",20,No
Trial 36,"(8, 4)","(3, 3)",30,No
Trial 37,"(1, 4)","(3, 2)",20,No
Trial 38,"(6, 5)","(2, 6)",25,No
Trial 39,"(2, 5)","(8, 6)",35,No
Trial 40,"(4, 4)","(1, 1)",30,No
Trial 41,"(7, 5)","(4, 3)",25,No
Trial 42,"(8, 5)","(1, 6)",40,No
Trial 43,"(7, 1)","(3, 5)",40,No
Trial 44,"(1, 5)","(8, 6)",40,No
Trial 45,"(6, 6)","(5, 2)",25,No
Trial 46,"(6, 6)","(7, 1)",30,No
Trial 47,"(1, 1)","(4, 3)",25,No
Trial 48,"(3, 1)","(2, 6)",30,No
Trial 49,"(4, 1)","(4, 6)",25,No
Trial 50,"(6, 1)","(7, 5)",25,No
Trial 51,"(2, 4)","(7, 2)",35,No
Trial 52,"(5, 2)","(2, 6)",35,No
Trial 53,"(4, 6)","(5, 1)",30,No
Trial 54,"(2, 6)","(2, 1)",25,Yes
Trial 55,"(2, 1)","(5, 6)",40,No
Trial 56,"(3, 1)","(8, 5)",45,No
Trial 57,"(3, 1)","(5, 3)",20,No
Trial 58,"(2, 6)","(6, 4)",30,No
Trial 59,"(7, 3)","(6, 6)",20,No
Trial 60,"(2, 3)","(7, 5)",35,No
Trial 61,"(8, 1)","(2, 4)",45,No
Trial 62,"(8, 6)","(3, 2)",45,No
Trial 63,"(8, 2)","(2, 2)",30,Yes
Trial 64,"(1, 4)","(6, 5)",30,No
Trial 65,"(4, 1)","(4, 6)",25,No
Trial 66,"(1, 2)","(6, 2)",25,No
Trial 67,"(1, 1)","(8, 2)",40,No
Trial 68,"(1, 6)","(8, 3)",50,No
Trial 69,"(1, 2)","(5, 1)",25,No
Trial 70,"(5, 2)","(8, 1)",20,No
Trial 71,"(6, 5)","(8, 1)",30,No
Trial 72,"(8, 1)","(3, 4)",40,No
Trial 73,"(8, 3)","(4, 2)",25,No
Trial 74,"(7, 2)","(2, 1)",30,No
Trial 75,"(7, 2)","(2, 1)",30,No
Trial 76,"(2, 4)","(7, 2)",35,No
Trial 77,"(5, 6)","(7, 3)",25,No
Trial 78,"(3, 5)","(7, 3)",30,No
Trial 79,"(4, 1)","(8, 6)",45,No
Trial 80,"(7, 5)","(1, 5)",30,No
Trial 81,"(3, 6)","(6, 5)",20,No
Trial 82,"(8, 2)","(4, 3)",25,No
Trial 83,"(5, 6)","(1, 6)",20,No
Trial 84,"(1, 5)","(6, 2)",40,No
Trial 85,"(3, 6)","(8, 6)",25,No
Trial 86,"(2, 3)","(6, 6)",35,No
Trial 87,"(2, 4)","(6, 6)",30,No
Trial 88,"(2, 6)","(4, 3)",25,No
Trial 89,"(3, 3)","(8, 2)",30,No
Trial 90,"(4, 4)","(7, 6)",25,No
Trial 91,"(3, 3)","(1, 6)",25,No
Trial 92,"(3, 6)","(1, 1)",35,No
Trial 93,"(6, 1)","(4, 4)",25,No
Trial 94,"(8, 1)","(7, 6)",30,No
Trial 95,"(3, 6)","(7, 6)",20,No
Trial 96,"(6, 1)","(3, 3)",25,No
Trial 97,"(1, 4)","(4, 1)",30,No
Trial 98,"(1, 2)","(5, 4)",30,No
Trial 99,"(2, 5)","(8, 1)",50,No
