Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(5, 6)","(8, 5)",20,No
Trial 1,"(3, 5)","(6, 1)",35,No
Trial 2,"(5, 6)","(1, 1)",45,Yes
Trial 3,"(4, 2)","(1, 4)",25,No
Trial 4,"(7, 3)","(5, 6)",25,No
Trial 5,"(4, 5)","(6, 3)",20,No
Trial 6,"(8, 4)","(2, 4)",30,Yes
Trial 7,"(8, 1)","(2, 6)",55,Yes
Trial 8,"(8, 5)","(4, 5)",20,Yes
Trial 9,"(3, 4)","(7, 1)",35,Yes
Trial 10,"(1, 5)","(4, 1)",35,Yes
Trial 11,"(1, 1)","(5, 1)",20,No
Trial 12,"(1, 3)","(3, 6)",25,No
Trial 13,"(2, 5)","(8, 1)",50,No
Trial 14,"(7, 3)","(4, 5)",25,Yes
Trial 15,"(2, 4)","(6, 1)",35,No
Trial 16,"(1, 6)","(7, 4)",40,Yes
Trial 17,"(4, 6)","(1, 1)",40,No
Trial 18,"(8, 6)","(5, 5)",20,No
Trial 19,"(1, 1)","(8, 5)",55,No
Trial 20,"(2, 2)","(7, 2)",25,Yes
Trial 21,"(4, 5)","(6, 1)",30,No
Trial 22,"(8, 2)","(1, 2)",35,Yes
Trial 23,"(3, 3)","(8, 6)",40,No
Trial 24,"(8, 4)","(1, 4)",35,No
Trial 25,"(8, 2)","(1, 1)",40,No
Trial 26,"(2, 3)","(6, 6)",35,No
Trial 27,"(3, 5)","(7, 5)",20,Yes
Trial 28,"(3, 1)","(8, 2)",30,No
Trial 29,"(7, 6)","(4, 1)",40,No
Trial 30,"(7, 2)","(2, 3)",30,Yes
Trial 31,"(5, 5)","(3, 3)",20,No
Trial 32,"(8, 1)","(3, 2)",30,Yes
Trial 33,"(2, 5)","(7, 4)",30,No
Trial 34,"(1, 1)","(7, 6)",55,No
Trial 35,"(3, 5)","(8, 4)",30,No
Trial 36,"(4, 4)","(8, 1)",35,Yes
Trial 37,"(4, 5)","(1, 1)",35,No
Trial 38,"(4, 6)","(5, 2)",25,No
Trial 39,"(5, 6)","(1, 2)",40,No
Trial 40,"(8, 5)","(3, 2)",40,No
Trial 41,"(3, 2)","(7, 4)",30,No
Trial 42,"(1, 2)","(7, 1)",35,No
Trial 43,"(7, 3)","(4, 5)",25,No
Trial 44,"(4, 2)","(7, 4)",25,No
Trial 45,"(5, 1)","(3, 3)",20,Yes
Trial 46,"(4, 3)","(8, 2)",25,No
Trial 47,"(8, 5)","(4, 6)",25,No
Trial 48,"(3, 6)","(8, 3)",40,Yes
Trial 49,"(3, 5)","(2, 1)",25,No
Trial 50,"(7, 6)","(6, 2)",25,No
Trial 51,"(6, 1)","(8, 3)",20,No
Trial 52,"(4, 5)","(6, 1)",30,Yes
Trial 53,"(8, 4)","(4, 5)",25,No
Trial 54,"(6, 6)","(3, 3)",30,No
Trial 55,"(2, 5)","(7, 5)",25,No
Trial 56,"(4, 1)","(7, 6)",40,No
Trial 57,"(7, 6)","(6, 3)",20,No
Trial 58,"(4, 3)","(2, 6)",25,No
Trial 59,"(7, 6)","(7, 1)",25,No
Trial 60,"(2, 3)","(8, 4)",35,No
Trial 61,"(8, 4)","(7, 1)",20,No
Trial 62,"(2, 3)","(5, 2)",20,No
Trial 63,"(2, 3)","(7, 4)",30,No
Trial 64,"(4, 4)","(8, 1)",35,No
Trial 65,"(3, 5)","(7, 1)",40,No
Trial 66,"(3, 3)","(7, 1)",30,No
Trial 67,"(1, 4)","(7, 6)",40,No
Trial 68,"(3, 3)","(7, 1)",30,No
Trial 69,"(2, 1)","(1, 6)",30,Yes
Trial 70,"(2, 1)","(6, 4)",35,No
Trial 71,"(8, 1)","(1, 6)",60,No
Trial 72,"(6, 2)","(2, 6)",40,Yes
Trial 73,"(7, 2)","(2, 6)",45,No
Trial 74,"(8, 1)","(5, 4)",30,No
Trial 75,"(8, 1)","(1, 1)",35,Yes
Trial 76,"(4, 4)","(1, 2)",25,No
Trial 77,"(7, 4)","(1, 2)",40,No
Trial 78,"(1, 4)","(7, 5)",35,No
Trial 79,"(5, 4)","(4, 1)",20,No
Trial 80,"(2, 5)","(6, 4)",25,Yes
Trial 81,"(2, 4)","(7, 3)",30,No
Trial 82,"(8, 1)","(2, 3)",40,No
Trial 83,"(3, 1)","(7, 4)",35,No
Trial 84,"(8, 1)","(2, 6)",55,No
Trial 85,"(5, 4)","(7, 6)",20,No
Trial 86,"(2, 2)","(1, 5)",20,No
Trial 87,"(7, 4)","(1, 1)",45,No
Trial 88,"(2, 6)","(5, 3)",30,Yes
Trial 89,"(1, 6)","(7, 1)",55,Yes
Trial 90,"(2, 6)","(1, 1)",30,No
Trial 91,"(2, 5)","(1, 2)",20,No
Trial 92,"(3, 1)","(5, 6)",35,No
Trial 93,"(3, 3)","(6, 4)",20,No
Trial 94,"(7, 1)","(2, 3)",35,Yes
Trial 95,"(3, 2)","(7, 6)",40,No
Trial 96,"(5, 4)","(7, 1)",25,No
Trial 97,"(3, 2)","(8, 3)",30,No
Trial 98,"(4, 2)","(6, 5)",25,No
Trial 99,"(8, 3)","(4, 5)",30,No
