Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(4, 2)","(3, 6)",25,Yes
Trial 1,"(4, 4)","(2, 2)",20,No
Trial 2,"(1, 4)","(5, 5)",25,No
Trial 3,"(2, 3)","(5, 5)",25,No
Trial 4,"(1, 2)","(8, 4)",45,Yes
Trial 5,"(1, 1)","(2, 5)",25,No
Trial 6,"(8, 3)","(7, 6)",20,No
Trial 7,"(1, 3)","(7, 3)",30,Yes
Trial 8,"(8, 3)","(1, 1)",45,No
Trial 9,"(2, 3)","(4, 5)",20,Yes
Trial 10,"(2, 2)","(5, 4)",25,Yes
Trial 11,"(6, 6)","(2, 4)",30,No
Trial 12,"(5, 1)","(8, 6)",40,No
Trial 13,"(5, 5)","(7, 1)",30,No
Trial 14,"(6, 1)","(1, 6)",50,No
Trial 15,"(6, 5)","(2, 5)",20,No
Trial 16,"(7, 3)","(2, 4)",30,No
Trial 17,"(2, 1)","(8, 6)",55,Yes
Trial 18,"(1, 5)","(8, 5)",35,Yes
Trial 19,"(5, 1)","(6, 5)",25,No
Trial 20,"(6, 6)","(3, 3)",30,No
Trial 21,"(4, 4)","(2, 6)",20,No
Trial 22,"(4, 4)","(2, 1)",25,No
Trial 23,"(2, 4)","(1, 1)",20,Yes
Trial 24,"(1, 3)","(5, 2)",25,No
Trial 25,"(7, 1)","(3, 3)",30,No
Trial 26,"(1, 1)","(7, 2)",35,Yes
Trial 27,"(7, 5)","(4, 4)",20,Yes
Trial 28,"(2, 6)","(5, 2)",35,No
Trial 29,"(4, 5)","(7, 6)",20,No
Trial 30,"(8, 5)","(7, 2)",20,Yes
Trial 31,"(1, 2)","(2, 6)",25,No
Trial 32,"(8, 5)","(1, 4)",40,No
Trial 33,"(6, 3)","(3, 1)",25,No
Trial 34,"(4, 1)","(6, 5)",30,No
Trial 35,"(1, 5)","(7, 4)",35,No
Trial 36,"(2, 3)","(7, 1)",35,Yes
Trial 37,"(3, 6)","(7, 2)",40,No
Trial 38,"(8, 4)","(3, 2)",35,No
Trial 39,"(1, 5)","(7, 4)",35,No
Trial 40,"(1, 6)","(7, 4)",40,No
Trial 41,"(3, 2)","(1, 4)",20,Yes
Trial 42,"(4, 3)","(8, 4)",25,No
Trial 43,"(7, 4)","(3, 3)",25,No
Trial 44,"(6, 1)","(4, 4)",25,No
Trial 45,"(1, 1)","(7, 2)",35,No
Trial 46,"(4, 6)","(8, 4)",30,No
Trial 47,"(8, 5)","(4, 3)",30,No
Trial 48,"(4, 3)","(1, 2)",20,No
Trial 49,"(5, 3)","(2, 4)",20,No
Trial 50,"(6, 2)","(7, 5)",20,No
Trial 51,"(4, 3)","(2, 1)",20,Yes
Trial 52,"(6, 4)","(2, 1)",35,Yes
Trial 53,"(4, 5)","(7, 4)",20,No
Trial 54,"(1, 2)","(5, 3)",25,No
Trial 55,"(7, 6)","(8, 2)",25,No
Trial 56,"(2, 5)","(7, 4)",30,No
Trial 57,"(6, 2)","(3, 5)",30,No
Trial 58,"(1, 1)","(4, 6)",40,No
Trial 59,"(1, 5)","(7, 3)",40,No
Trial 60,"(3, 6)","(8, 1)",50,No
Trial 61,"(6, 4)","(2, 1)",35,Yes
Trial 62,"(5, 1)","(1, 5)",40,No
Trial 63,"(1, 5)","(3, 2)",25,No
Trial 64,"(6, 2)","(4, 5)",25,No
Trial 65,"(5, 6)","(3, 4)",20,No
Trial 66,"(2, 1)","(5, 5)",35,Yes
Trial 67,"(8, 4)","(5, 6)",25,No
Trial 68,"(2, 6)","(3, 3)",20,No
Trial 69,"(7, 5)","(4, 6)",20,No
Trial 70,"(2, 4)","(4, 2)",20,No
Trial 71,"(6, 3)","(8, 5)",20,Yes
Trial 72,"(7, 6)","(1, 1)",55,No
Trial 73,"(4, 1)","(8, 5)",40,No
Trial 74,"(6, 3)","(1, 6)",40,No
Trial 75,"(5, 6)","(1, 3)",35,Yes
Trial 76,"(3, 2)","(7, 2)",20,Yes
Trial 77,"(7, 4)","(2, 6)",35,No
Trial 78,"(8, 1)","(7, 4)",20,No
Trial 79,"(8, 4)","(1, 5)",40,Yes
Trial 80,"(1, 6)","(2, 3)",20,No
Trial 81,"(2, 1)","(7, 5)",45,No
Trial 82,"(8, 4)","(6, 1)",25,Yes
Trial 83,"(6, 4)","(2, 1)",35,No
Trial 84,"(8, 2)","(7, 5)",20,No
Trial 85,"(6, 2)","(2, 4)",30,No
Trial 86,"(1, 3)","(8, 4)",40,No
Trial 87,"(5, 1)","(3, 3)",20,No
Trial 88,"(7, 6)","(4, 3)",30,No
Trial 89,"(5, 1)","(1, 6)",45,No
Trial 90,"(7, 4)","(1, 2)",40,No
Trial 91,"(7, 3)","(2, 2)",30,No
Trial 92,"(6, 2)","(4, 4)",20,Yes
Trial 93,"(6, 1)","(4, 5)",30,No
Trial 94,"(5, 5)","(3, 3)",20,No
Trial 95,"(8, 1)","(7, 6)",30,Yes
Trial 96,"(1, 3)","(7, 2)",35,Yes
Trial 97,"(5, 2)","(7, 6)",30,No
Trial 98,"(2, 1)","(2, 6)",25,No
Trial 99,"(1, 4)","(3, 2)",20,No
