Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(3, 1)","(3, 5)",20,Yes
Trial 1,"(1, 6)","(7, 3)",45,Yes
Trial 2,"(8, 1)","(2, 5)",50,Yes
Trial 3,"(2, 4)","(6, 3)",25,Yes
Trial 4,"(8, 1)","(5, 3)",25,No
Trial 5,"(3, 4)","(1, 2)",20,No
Trial 6,"(7, 6)","(3, 6)",20,No
Trial 7,"(8, 2)","(5, 6)",35,Yes
Trial 8,"(3, 2)","(1, 6)",30,No
Trial 9,"(7, 2)","(2, 6)",45,No
Trial 10,"(2, 6)","(7, 4)",35,No
Trial 11,"(8, 3)","(5, 2)",20,Yes
Trial 12,"(8, 6)","(4, 5)",25,Yes
Trial 13,"(5, 6)","(6, 2)",25,Yes
Trial 14,"(8, 5)","(6, 2)",25,Yes
Trial 15,"(7, 6)","(5, 1)",35,Yes
Trial 16,"(3, 5)","(8, 6)",30,Yes
Trial 17,"(4, 2)","(8, 1)",25,No
Trial 18,"(5, 2)","(8, 5)",30,No
Trial 19,"(1, 4)","(8, 5)",40,Yes
Trial 20,"(8, 6)","(4, 6)",20,Yes
Trial 21,"(8, 5)","(5, 3)",25,Yes
Trial 22,"(8, 1)","(3, 2)",30,No
Trial 23,"(4, 5)","(1, 2)",30,Yes
Trial 24,"(2, 5)","(6, 3)",30,Yes
Trial 25,"(7, 2)","(1, 5)",45,No
Trial 26,"(7, 3)","(4, 2)",20,No
Trial 27,"(3, 2)","(6, 1)",20,Yes
Trial 28,"(3, 1)","(3, 5)",20,No
Trial 29,"(8, 4)","(2, 3)",35,Yes
Trial 30,"(5, 5)","(8, 1)",35,No
Trial 31,"(7, 5)","(5, 3)",20,No
Trial 32,"(5, 1)","(7, 5)",30,Yes
Trial 33,"(4, 5)","(6, 1)",30,No
Trial 34,"(8, 2)","(1, 2)",35,Yes
Trial 35,"(6, 4)","(1, 3)",30,Yes
Trial 36,"(5, 3)","(2, 5)",25,Yes
Trial 37,"(1, 5)","(7, 1)",50,No
Trial 38,"(3, 5)","(2, 1)",25,Yes
Trial 39,"(1, 3)","(6, 2)",30,Yes
Trial 40,"(1, 2)","(8, 6)",55,Yes
Trial 41,"(8, 5)","(4, 6)",25,No
Trial 42,"(5, 5)","(6, 2)",20,No
Trial 43,"(5, 6)","(7, 4)",20,No
Trial 44,"(7, 2)","(8, 5)",20,Yes
Trial 45,"(2, 1)","(8, 6)",55,Yes
Trial 46,"(1, 6)","(4, 3)",30,Yes
Trial 47,"(8, 2)","(1, 1)",40,Yes
Trial 48,"(7, 1)","(4, 2)",20,Yes
Trial 49,"(6, 5)","(1, 4)",30,Yes
Trial 50,"(6, 6)","(2, 1)",45,Yes
Trial 51,"(6, 6)","(1, 4)",35,Yes
Trial 52,"(3, 1)","(8, 6)",50,Yes
Trial 53,"(8, 1)","(1, 1)",35,Yes
Trial 54,"(5, 4)","(1, 6)",30,No
Trial 55,"(8, 6)","(2, 2)",50,Yes
Trial 56,"(1, 4)","(8, 5)",40,Yes
Trial 57,"(2, 2)","(8, 4)",40,Yes
Trial 58,"(2, 3)","(8, 3)",30,Yes
Trial 59,"(7, 3)","(5, 1)",20,Yes
Trial 60,"(5, 1)","(7, 4)",25,Yes
Trial 61,"(2, 5)","(4, 2)",25,Yes
Trial 62,"(5, 1)","(3, 6)",35,Yes
Trial 63,"(3, 6)","(8, 4)",35,No
Trial 64,"(7, 1)","(3, 3)",30,No
Trial 65,"(6, 3)","(2, 6)",35,No
Trial 66,"(6, 1)","(7, 4)",20,Yes
Trial 67,"(1, 3)","(3, 5)",20,Yes
Trial 68,"(3, 2)","(1, 6)",30,No
Trial 69,"(8, 4)","(3, 5)",30,No
Trial 70,"(8, 3)","(7, 6)",20,No
Trial 71,"(8, 2)","(6, 5)",25,Yes
Trial 72,"(6, 6)","(4, 1)",35,Yes
Trial 73,"(7, 4)","(5, 6)",20,Yes
Trial 74,"(8, 5)","(3, 1)",45,Yes
Trial 75,"(6, 1)","(7, 5)",25,Yes
Trial 76,"(5, 4)","(2, 3)",20,Yes
Trial 77,"(5, 6)","(6, 3)",20,Yes
Trial 78,"(1, 5)","(6, 2)",40,Yes
Trial 79,"(8, 5)","(4, 2)",35,Yes
Trial 80,"(4, 2)","(1, 5)",30,No
Trial 81,"(7, 3)","(5, 6)",25,Yes
Trial 82,"(4, 6)","(7, 2)",35,Yes
Trial 83,"(1, 6)","(6, 6)",25,Yes
Trial 84,"(8, 3)","(4, 6)",35,No
Trial 85,"(8, 2)","(6, 5)",25,Yes
Trial 86,"(3, 6)","(2, 2)",25,No
Trial 87,"(1, 3)","(4, 6)",30,Yes
Trial 88,"(8, 2)","(2, 3)",35,Yes
Trial 89,"(4, 3)","(1, 6)",30,No
Trial 90,"(7, 3)","(3, 2)",25,Yes
Trial 91,"(1, 1)","(7, 4)",45,Yes
Trial 92,"(5, 5)","(7, 2)",25,Yes
Trial 93,"(1, 3)","(4, 1)",25,Yes
Trial 94,"(4, 1)","(2, 3)",20,No
Trial 95,"(5, 3)","(1, 2)",25,No
Trial 96,"(8, 5)","(7, 2)",20,Yes
Trial 97,"(6, 2)","(8, 4)",20,Yes
Trial 98,"(6, 5)","(2, 3)",30,Yes
Trial 99,"(1, 1)","(3, 3)",20,Yes
