Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(7, 2)","(6, 6)",25,No
Trial 1,"(8, 3)","(1, 2)",40,Yes
Trial 2,"(1, 1)","(8, 4)",50,No
Trial 3,"(1, 5)","(6, 1)",45,Yes
Trial 4,"(6, 5)","(2, 1)",40,Yes
Trial 5,"(1, 3)","(6, 5)",35,No
Trial 6,"(8, 5)","(1, 3)",45,No
Trial 7,"(7, 1)","(2, 4)",40,No
Trial 8,"(8, 6)","(7, 1)",30,Yes
Trial 9,"(5, 5)","(8, 1)",35,No
Trial 10,"(2, 6)","(8, 4)",40,No
Trial 11,"(4, 1)","(2, 4)",25,No
Trial 12,"(2, 2)","(1, 5)",20,No
Trial 13,"(5, 5)","(1, 6)",25,No
Trial 14,"(5, 6)","(7, 2)",30,No
Trial 15,"(2, 4)","(4, 6)",20,No
Trial 16,"(4, 6)","(6, 1)",35,No
Trial 17,"(4, 6)","(3, 2)",25,No
Trial 18,"(6, 3)","(1, 1)",35,Yes
Trial 19,"(2, 6)","(7, 6)",25,No
Trial 20,"(2, 4)","(6, 2)",30,Yes
Trial 21,"(7, 6)","(8, 2)",25,No
Trial 22,"(1, 5)","(1, 1)",20,Yes
Trial 23,"(3, 3)","(8, 2)",30,Yes
Trial 24,"(4, 5)","(1, 4)",20,Yes
Trial 25,"(8, 5)","(3, 3)",35,No
Trial 26,"(7, 6)","(6, 3)",20,No
Trial 27,"(4, 3)","(8, 1)",30,No
Trial 28,"(1, 2)","(4, 6)",35,Yes
Trial 29,"(5, 5)","(2, 1)",35,No
Trial 30,"(4, 4)","(1, 6)",25,No
Trial 31,"(1, 6)","(3, 2)",30,No
Trial 32,"(1, 4)","(6, 3)",30,No
Trial 33,"(2, 3)","(8, 6)",45,Yes
Trial 34,"(2, 2)","(1, 5)",20,No
Trial 35,"(5, 6)","(2, 5)",20,No
Trial 36,"(7, 2)","(1, 3)",35,No
Trial 37,"(7, 4)","(8, 1)",20,No
Trial 38,"(6, 1)","(4, 4)",25,No
Trial 39,"(2, 1)","(5, 5)",35,Yes
Trial 40,"(7, 2)","(3, 2)",20,Yes
Trial 41,"(7, 6)","(1, 2)",50,Yes
Trial 42,"(4, 6)","(7, 5)",20,Yes
Trial 43,"(2, 1)","(7, 4)",40,No
Trial 44,"(2, 3)","(8, 4)",35,Yes
Trial 45,"(4, 1)","(6, 6)",35,Yes
Trial 46,"(1, 5)","(2, 1)",25,No
Trial 47,"(3, 3)","(7, 5)",30,Yes
Trial 48,"(7, 1)","(4, 2)",20,No
Trial 49,"(5, 3)","(6, 6)",20,Yes
Trial 50,"(6, 6)","(1, 1)",50,No
Trial 51,"(5, 1)","(2, 5)",35,No
Trial 52,"(8, 4)","(2, 6)",40,No
Trial 53,"(1, 3)","(8, 2)",40,No
Trial 54,"(7, 3)","(5, 1)",20,Yes
Trial 55,"(5, 5)","(2, 1)",35,No
Trial 56,"(4, 4)","(1, 1)",30,Yes
Trial 57,"(2, 1)","(6, 4)",35,Yes
Trial 58,"(8, 5)","(8, 1)",20,Yes
Trial 59,"(7, 2)","(3, 3)",25,Yes
Trial 60,"(6, 6)","(8, 2)",30,No
Trial 61,"(8, 6)","(3, 4)",35,No
Trial 62,"(7, 3)","(4, 4)",20,No
Trial 63,"(2, 3)","(4, 5)",20,Yes
Trial 64,"(3, 2)","(1, 6)",30,No
Trial 65,"(3, 3)","(7, 4)",25,Yes
Trial 66,"(2, 2)","(2, 6)",20,Yes
Trial 67,"(7, 5)","(2, 5)",25,Yes
Trial 68,"(5, 5)","(8, 2)",30,No
Trial 69,"(3, 2)","(8, 3)",30,Yes
Trial 70,"(4, 1)","(7, 5)",35,Yes
Trial 71,"(1, 6)","(7, 1)",55,Yes
Trial 72,"(8, 2)","(2, 3)",35,Yes
Trial 73,"(2, 2)","(8, 2)",30,No
Trial 74,"(8, 6)","(8, 1)",25,No
Trial 75,"(3, 1)","(3, 6)",25,No
Trial 76,"(5, 1)","(7, 3)",20,No
Trial 77,"(8, 5)","(1, 6)",40,No
Trial 78,"(2, 6)","(8, 5)",35,No
Trial 79,"(6, 5)","(2, 5)",20,Yes
Trial 80,"(8, 5)","(5, 6)",20,Yes
Trial 81,"(7, 4)","(4, 6)",25,Yes
Trial 82,"(5, 5)","(7, 3)",20,No
Trial 83,"(4, 5)","(3, 2)",20,Yes
Trial 84,"(4, 1)","(2, 4)",25,No
Trial 85,"(2, 2)","(7, 6)",45,Yes
Trial 86,"(8, 1)","(1, 6)",60,No
Trial 87,"(7, 4)","(4, 1)",30,No
Trial 88,"(2, 3)","(4, 5)",20,Yes
Trial 89,"(6, 1)","(2, 3)",30,No
Trial 90,"(5, 1)","(2, 2)",20,Yes
Trial 91,"(6, 3)","(2, 5)",30,Yes
Trial 92,"(5, 3)","(8, 5)",25,Yes
Trial 93,"(6, 4)","(1, 2)",35,Yes
Trial 94,"(4, 4)","(2, 1)",25,Yes
Trial 95,"(1, 2)","(4, 1)",20,No
Trial 96,"(1, 4)","(7, 2)",40,No
Trial 97,"(7, 1)","(7, 6)",25,Yes
Trial 98,"(1, 3)","(4, 4)",20,No
Trial 99,"(2, 5)","(6, 5)",20,No
