Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(6, 5)","(1, 5)",25,No
Trial 1,"(3, 2)","(6, 5)",30,No
Trial 2,"(6, 5)","(1, 2)",40,No
Trial 3,"(2, 1)","(1, 5)",25,No
Trial 4,"(2, 4)","(6, 1)",35,No
Trial 5,"(3, 4)","(6, 1)",30,No
Trial 6,"(2, 5)","(6, 4)",25,No
Trial 7,"(8, 1)","(6, 5)",30,No
Trial 8,"(3, 6)","(6, 2)",35,No
Trial 9,"(4, 6)","(3, 1)",30,No
Trial 10,"(3, 1)","(5, 5)",30,No
Trial 11,"(4, 1)","(8, 4)",35,No
Trial 12,"(8, 4)","(2, 3)",35,No
Trial 13,"(7, 2)","(6, 5)",20,No
Trial 14,"(2, 5)","(1, 1)",25,No
Trial 15,"(8, 2)","(3, 1)",30,No
Trial 16,"(7, 5)","(3, 6)",25,No
Trial 17,"(6, 4)","(3, 3)",20,No
Trial 18,"(4, 1)","(5, 5)",25,No
Trial 19,"(2, 1)","(5, 4)",30,No
Trial 20,"(7, 6)","(6, 2)",25,No
Trial 21,"(1, 3)","(7, 3)",30,No
Trial 22,"(6, 2)","(1, 5)",40,No
Trial 23,"(7, 6)","(3, 3)",35,No
Trial 24,"(1, 4)","(8, 1)",50,No
Trial 25,"(7, 2)","(3, 2)",20,Yes
Trial 26,"(8, 3)","(4, 2)",25,No
Trial 27,"(1, 6)","(6, 6)",25,No
Trial 28,"(5, 2)","(1, 6)",40,No
Trial 29,"(3, 5)","(5, 3)",20,No
Trial 30,"(5, 3)","(8, 5)",25,No
Trial 31,"(8, 6)","(1, 3)",50,No
Trial 32,"(7, 4)","(2, 1)",40,No
Trial 33,"(7, 5)","(8, 2)",20,No
Trial 34,"(1, 1)","(8, 6)",60,No
Trial 35,"(1, 3)","(8, 4)",40,No
Trial 36,"(7, 3)","(5, 5)",20,No
Trial 37,"(1, 4)","(5, 1)",35,No
Trial 38,"(2, 4)","(4, 6)",20,No
Trial 39,"(7, 2)","(4, 4)",25,No
Trial 40,"(8, 1)","(4, 2)",25,No
Trial 41,"(3, 2)","(5, 4)",20,No
Trial 42,"(8, 5)","(1, 5)",35,No
Trial 43,"(5, 5)","(8, 3)",25,No
Trial 44,"(8, 3)","(6, 1)",20,No
Trial 45,"(4, 6)","(6, 4)",20,No
Trial 46,"(4, 2)","(8, 1)",25,No
Trial 47,"(5, 1)","(4, 5)",25,No
Trial 48,"(8, 3)","(6, 6)",25,No
Trial 49,"(6, 3)","(4, 6)",25,No
Trial 50,"(6, 2)","(3, 3)",20,No
Trial 51,"(3, 6)","(5, 4)",20,No
Trial 52,"(5, 6)","(8, 1)",40,No
Trial 53,"(8, 4)","(4, 4)",20,Yes
Trial 54,"(2, 1)","(7, 6)",50,No
Trial 55,"(8, 5)","(3, 2)",40,No
Trial 56,"(8, 3)","(7, 6)",20,No
Trial 57,"(4, 2)","(1, 5)",30,No
Trial 58,"(1, 6)","(3, 2)",30,No
Trial 59,"(8, 4)","(5, 5)",20,No
Trial 60,"(4, 3)","(8, 6)",35,No
Trial 61,"(7, 1)","(2, 5)",45,No
Trial 62,"(8, 4)","(3, 4)",25,Yes
Trial 63,"(6, 3)","(1, 4)",30,No
Trial 64,"(7, 2)","(3, 6)",40,No
Trial 65,"(8, 1)","(8, 6)",25,Yes
Trial 66,"(1, 2)","(7, 2)",30,No
Trial 67,"(4, 6)","(7, 1)",40,No
Trial 68,"(8, 6)","(6, 2)",30,No
Trial 69,"(7, 2)","(1, 6)",50,No
Trial 70,"(4, 4)","(8, 2)",30,No
Trial 71,"(4, 4)","(1, 3)",20,No
Trial 72,"(8, 6)","(1, 6)",35,Yes
Trial 73,"(2, 6)","(1, 3)",20,No
Trial 74,"(5, 4)","(1, 2)",30,No
Trial 75,"(1, 5)","(8, 1)",55,No
Trial 76,"(6, 6)","(3, 4)",25,No
Trial 77,"(7, 2)","(4, 4)",25,No
Trial 78,"(4, 4)","(7, 2)",25,No
Trial 79,"(4, 5)","(8, 2)",35,No
Trial 80,"(8, 4)","(2, 2)",40,No
Trial 81,"(7, 4)","(3, 5)",25,No
Trial 82,"(5, 2)","(8, 1)",20,No
Trial 83,"(4, 1)","(3, 5)",25,No
Trial 84,"(3, 3)","(5, 5)",20,No
Trial 85,"(3, 5)","(6, 4)",20,No
Trial 86,"(6, 2)","(2, 6)",40,No
Trial 87,"(1, 2)","(3, 4)",20,No
Trial 88,"(5, 5)","(7, 2)",25,No
Trial 89,"(6, 1)","(1, 5)",45,No
Trial 90,"(6, 6)","(2, 2)",40,No
Trial 91,"(3, 6)","(2, 2)",25,No
Trial 92,"(5, 6)","(6, 2)",25,No
Trial 93,"(7, 3)","(2, 4)",30,No
Trial 94,"(1, 3)","(5, 6)",35,No
Trial 95,"(3, 5)","(1, 1)",30,No
Trial 96,"(4, 4)","(8, 4)",20,No
Trial 97,"(8, 5)","(3, 5)",25,No
Trial 98,"(1, 2)","(4, 4)",25,No
Trial 99,"(5, 2)","(4, 6)",25,No
