Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(1, 6)","(5, 6)",20,No
Trial 1,"(8, 5)","(4, 5)",20,Yes
Trial 2,"(2, 6)","(8, 2)",50,No
Trial 3,"(8, 6)","(2, 3)",45,Yes
Trial 4,"(2, 4)","(5, 3)",20,Yes
Trial 5,"(8, 4)","(3, 6)",35,No
Trial 6,"(6, 6)","(3, 2)",35,Yes
Trial 7,"(7, 5)","(1, 5)",30,Yes
Trial 8,"(4, 5)","(8, 3)",30,No
Trial 9,"(8, 3)","(1, 5)",45,No
Trial 10,"(3, 4)","(7, 1)",35,No
Trial 11,"(1, 1)","(5, 2)",25,No
Trial 12,"(4, 2)","(7, 4)",25,No
Trial 13,"(5, 1)","(1, 2)",25,No
Trial 14,"(7, 5)","(1, 2)",45,Yes
Trial 15,"(1, 1)","(2, 5)",25,Yes
Trial 16,"(7, 5)","(4, 1)",35,Yes
Trial 17,"(8, 5)","(3, 2)",40,No
Trial 18,"(3, 6)","(4, 3)",20,No
Trial 19,"(1, 5)","(8, 1)",55,No
Trial 20,"(4, 6)","(8, 6)",20,Yes
Trial 21,"(1, 2)","(5, 3)",25,No
Trial 22,"(1, 6)","(8, 5)",40,Yes
Trial 23,"(3, 4)","(8, 1)",40,No
Trial 24,"(1, 1)","(5, 4)",35,Yes
Trial 25,"(6, 3)","(4, 6)",25,No
Trial 26,"(6, 2)","(8, 6)",30,No
Trial 27,"(1, 6)","(4, 5)",20,Yes
Trial 28,"(3, 2)","(7, 6)",40,No
Trial 29,"(4, 2)","(6, 5)",25,Yes
Trial 30,"(2, 5)","(7, 2)",40,No
Trial 31,"(1, 6)","(6, 6)",25,No
Trial 32,"(1, 6)","(3, 4)",20,No
Trial 33,"(5, 4)","(1, 2)",30,Yes
Trial 34,"(8, 1)","(4, 1)",20,Yes
Trial 35,"(6, 3)","(8, 6)",25,Yes
Trial 36,"(4, 6)","(2, 2)",30,Yes
Trial 37,"(3, 1)","(7, 5)",40,Yes
Trial 38,"(6, 1)","(1, 5)",45,No
Trial 39,"(7, 1)","(1, 2)",35,No
Trial 40,"(1, 6)","(3, 3)",25,Yes
Trial 41,"(1, 6)","(2, 2)",25,Yes
Trial 42,"(1, 4)","(4, 6)",25,No
Trial 43,"(7, 5)","(2, 6)",30,No
Trial 44,"(4, 4)","(8, 6)",30,No
Trial 45,"(1, 1)","(5, 6)",45,Yes
Trial 46,"(3, 6)","(8, 1)",50,No
Trial 47,"(7, 3)","(4, 5)",25,No
Trial 48,"(8, 5)","(4, 1)",40,Yes
Trial 49,"(6, 4)","(2, 6)",30,No
Trial 50,"(3, 3)","(4, 6)",20,Yes
Trial 51,"(3, 5)","(6, 6)",20,Yes
Trial 52,"(3, 6)","(8, 4)",35,No
Trial 53,"(7, 3)","(4, 1)",25,No
Trial 54,"(5, 1)","(7, 4)",25,No
Trial 55,"(2, 4)","(8, 1)",45,No
Trial 56,"(3, 4)","(4, 1)",20,Yes
Trial 57,"(5, 4)","(3, 1)",25,Yes
Trial 58,"(3, 2)","(4, 6)",25,Yes
Trial 59,"(5, 1)","(4, 4)",20,Yes
Trial 60,"(1, 2)","(6, 1)",30,Yes
Trial 61,"(5, 4)","(8, 3)",20,No
Trial 62,"(2, 1)","(5, 2)",20,Yes
Trial 63,"(2, 5)","(8, 4)",35,No
Trial 64,"(1, 3)","(5, 2)",25,Yes
Trial 65,"(6, 5)","(7, 2)",20,No
Trial 66,"(6, 3)","(7, 6)",20,No
Trial 67,"(5, 1)","(8, 4)",30,No
Trial 68,"(3, 3)","(7, 6)",35,No
Trial 69,"(2, 2)","(5, 4)",25,Yes
Trial 70,"(5, 4)","(1, 2)",30,Yes
Trial 71,"(2, 4)","(5, 2)",25,Yes
Trial 72,"(1, 1)","(4, 4)",30,No
Trial 73,"(2, 2)","(7, 1)",30,No
Trial 74,"(1, 2)","(6, 5)",40,Yes
Trial 75,"(6, 2)","(4, 5)",25,Yes
Trial 76,"(7, 6)","(3, 5)",25,No
Trial 77,"(5, 3)","(2, 1)",25,No
Trial 78,"(7, 4)","(3, 1)",35,Yes
Trial 79,"(4, 1)","(4, 5)",20,No
Trial 80,"(4, 3)","(6, 5)",20,Yes
Trial 81,"(2, 6)","(1, 3)",20,Yes
Trial 82,"(5, 2)","(1, 5)",35,No
Trial 83,"(2, 3)","(5, 2)",20,No
Trial 84,"(4, 6)","(2, 4)",20,No
Trial 85,"(7, 1)","(2, 1)",25,Yes
Trial 86,"(6, 5)","(2, 6)",25,No
Trial 87,"(6, 6)","(4, 3)",25,Yes
Trial 88,"(1, 1)","(8, 2)",40,No
Trial 89,"(2, 3)","(4, 1)",20,No
Trial 90,"(4, 3)","(2, 5)",20,No
Trial 91,"(8, 3)","(5, 2)",20,Yes
Trial 92,"(1, 3)","(5, 3)",20,Yes
Trial 93,"(7, 2)","(4, 3)",20,Yes
Trial 94,"(5, 5)","(3, 2)",25,No
Trial 95,"(7, 4)","(4, 1)",30,Yes
Trial 96,"(3, 2)","(7, 3)",25,Yes
Trial 97,"(1, 2)","(5, 1)",25,Yes
Trial 98,"(1, 3)","(3, 6)",25,Yes
Trial 99,"(5, 4)","(6, 1)",20,Yes
