Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(6, 3)","(3, 1)",25,Yes
Trial 1,"(2, 1)","(6, 1)",20,No
Trial 2,"(3, 6)","(1, 2)",30,Yes
Trial 3,"(1, 4)","(6, 2)",35,Yes
Trial 4,"(2, 2)","(5, 3)",20,Yes
Trial 5,"(6, 1)","(2, 3)",30,No
Trial 6,"(6, 6)","(4, 4)",20,Yes
Trial 7,"(6, 1)","(8, 5)",30,Yes
Trial 8,"(8, 3)","(2, 5)",40,No
Trial 9,"(7, 4)","(8, 1)",20,No
Trial 10,"(8, 1)","(3, 4)",40,No
Trial 11,"(4, 4)","(2, 6)",20,No
Trial 12,"(4, 5)","(1, 6)",20,Yes
Trial 13,"(8, 6)","(5, 2)",35,Yes
Trial 14,"(7, 1)","(6, 6)",30,No
Trial 15,"(7, 3)","(3, 5)",30,No
Trial 16,"(5, 1)","(1, 1)",20,No
Trial 17,"(8, 4)","(1, 2)",45,Yes
Trial 18,"(1, 4)","(8, 3)",40,Yes
Trial 19,"(1, 4)","(8, 5)",40,Yes
Trial 20,"(4, 2)","(3, 5)",20,No
Trial 21,"(8, 3)","(2, 5)",40,Yes
Trial 22,"(3, 5)","(5, 1)",30,Yes
Trial 23,"(1, 5)","(8, 4)",40,Yes
Trial 24,"(1, 5)","(5, 3)",30,No
Trial 25,"(1, 2)","(8, 6)",55,Yes
Trial 26,"(6, 2)","(1, 3)",30,No
Trial 27,"(7, 3)","(4, 5)",25,No
Trial 28,"(8, 1)","(1, 6)",60,No
Trial 29,"(5, 3)","(1, 2)",25,No
Trial 30,"(1, 3)","(8, 1)",45,No
Trial 31,"(7, 5)","(1, 5)",30,Yes
Trial 32,"(2, 1)","(6, 3)",30,No
Trial 33,"(3, 1)","(1, 4)",25,No
Trial 34,"(3, 1)","(7, 6)",45,Yes
Trial 35,"(6, 1)","(4, 5)",30,Yes
Trial 36,"(4, 4)","(8, 6)",30,No
Trial 37,"(3, 6)","(5, 2)",30,No
Trial 38,"(6, 1)","(1, 4)",40,Yes
Trial 39,"(4, 2)","(1, 3)",20,Yes
Trial 40,"(4, 6)","(1, 1)",40,Yes
Trial 41,"(1, 2)","(4, 1)",20,Yes
Trial 42,"(8, 5)","(8, 1)",20,Yes
Trial 43,"(7, 6)","(4, 1)",40,No
Trial 44,"(6, 2)","(7, 5)",20,Yes
Trial 45,"(1, 2)","(4, 5)",30,No
Trial 46,"(7, 4)","(4, 2)",25,No
Trial 47,"(4, 5)","(2, 2)",25,No
Trial 48,"(8, 1)","(7, 4)",20,No
Trial 49,"(7, 6)","(3, 4)",30,No
Trial 50,"(7, 6)","(7, 2)",20,No
Trial 51,"(8, 1)","(8, 5)",20,Yes
Trial 52,"(5, 2)","(1, 6)",40,No
Trial 53,"(4, 6)","(5, 3)",20,Yes
Trial 54,"(4, 3)","(6, 6)",25,No
Trial 55,"(7, 6)","(4, 2)",35,No
Trial 56,"(7, 6)","(5, 1)",35,Yes
Trial 57,"(7, 4)","(2, 2)",35,No
Trial 58,"(2, 6)","(8, 1)",55,Yes
Trial 59,"(2, 3)","(6, 5)",30,No
Trial 60,"(1, 3)","(7, 5)",40,Yes
Trial 61,"(4, 3)","(2, 1)",20,No
Trial 62,"(6, 6)","(7, 3)",20,No
Trial 63,"(3, 4)","(5, 6)",20,No
Trial 64,"(5, 5)","(8, 3)",25,Yes
Trial 65,"(8, 5)","(3, 1)",45,Yes
Trial 66,"(6, 4)","(1, 4)",25,No
Trial 67,"(2, 5)","(7, 1)",45,No
Trial 68,"(6, 2)","(3, 3)",20,No
Trial 69,"(7, 6)","(3, 6)",20,No
Trial 70,"(3, 6)","(7, 5)",25,No
Trial 71,"(4, 1)","(3, 6)",30,No
Trial 72,"(3, 2)","(6, 1)",20,Yes
Trial 73,"(4, 5)","(2, 3)",20,No
Trial 74,"(7, 4)","(1, 4)",30,No
Trial 75,"(5, 2)","(3, 5)",25,No
Trial 76,"(7, 3)","(1, 2)",35,Yes
Trial 77,"(7, 2)","(3, 5)",35,No
Trial 78,"(5, 5)","(5, 1)",20,No
Trial 79,"(1, 1)","(5, 2)",25,No
Trial 80,"(6, 6)","(3, 4)",25,No
Trial 81,"(7, 5)","(1, 6)",35,Yes
Trial 82,"(3, 5)","(6, 4)",20,No
Trial 83,"(3, 2)","(4, 6)",25,Yes
Trial 84,"(3, 2)","(6, 1)",20,No
Trial 85,"(8, 1)","(1, 1)",35,Yes
Trial 86,"(7, 3)","(1, 4)",35,Yes
Trial 87,"(1, 1)","(6, 3)",35,No
Trial 88,"(7, 2)","(4, 3)",20,No
Trial 89,"(8, 6)","(2, 5)",35,No
Trial 90,"(3, 1)","(3, 6)",25,Yes
Trial 91,"(1, 2)","(6, 1)",30,Yes
Trial 92,"(5, 3)","(8, 1)",25,No
Trial 93,"(1, 2)","(5, 3)",25,No
Trial 94,"(4, 5)","(8, 3)",30,Yes
Trial 95,"(3, 1)","(1, 5)",30,Yes
Trial 96,"(6, 1)","(3, 4)",30,No
Trial 97,"(1, 5)","(8, 2)",50,No
Trial 98,"(1, 6)","(8, 1)",60,Yes
Trial 99,"(3, 5)","(3, 1)",20,Yes
