Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(4, 1)","(2, 5)",30,Yes
Trial 1,"(3, 1)","(8, 6)",50,No
Trial 2,"(3, 4)","(1, 2)",20,No
Trial 3,"(8, 6)","(1, 1)",60,Yes
Trial 4,"(8, 5)","(3, 5)",25,Yes
Trial 5,"(3, 2)","(6, 1)",20,Yes
Trial 6,"(8, 2)","(1, 5)",50,No
Trial 7,"(4, 4)","(2, 1)",25,No
Trial 8,"(1, 6)","(2, 3)",20,No
Trial 9,"(8, 3)","(4, 5)",30,Yes
Trial 10,"(7, 6)","(4, 5)",20,Yes
Trial 11,"(4, 2)","(6, 5)",25,No
Trial 12,"(6, 5)","(2, 4)",25,No
Trial 13,"(3, 6)","(6, 2)",35,Yes
Trial 14,"(7, 6)","(2, 6)",25,Yes
Trial 15,"(8, 5)","(1, 2)",50,Yes
Trial 16,"(7, 5)","(4, 2)",30,Yes
Trial 17,"(1, 4)","(6, 2)",35,No
Trial 18,"(5, 5)","(7, 2)",25,No
Trial 19,"(2, 4)","(1, 1)",20,No
Trial 20,"(4, 5)","(6, 3)",20,Yes
Trial 21,"(2, 6)","(3, 3)",20,Yes
Trial 22,"(1, 1)","(5, 3)",30,Yes
Trial 23,"(5, 6)","(3, 2)",30,Yes
Trial 24,"(8, 4)","(3, 4)",25,Yes
Trial 25,"(7, 3)","(8, 6)",20,No
Trial 26,"(8, 4)","(6, 6)",20,No
Trial 27,"(5, 1)","(6, 5)",25,Yes
Trial 28,"(6, 4)","(3, 5)",20,Yes
Trial 29,"(3, 6)","(3, 1)",25,No
Trial 30,"(5, 2)","(6, 6)",25,No
Trial 31,"(4, 3)","(8, 4)",25,Yes
Trial 32,"(6, 6)","(2, 4)",30,Yes
Trial 33,"(2, 1)","(7, 4)",40,No
Trial 34,"(2, 3)","(5, 2)",20,No
Trial 35,"(1, 4)","(6, 5)",30,No
Trial 36,"(2, 3)","(8, 4)",35,No
Trial 37,"(4, 3)","(1, 4)",20,No
Trial 38,"(2, 2)","(7, 6)",45,Yes
Trial 39,"(3, 1)","(2, 6)",30,Yes
Trial 40,"(5, 5)","(6, 1)",25,No
Trial 41,"(4, 5)","(4, 1)",20,No
Trial 42,"(3, 2)","(7, 4)",30,Yes
Trial 43,"(5, 6)","(3, 4)",20,Yes
Trial 44,"(2, 6)","(7, 6)",25,Yes
Trial 45,"(7, 3)","(4, 6)",30,No
Trial 46,"(3, 6)","(6, 4)",25,Yes
Trial 47,"(1, 6)","(5, 4)",30,Yes
Trial 48,"(1, 1)","(4, 6)",40,No
Trial 49,"(4, 3)","(7, 2)",20,No
Trial 50,"(5, 2)","(8, 4)",25,Yes
Trial 51,"(2, 2)","(4, 5)",25,Yes
Trial 52,"(6, 2)","(2, 6)",40,No
Trial 53,"(7, 4)","(1, 6)",40,Yes
Trial 54,"(7, 2)","(2, 3)",30,Yes
Trial 55,"(7, 5)","(1, 6)",35,Yes
Trial 56,"(8, 5)","(3, 5)",25,Yes
Trial 57,"(6, 3)","(1, 1)",35,No
Trial 58,"(8, 3)","(2, 6)",45,Yes
Trial 59,"(8, 1)","(5, 2)",20,Yes
Trial 60,"(4, 5)","(7, 2)",30,Yes
Trial 61,"(4, 3)","(6, 6)",25,Yes
Trial 62,"(4, 1)","(5, 4)",20,Yes
Trial 63,"(5, 4)","(1, 2)",30,Yes
Trial 64,"(7, 2)","(1, 2)",30,No
Trial 65,"(4, 5)","(6, 2)",25,Yes
Trial 66,"(3, 3)","(7, 4)",25,No
Trial 67,"(8, 4)","(3, 6)",35,Yes
Trial 68,"(4, 2)","(1, 1)",20,No
Trial 69,"(5, 4)","(1, 5)",25,No
Trial 70,"(1, 4)","(7, 3)",35,Yes
Trial 71,"(2, 3)","(5, 5)",25,Yes
Trial 72,"(2, 2)","(2, 6)",20,Yes
Trial 73,"(2, 1)","(7, 4)",40,Yes
Trial 74,"(4, 3)","(3, 6)",20,No
Trial 75,"(1, 6)","(7, 4)",40,Yes
Trial 76,"(7, 5)","(4, 4)",20,Yes
Trial 77,"(4, 3)","(7, 4)",20,Yes
Trial 78,"(6, 6)","(3, 3)",30,Yes
Trial 79,"(1, 6)","(6, 3)",40,Yes
Trial 80,"(2, 1)","(7, 3)",35,No
Trial 81,"(4, 6)","(1, 1)",40,No
Trial 82,"(4, 5)","(8, 5)",20,No
Trial 83,"(8, 5)","(4, 1)",40,Yes
Trial 84,"(4, 4)","(8, 2)",30,No
Trial 85,"(4, 2)","(6, 4)",20,Yes
Trial 86,"(6, 3)","(7, 6)",20,No
Trial 87,"(4, 6)","(5, 2)",25,Yes
Trial 88,"(8, 2)","(4, 1)",25,No
Trial 89,"(5, 4)","(2, 5)",20,Yes
Trial 90,"(5, 3)","(2, 6)",30,Yes
Trial 91,"(7, 5)","(3, 3)",30,Yes
Trial 92,"(8, 5)","(2, 2)",45,No
Trial 93,"(7, 6)","(2, 5)",30,No
Trial 94,"(3, 1)","(3, 5)",20,No
Trial 95,"(5, 2)","(5, 6)",20,No
Trial 96,"(7, 5)","(2, 4)",30,Yes
Trial 97,"(5, 4)","(7, 2)",20,No
Trial 98,"(6, 6)","(4, 1)",35,Yes
Trial 99,"(3, 4)","(7, 5)",25,Yes
