Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(1, 3)","(6, 3)",25,No
Trial 1,"(3, 1)","(7, 3)",30,No
Trial 2,"(5, 2)","(3, 5)",25,No
Trial 3,"(1, 4)","(4, 5)",20,No
Trial 4,"(7, 3)","(3, 1)",30,Yes
Trial 5,"(6, 2)","(5, 6)",25,No
Trial 6,"(2, 5)","(8, 5)",30,No
Trial 7,"(5, 1)","(1, 3)",30,No
Trial 8,"(1, 3)","(3, 5)",20,No
Trial 9,"(1, 3)","(7, 4)",35,Yes
Trial 10,"(7, 6)","(3, 5)",25,No
Trial 11,"(1, 5)","(8, 2)",50,No
Trial 12,"(1, 4)","(8, 3)",40,No
Trial 13,"(2, 2)","(5, 3)",20,No
Trial 14,"(6, 5)","(8, 3)",20,No
Trial 15,"(4, 6)","(6, 4)",20,No
Trial 16,"(8, 5)","(4, 2)",35,No
Trial 17,"(2, 3)","(6, 6)",35,No
Trial 18,"(2, 6)","(7, 1)",50,No
Trial 19,"(7, 5)","(2, 2)",40,No
Trial 20,"(8, 6)","(6, 4)",20,No
Trial 21,"(4, 4)","(8, 5)",25,No
Trial 22,"(4, 5)","(2, 1)",30,No
Trial 23,"(4, 5)","(8, 1)",40,No
Trial 24,"(4, 1)","(1, 6)",40,No
Trial 25,"(7, 4)","(4, 6)",25,Yes
Trial 26,"(8, 6)","(3, 4)",35,Yes
Trial 27,"(8, 6)","(1, 2)",55,No
Trial 28,"(7, 1)","(4, 2)",20,No
Trial 29,"(3, 3)","(7, 4)",25,Yes
Trial 30,"(8, 3)","(6, 1)",20,No
Trial 31,"(8, 1)","(4, 4)",35,No
Trial 32,"(1, 3)","(8, 6)",50,No
Trial 33,"(1, 4)","(7, 5)",35,No
Trial 34,"(4, 3)","(3, 6)",20,Yes
Trial 35,"(8, 2)","(8, 6)",20,Yes
Trial 36,"(4, 4)","(7, 6)",25,Yes
Trial 37,"(3, 1)","(5, 5)",30,No
Trial 38,"(3, 1)","(7, 6)",45,Yes
Trial 39,"(2, 3)","(8, 5)",40,Yes
Trial 40,"(4, 1)","(1, 2)",20,No
Trial 41,"(8, 4)","(1, 5)",40,No
Trial 42,"(8, 5)","(2, 2)",45,No
Trial 43,"(1, 4)","(8, 3)",40,No
Trial 44,"(5, 6)","(7, 4)",20,No
Trial 45,"(4, 6)","(2, 4)",20,No
Trial 46,"(7, 3)","(2, 5)",35,Yes
Trial 47,"(1, 1)","(2, 4)",20,No
Trial 48,"(5, 6)","(3, 2)",30,No
Trial 49,"(7, 2)","(8, 6)",25,Yes
Trial 50,"(1, 4)","(2, 1)",20,Yes
Trial 51,"(2, 1)","(1, 6)",30,No
Trial 52,"(7, 5)","(5, 1)",30,No
Trial 53,"(4, 1)","(3, 5)",25,No
Trial 54,"(5, 4)","(1, 2)",30,Yes
Trial 55,"(6, 4)","(2, 1)",35,Yes
Trial 56,"(4, 3)","(8, 6)",35,Yes
Trial 57,"(4, 6)","(1, 2)",35,Yes
Trial 58,"(1, 5)","(7, 5)",30,Yes
Trial 59,"(1, 2)","(6, 1)",30,Yes
Trial 60,"(4, 5)","(2, 2)",25,No
Trial 61,"(3, 3)","(6, 1)",25,No
Trial 62,"(1, 4)","(4, 2)",25,Yes
Trial 63,"(1, 6)","(6, 1)",50,No
Trial 64,"(7, 6)","(5, 2)",30,No
Trial 65,"(1, 4)","(5, 6)",30,No
Trial 66,"(8, 1)","(4, 2)",25,No
Trial 67,"(3, 5)","(6, 6)",20,Yes
Trial 68,"(3, 5)","(7, 4)",25,No
Trial 69,"(3, 1)","(7, 5)",40,No
Trial 70,"(8, 2)","(4, 2)",20,Yes
Trial 71,"(8, 6)","(6, 2)",30,Yes
Trial 72,"(3, 4)","(6, 3)",20,No
Trial 73,"(6, 6)","(1, 2)",45,No
Trial 74,"(4, 2)","(1, 5)",30,No
Trial 75,"(2, 4)","(6, 5)",25,Yes
Trial 76,"(1, 1)","(4, 3)",25,No
Trial 77,"(2, 2)","(6, 4)",30,Yes
Trial 78,"(4, 5)","(1, 1)",35,No
Trial 79,"(4, 2)","(7, 6)",35,Yes
Trial 80,"(7, 2)","(4, 5)",30,No
Trial 81,"(4, 2)","(8, 3)",25,Yes
Trial 82,"(5, 3)","(4, 6)",20,No
Trial 83,"(5, 6)","(6, 1)",30,No
Trial 84,"(4, 6)","(7, 1)",40,No
Trial 85,"(1, 5)","(3, 3)",20,No
Trial 86,"(2, 1)","(7, 5)",45,No
Trial 87,"(1, 5)","(5, 2)",35,No
Trial 88,"(2, 3)","(8, 1)",40,No
Trial 89,"(2, 4)","(8, 5)",35,No
Trial 90,"(4, 6)","(8, 5)",25,No
Trial 91,"(2, 5)","(3, 1)",25,No
Trial 92,"(2, 6)","(7, 1)",50,No
Trial 93,"(7, 6)","(3, 1)",45,No
Trial 94,"(7, 5)","(3, 1)",40,No
Trial 95,"(5, 6)","(8, 2)",35,No
Trial 96,"(7, 3)","(5, 6)",25,No
Trial 97,"(3, 6)","(6, 5)",20,No
Trial 98,"(5, 4)","(8, 6)",25,No
Trial 99,"(3, 1)","(7, 3)",30,Yes
