Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(1, 6)","(5, 5)",25,No
Trial 1,"(7, 5)","(5, 2)",25,No
Trial 2,"(8, 4)","(6, 1)",25,Yes
Trial 3,"(4, 6)","(1, 2)",35,Yes
Trial 4,"(8, 2)","(4, 1)",25,No
Trial 5,"(1, 2)","(4, 5)",30,No
Trial 6,"(5, 3)","(4, 6)",20,No
Trial 7,"(2, 4)","(8, 6)",40,Yes
Trial 8,"(4, 3)","(1, 2)",20,No
Trial 9,"(5, 6)","(4, 1)",30,No
Trial 10,"(1, 5)","(3, 2)",25,Yes
Trial 11,"(3, 5)","(8, 6)",30,No
Trial 12,"(6, 1)","(2, 4)",35,Yes
Trial 13,"(1, 1)","(6, 3)",35,Yes
Trial 14,"(5, 5)","(1, 6)",25,No
Trial 15,"(7, 1)","(3, 6)",45,No
Trial 16,"(4, 6)","(8, 4)",30,Yes
Trial 17,"(4, 5)","(4, 1)",20,No
Trial 18,"(5, 5)","(4, 2)",20,Yes
Trial 19,"(6, 6)","(3, 2)",35,Yes
Trial 20,"(6, 6)","(7, 2)",25,No
Trial 21,"(2, 2)","(8, 3)",35,Yes
Trial 22,"(6, 4)","(2, 4)",20,No
Trial 23,"(7, 3)","(2, 5)",35,Yes
Trial 24,"(2, 2)","(4, 5)",25,No
Trial 25,"(1, 6)","(3, 2)",30,No
Trial 26,"(6, 3)","(3, 2)",20,No
Trial 27,"(7, 2)","(5, 4)",20,Yes
Trial 28,"(7, 6)","(8, 1)",30,No
Trial 29,"(8, 6)","(2, 6)",30,No
Trial 30,"(2, 3)","(6, 1)",30,Yes
Trial 31,"(7, 5)","(2, 4)",30,No
Trial 32,"(4, 1)","(4, 5)",20,No
Trial 33,"(3, 2)","(7, 4)",30,No
Trial 34,"(2, 2)","(5, 1)",20,No
Trial 35,"(2, 5)","(6, 1)",40,No
Trial 36,"(8, 6)","(1, 5)",40,No
Trial 37,"(8, 3)","(1, 2)",40,Yes
Trial 38,"(1, 6)","(4, 1)",40,Yes
Trial 39,"(5, 5)","(2, 2)",30,No
Trial 40,"(4, 1)","(1, 2)",20,Yes
Trial 41,"(7, 4)","(8, 1)",20,No
Trial 42,"(4, 3)","(1, 2)",20,No
Trial 43,"(8, 4)","(1, 4)",35,Yes
Trial 44,"(8, 4)","(2, 2)",40,No
Trial 45,"(4, 5)","(7, 1)",35,Yes
Trial 46,"(8, 2)","(1, 3)",40,Yes
Trial 47,"(4, 1)","(5, 6)",30,No
Trial 48,"(7, 4)","(8, 1)",20,No
Trial 49,"(1, 5)","(8, 6)",40,Yes
Trial 50,"(2, 6)","(8, 1)",55,No
Trial 51,"(4, 6)","(1, 3)",30,Yes
Trial 52,"(4, 2)","(2, 6)",30,No
Trial 53,"(5, 6)","(4, 3)",20,No
Trial 54,"(3, 3)","(1, 6)",25,No
Trial 55,"(4, 5)","(8, 6)",25,No
Trial 56,"(7, 5)","(3, 2)",35,Yes
Trial 57,"(1, 1)","(7, 3)",40,No
Trial 58,"(2, 4)","(6, 4)",20,No
Trial 59,"(1, 5)","(6, 5)",25,No
Trial 60,"(4, 1)","(8, 4)",35,No
Trial 61,"(8, 6)","(4, 1)",45,Yes
Trial 62,"(3, 5)","(8, 1)",45,No
Trial 63,"(4, 5)","(7, 1)",35,Yes
Trial 64,"(7, 2)","(2, 2)",25,Yes
Trial 65,"(1, 6)","(5, 5)",25,No
Trial 66,"(4, 5)","(2, 3)",20,No
Trial 67,"(8, 3)","(1, 1)",45,No
Trial 68,"(1, 1)","(5, 5)",40,Yes
Trial 69,"(8, 3)","(1, 2)",40,No
Trial 70,"(7, 3)","(6, 6)",20,No
Trial 71,"(5, 4)","(3, 1)",25,No
Trial 72,"(2, 2)","(5, 6)",35,Yes
Trial 73,"(2, 2)","(4, 6)",30,No
Trial 74,"(3, 3)","(1, 5)",20,No
Trial 75,"(4, 1)","(2, 5)",30,No
Trial 76,"(4, 5)","(4, 1)",20,No
Trial 77,"(5, 2)","(8, 1)",20,No
Trial 78,"(8, 5)","(5, 4)",20,No
Trial 79,"(5, 6)","(5, 1)",25,Yes
Trial 80,"(3, 1)","(6, 2)",20,No
Trial 81,"(6, 1)","(5, 4)",20,Yes
Trial 82,"(3, 2)","(5, 6)",30,Yes
Trial 83,"(7, 1)","(1, 2)",35,No
Trial 84,"(1, 4)","(8, 3)",40,Yes
Trial 85,"(7, 5)","(2, 5)",25,No
Trial 86,"(6, 1)","(1, 5)",45,No
Trial 87,"(7, 4)","(2, 2)",35,No
Trial 88,"(8, 3)","(4, 5)",30,No
Trial 89,"(8, 6)","(2, 5)",35,No
Trial 90,"(3, 3)","(7, 1)",30,No
Trial 91,"(6, 4)","(4, 6)",20,Yes
Trial 92,"(1, 4)","(6, 4)",25,Yes
Trial 93,"(8, 1)","(4, 5)",40,No
Trial 94,"(8, 1)","(1, 3)",45,No
Trial 95,"(2, 3)","(5, 2)",20,No
Trial 96,"(8, 5)","(1, 1)",55,No
Trial 97,"(2, 5)","(4, 1)",30,No
Trial 98,"(4, 3)","(3, 6)",20,No
Trial 99,"(6, 2)","(1, 3)",30,Yes
