Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(4, 5)","(8, 5)",20,Yes
Trial 1,"(5, 4)","(7, 1)",25,No
Trial 2,"(2, 4)","(6, 4)",20,No
Trial 3,"(6, 5)","(3, 2)",30,No
Trial 4,"(6, 6)","(6, 2)",20,No
Trial 5,"(1, 3)","(4, 1)",25,No
Trial 6,"(8, 1)","(6, 3)",20,No
Trial 7,"(7, 3)","(4, 2)",20,No
Trial 8,"(1, 4)","(8, 6)",45,No
Trial 9,"(8, 2)","(3, 4)",35,No
Trial 10,"(1, 2)","(1, 6)",20,No
Trial 11,"(7, 4)","(2, 4)",25,No
Trial 12,"(3, 4)","(8, 6)",35,No
Trial 13,"(8, 4)","(2, 1)",45,No
Trial 14,"(5, 1)","(7, 3)",20,No
Trial 15,"(7, 1)","(2, 2)",30,No
Trial 16,"(5, 3)","(2, 2)",20,No
Trial 17,"(3, 2)","(8, 4)",35,No
Trial 18,"(2, 5)","(3, 2)",20,No
Trial 19,"(5, 2)","(8, 3)",20,No
Trial 20,"(6, 1)","(3, 2)",20,No
Trial 21,"(7, 2)","(4, 1)",20,No
Trial 22,"(5, 1)","(1, 1)",20,No
Trial 23,"(8, 6)","(5, 3)",30,No
Trial 24,"(7, 4)","(1, 2)",40,No
Trial 25,"(1, 5)","(4, 2)",30,No
Trial 26,"(2, 1)","(4, 6)",35,No
Trial 27,"(7, 5)","(2, 6)",30,No
Trial 28,"(4, 6)","(8, 5)",25,No
Trial 29,"(6, 6)","(1, 5)",30,No
Trial 30,"(2, 6)","(7, 2)",45,No
Trial 31,"(7, 4)","(2, 2)",35,No
Trial 32,"(5, 3)","(4, 6)",20,No
Trial 33,"(5, 4)","(1, 6)",30,No
Trial 34,"(7, 3)","(1, 5)",40,No
Trial 35,"(8, 3)","(1, 2)",40,No
Trial 36,"(7, 1)","(8, 6)",30,No
Trial 37,"(7, 5)","(2, 1)",45,No
Trial 38,"(7, 2)","(5, 6)",30,No
Trial 39,"(6, 6)","(3, 5)",20,No
Trial 40,"(5, 4)","(3, 6)",20,No
Trial 41,"(5, 5)","(1, 6)",25,No
Trial 42,"(7, 2)","(2, 2)",25,No
Trial 43,"(7, 5)","(5, 1)",30,No
Trial 44,"(3, 1)","(7, 4)",35,No
Trial 45,"(5, 3)","(3, 5)",20,No
Trial 46,"(3, 1)","(8, 5)",45,No
Trial 47,"(2, 5)","(6, 2)",35,No
Trial 48,"(7, 6)","(1, 3)",45,No
Trial 49,"(8, 2)","(2, 3)",35,No
Trial 50,"(5, 3)","(8, 4)",20,No
Trial 51,"(1, 3)","(8, 2)",40,No
Trial 52,"(5, 3)","(7, 1)",20,No
Trial 53,"(5, 5)","(2, 3)",25,No
Trial 54,"(2, 5)","(2, 1)",20,No
Trial 55,"(7, 6)","(5, 1)",35,No
Trial 56,"(4, 2)","(1, 6)",35,No
Trial 57,"(1, 4)","(2, 1)",20,No
Trial 58,"(8, 3)","(4, 1)",30,No
Trial 59,"(7, 3)","(5, 1)",20,No
Trial 60,"(4, 2)","(7, 5)",30,No
Trial 61,"(7, 1)","(3, 2)",25,No
Trial 62,"(2, 5)","(5, 4)",20,No
Trial 63,"(4, 1)","(4, 6)",25,No
Trial 64,"(4, 6)","(8, 3)",35,No
Trial 65,"(8, 2)","(5, 1)",20,No
Trial 66,"(6, 4)","(1, 3)",30,No
Trial 67,"(6, 1)","(6, 5)",20,No
Trial 68,"(8, 5)","(2, 6)",35,No
Trial 69,"(6, 6)","(4, 4)",20,No
Trial 70,"(5, 4)","(2, 1)",30,No
Trial 71,"(1, 4)","(5, 3)",25,No
Trial 72,"(6, 6)","(4, 2)",30,No
Trial 73,"(3, 5)","(1, 2)",25,No
Trial 74,"(6, 6)","(4, 2)",30,No
Trial 75,"(8, 6)","(3, 4)",35,No
Trial 76,"(1, 1)","(4, 3)",25,No
Trial 77,"(3, 5)","(6, 3)",25,No
Trial 78,"(8, 3)","(4, 1)",30,No
Trial 79,"(1, 5)","(7, 5)",30,No
Trial 80,"(1, 5)","(2, 2)",20,No
Trial 81,"(4, 6)","(2, 2)",30,No
Trial 82,"(4, 3)","(7, 1)",25,No
Trial 83,"(7, 2)","(4, 4)",25,No
Trial 84,"(8, 2)","(6, 4)",20,No
Trial 85,"(3, 3)","(8, 6)",40,No
Trial 86,"(5, 4)","(8, 3)",20,No
Trial 87,"(7, 1)","(1, 6)",55,No
Trial 88,"(2, 4)","(8, 1)",45,No
Trial 89,"(5, 5)","(8, 2)",30,No
Trial 90,"(3, 2)","(6, 4)",25,No
Trial 91,"(6, 5)","(1, 6)",30,No
Trial 92,"(1, 6)","(8, 6)",35,Yes
Trial 93,"(7, 6)","(1, 3)",45,No
Trial 94,"(3, 3)","(5, 1)",20,No
Trial 95,"(2, 1)","(6, 3)",30,No
Trial 96,"(5, 5)","(1, 6)",25,No
Trial 97,"(3, 6)","(6, 5)",20,No
Trial 98,"(2, 2)","(6, 1)",25,No
Trial 99,"(1, 1)","(5, 4)",35,No
