Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(2, 3)","(8, 6)",45,No
Trial 1,"(1, 1)","(5, 5)",40,Yes
Trial 2,"(2, 6)","(5, 5)",20,No
Trial 3,"(1, 4)","(7, 6)",40,Yes
Trial 4,"(1, 2)","(2, 6)",25,Yes
Trial 5,"(8, 1)","(1, 6)",60,No
Trial 6,"(8, 1)","(2, 5)",50,No
Trial 7,"(3, 6)","(1, 3)",25,Yes
Trial 8,"(2, 6)","(7, 1)",50,No
Trial 9,"(3, 1)","(7, 2)",25,Yes
Trial 10,"(1, 5)","(7, 1)",50,No
Trial 11,"(5, 1)","(8, 5)",35,Yes
Trial 12,"(4, 3)","(8, 4)",25,Yes
Trial 13,"(3, 3)","(5, 1)",20,No
Trial 14,"(2, 3)","(5, 1)",25,No
Trial 15,"(1, 4)","(6, 4)",25,Yes
Trial 16,"(7, 3)","(2, 3)",25,Yes
Trial 17,"(8, 6)","(4, 6)",20,No
Trial 18,"(2, 5)","(7, 1)",45,No
Trial 19,"(3, 6)","(8, 4)",35,No
Trial 20,"(3, 2)","(6, 3)",20,Yes
Trial 21,"(2, 6)","(4, 1)",35,No
Trial 22,"(8, 1)","(3, 2)",30,No
Trial 23,"(8, 6)","(8, 2)",20,No
Trial 24,"(1, 6)","(6, 6)",25,Yes
Trial 25,"(5, 6)","(3, 4)",20,No
Trial 26,"(3, 5)","(7, 2)",35,No
Trial 27,"(7, 6)","(8, 3)",20,No
Trial 28,"(4, 2)","(6, 6)",30,No
Trial 29,"(6, 2)","(3, 5)",30,No
Trial 30,"(4, 4)","(1, 1)",30,Yes
Trial 31,"(6, 2)","(4, 6)",30,No
Trial 32,"(7, 1)","(5, 4)",25,No
Trial 33,"(8, 6)","(7, 1)",30,No
Trial 34,"(7, 5)","(2, 1)",45,No
Trial 35,"(5, 3)","(2, 5)",25,No
Trial 36,"(1, 1)","(2, 6)",30,Yes
Trial 37,"(8, 1)","(4, 4)",35,No
Trial 38,"(5, 6)","(1, 2)",40,Yes
Trial 39,"(8, 3)","(5, 2)",20,No
Trial 40,"(6, 3)","(1, 2)",30,No
Trial 41,"(7, 1)","(6, 4)",20,No
Trial 42,"(1, 2)","(7, 1)",35,No
Trial 43,"(4, 5)","(7, 4)",20,No
Trial 44,"(7, 2)","(3, 3)",25,No
Trial 45,"(8, 1)","(6, 4)",25,No
Trial 46,"(5, 5)","(2, 1)",35,No
Trial 47,"(8, 4)","(7, 1)",20,No
Trial 48,"(8, 3)","(2, 4)",35,No
Trial 49,"(3, 5)","(4, 1)",25,No
Trial 50,"(7, 1)","(2, 2)",30,No
Trial 51,"(5, 6)","(6, 1)",30,No
Trial 52,"(1, 1)","(5, 6)",45,No
Trial 53,"(5, 1)","(3, 4)",25,No
Trial 54,"(7, 1)","(3, 5)",40,No
Trial 55,"(3, 2)","(7, 3)",25,No
Trial 56,"(1, 3)","(8, 6)",50,Yes
Trial 57,"(6, 4)","(2, 1)",35,Yes
Trial 58,"(3, 2)","(6, 3)",20,No
Trial 59,"(1, 6)","(1, 2)",20,Yes
Trial 60,"(4, 5)","(1, 1)",35,Yes
Trial 61,"(2, 2)","(8, 2)",30,No
Trial 62,"(2, 4)","(8, 1)",45,No
Trial 63,"(5, 4)","(1, 1)",35,No
Trial 64,"(1, 2)","(3, 4)",20,No
Trial 65,"(7, 6)","(8, 3)",20,Yes
Trial 66,"(3, 3)","(8, 2)",30,No
Trial 67,"(3, 4)","(7, 4)",20,Yes
Trial 68,"(4, 1)","(8, 1)",20,No
Trial 69,"(8, 1)","(4, 6)",45,Yes
Trial 70,"(8, 5)","(3, 3)",35,No
Trial 71,"(1, 3)","(5, 6)",35,Yes
Trial 72,"(4, 4)","(6, 6)",20,No
Trial 73,"(7, 3)","(1, 4)",35,No
Trial 74,"(5, 1)","(3, 5)",30,No
Trial 75,"(2, 1)","(8, 2)",35,No
Trial 76,"(8, 5)","(2, 1)",50,No
Trial 77,"(2, 5)","(7, 3)",35,No
Trial 78,"(5, 1)","(1, 5)",40,No
Trial 79,"(8, 2)","(3, 2)",25,Yes
Trial 80,"(3, 6)","(1, 1)",35,Yes
Trial 81,"(6, 6)","(4, 3)",25,No
Trial 82,"(6, 1)","(3, 6)",40,No
Trial 83,"(6, 5)","(5, 1)",25,Yes
Trial 84,"(1, 1)","(5, 6)",45,No
Trial 85,"(8, 6)","(6, 3)",25,No
Trial 86,"(5, 2)","(5, 6)",20,No
Trial 87,"(7, 6)","(1, 6)",30,Yes
Trial 88,"(6, 4)","(1, 4)",25,No
Trial 89,"(4, 1)","(7, 2)",20,Yes
Trial 90,"(1, 2)","(1, 6)",20,No
Trial 91,"(2, 3)","(4, 6)",25,No
Trial 92,"(4, 3)","(1, 1)",25,Yes
Trial 93,"(7, 5)","(4, 6)",20,No
Trial 94,"(1, 5)","(6, 4)",30,No
Trial 95,"(3, 4)","(2, 1)",20,No
Trial 96,"(5, 1)","(4, 5)",25,No
Trial 97,"(2, 4)","(1, 1)",20,No
Trial 98,"(5, 6)","(7, 2)",30,No
Trial 99,"(8, 1)","(5, 4)",30,Yes
