Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(8, 3)","(5, 6)",30,Yes
Trial 1,"(5, 4)","(8, 6)",25,Yes
Trial 2,"(7, 2)","(8, 6)",25,Yes
Trial 3,"(1, 6)","(8, 6)",35,Yes
Trial 4,"(8, 1)","(3, 6)",50,Yes
Trial 5,"(2, 5)","(5, 4)",20,Yes
Trial 6,"(8, 3)","(5, 1)",25,Yes
Trial 7,"(3, 3)","(1, 6)",25,No
Trial 8,"(4, 1)","(2, 6)",35,Yes
Trial 9,"(1, 1)","(3, 4)",25,Yes
Trial 10,"(1, 2)","(8, 2)",35,Yes
Trial 11,"(7, 6)","(1, 3)",45,Yes
Trial 12,"(2, 1)","(8, 1)",30,No
Trial 13,"(7, 5)","(5, 3)",20,Yes
Trial 14,"(6, 4)","(8, 6)",20,Yes
Trial 15,"(6, 1)","(4, 5)",30,No
Trial 16,"(1, 1)","(4, 3)",25,Yes
Trial 17,"(1, 3)","(6, 1)",35,Yes
Trial 18,"(6, 6)","(2, 3)",35,Yes
Trial 19,"(1, 1)","(2, 4)",20,Yes
Trial 20,"(2, 1)","(1, 6)",30,No
Trial 21,"(5, 5)","(8, 1)",35,No
Trial 22,"(8, 5)","(3, 4)",30,Yes
Trial 23,"(8, 2)","(1, 4)",45,No
Trial 24,"(8, 4)","(2, 3)",35,Yes
Trial 25,"(4, 3)","(8, 3)",20,Yes
Trial 26,"(7, 1)","(3, 4)",35,No
Trial 27,"(2, 4)","(3, 1)",20,Yes
Trial 28,"(3, 1)","(5, 6)",35,Yes
Trial 29,"(4, 3)","(7, 2)",20,Yes
Trial 30,"(3, 6)","(1, 2)",30,Yes
Trial 31,"(6, 4)","(3, 5)",20,No
Trial 32,"(5, 2)","(5, 6)",20,Yes
Trial 33,"(1, 5)","(8, 1)",55,Yes
Trial 34,"(4, 6)","(7, 2)",35,Yes
Trial 35,"(4, 6)","(3, 2)",25,Yes
Trial 36,"(2, 6)","(8, 4)",40,Yes
Trial 37,"(4, 1)","(8, 1)",20,Yes
Trial 38,"(7, 4)","(3, 2)",30,Yes
Trial 39,"(2, 4)","(8, 3)",35,Yes
Trial 40,"(1, 3)","(3, 5)",20,Yes
Trial 41,"(3, 6)","(6, 3)",30,Yes
Trial 42,"(6, 6)","(2, 2)",40,Yes
Trial 43,"(7, 1)","(6, 5)",25,Yes
Trial 44,"(4, 1)","(5, 4)",20,Yes
Trial 45,"(6, 5)","(8, 1)",30,No
Trial 46,"(8, 2)","(4, 1)",25,Yes
Trial 47,"(8, 2)","(6, 6)",30,No
Trial 48,"(3, 1)","(5, 6)",35,No
Trial 49,"(1, 2)","(4, 1)",20,No
Trial 50,"(6, 6)","(6, 1)",25,No
Trial 51,"(5, 6)","(5, 1)",25,Yes
Trial 52,"(7, 2)","(3, 6)",40,Yes
Trial 53,"(8, 4)","(2, 3)",35,Yes
Trial 54,"(7, 1)","(8, 4)",20,Yes
Trial 55,"(5, 1)","(6, 5)",25,Yes
Trial 56,"(2, 1)","(1, 5)",25,No
Trial 57,"(8, 5)","(2, 3)",40,Yes
Trial 58,"(6, 6)","(7, 3)",20,Yes
Trial 59,"(5, 2)","(3, 5)",25,No
Trial 60,"(2, 3)","(8, 1)",40,No
Trial 61,"(7, 3)","(3, 2)",25,Yes
Trial 62,"(6, 5)","(5, 2)",20,Yes
Trial 63,"(1, 2)","(2, 6)",25,Yes
Trial 64,"(6, 4)","(2, 1)",35,Yes
Trial 65,"(1, 1)","(3, 3)",20,No
Trial 66,"(4, 5)","(4, 1)",20,Yes
Trial 67,"(5, 5)","(5, 1)",20,No
Trial 68,"(4, 5)","(1, 6)",20,No
Trial 69,"(2, 5)","(8, 4)",35,No
Trial 70,"(1, 1)","(4, 5)",35,No
Trial 71,"(2, 2)","(8, 3)",35,Yes
Trial 72,"(4, 3)","(2, 6)",25,No
Trial 73,"(3, 2)","(1, 5)",25,Yes
Trial 74,"(6, 1)","(8, 5)",30,Yes
Trial 75,"(8, 6)","(1, 5)",40,Yes
Trial 76,"(3, 3)","(4, 6)",20,No
Trial 77,"(8, 2)","(4, 4)",30,Yes
Trial 78,"(6, 6)","(2, 1)",45,Yes
Trial 79,"(3, 2)","(3, 6)",20,Yes
Trial 80,"(2, 1)","(6, 4)",35,Yes
Trial 81,"(6, 6)","(3, 2)",35,Yes
Trial 82,"(2, 4)","(7, 4)",25,Yes
Trial 83,"(5, 5)","(3, 1)",30,Yes
Trial 84,"(3, 5)","(5, 2)",25,No
Trial 85,"(6, 1)","(2, 4)",35,Yes
Trial 86,"(8, 2)","(2, 4)",40,Yes
Trial 87,"(5, 4)","(8, 1)",30,No
Trial 88,"(3, 5)","(7, 3)",30,No
Trial 89,"(5, 1)","(8, 6)",40,Yes
Trial 90,"(7, 4)","(1, 3)",35,Yes
Trial 91,"(1, 6)","(6, 4)",35,Yes
Trial 92,"(3, 1)","(6, 3)",25,Yes
Trial 93,"(7, 1)","(1, 1)",30,Yes
Trial 94,"(6, 4)","(8, 6)",20,Yes
Trial 95,"(6, 2)","(2, 5)",35,Yes
Trial 96,"(6, 3)","(5, 6)",20,No
Trial 97,"(7, 5)","(4, 4)",20,Yes
Trial 98,"(7, 4)","(4, 1)",30,Yes
Trial 99,"(4, 4)","(6, 2)",20,No
