Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(7, 6)","(4, 1)",40,No
Trial 1,"(7, 2)","(1, 4)",40,No
Trial 2,"(1, 6)","(6, 2)",45,Yes
Trial 3,"(7, 6)","(3, 4)",30,Yes
Trial 4,"(7, 3)","(1, 4)",35,Yes
Trial 5,"(2, 5)","(6, 4)",25,Yes
Trial 6,"(2, 6)","(5, 5)",20,Yes
Trial 7,"(6, 2)","(4, 4)",20,Yes
Trial 8,"(6, 5)","(5, 2)",20,Yes
Trial 9,"(1, 3)","(3, 6)",25,Yes
Trial 10,"(8, 5)","(6, 3)",20,Yes
Trial 11,"(2, 6)","(5, 4)",25,Yes
Trial 12,"(7, 5)","(2, 2)",40,No
Trial 13,"(3, 1)","(4, 4)",20,Yes
Trial 14,"(7, 5)","(1, 1)",50,Yes
Trial 15,"(4, 1)","(8, 6)",45,Yes
Trial 16,"(8, 6)","(3, 2)",45,Yes
Trial 17,"(3, 6)","(5, 1)",35,Yes
Trial 18,"(4, 6)","(2, 2)",30,No
Trial 19,"(2, 6)","(5, 1)",40,No
Trial 20,"(2, 5)","(1, 2)",20,No
Trial 21,"(2, 3)","(7, 5)",35,No
Trial 22,"(2, 6)","(8, 5)",35,Yes
Trial 23,"(8, 4)","(3, 5)",30,No
Trial 24,"(7, 4)","(1, 4)",30,No
Trial 25,"(4, 1)","(4, 6)",25,No
Trial 26,"(5, 4)","(1, 2)",30,No
Trial 27,"(3, 4)","(7, 5)",25,Yes
Trial 28,"(4, 5)","(7, 4)",20,No
Trial 29,"(5, 3)","(8, 1)",25,No
Trial 30,"(6, 1)","(6, 6)",25,Yes
Trial 31,"(8, 2)","(4, 6)",40,No
Trial 32,"(4, 2)","(8, 2)",20,No
Trial 33,"(1, 3)","(6, 6)",40,No
Trial 34,"(8, 5)","(2, 5)",30,No
Trial 35,"(6, 6)","(4, 4)",20,No
Trial 36,"(3, 1)","(6, 3)",25,No
Trial 37,"(1, 1)","(5, 5)",40,No
Trial 38,"(7, 6)","(4, 1)",40,No
Trial 39,"(8, 1)","(3, 5)",45,No
Trial 40,"(5, 4)","(1, 2)",30,No
Trial 41,"(1, 2)","(5, 3)",25,No
Trial 42,"(7, 5)","(1, 1)",50,No
Trial 43,"(3, 3)","(6, 2)",20,No
Trial 44,"(6, 2)","(8, 4)",20,No
Trial 45,"(8, 4)","(3, 4)",25,No
Trial 46,"(1, 6)","(6, 4)",35,No
Trial 47,"(2, 4)","(6, 5)",25,No
Trial 48,"(3, 6)","(1, 3)",25,No
Trial 49,"(5, 6)","(6, 1)",30,No
Trial 50,"(8, 1)","(6, 5)",30,No
Trial 51,"(4, 2)","(4, 6)",20,Yes
Trial 52,"(6, 4)","(1, 1)",40,No
Trial 53,"(8, 6)","(7, 1)",30,No
Trial 54,"(1, 2)","(6, 2)",25,No
Trial 55,"(4, 2)","(8, 1)",25,No
Trial 56,"(1, 1)","(6, 2)",30,Yes
Trial 57,"(1, 1)","(8, 2)",40,No
Trial 58,"(8, 3)","(4, 6)",35,No
Trial 59,"(5, 3)","(3, 1)",20,No
Trial 60,"(6, 4)","(1, 6)",35,No
Trial 61,"(3, 4)","(1, 6)",20,No
Trial 62,"(7, 5)","(3, 4)",25,No
Trial 63,"(2, 4)","(8, 1)",45,No
Trial 64,"(8, 4)","(5, 3)",20,No
Trial 65,"(1, 3)","(6, 2)",30,No
Trial 66,"(2, 3)","(6, 2)",25,No
Trial 67,"(4, 1)","(3, 6)",30,No
Trial 68,"(8, 5)","(3, 4)",30,No
Trial 69,"(5, 5)","(8, 1)",35,No
Trial 70,"(1, 5)","(8, 1)",55,No
Trial 71,"(7, 6)","(3, 2)",40,No
Trial 72,"(2, 3)","(7, 4)",30,No
Trial 73,"(3, 3)","(7, 1)",30,No
Trial 74,"(2, 6)","(8, 6)",30,No
Trial 75,"(5, 3)","(3, 6)",25,No
Trial 76,"(3, 4)","(7, 5)",25,No
Trial 77,"(2, 1)","(5, 6)",40,No
Trial 78,"(7, 4)","(3, 1)",35,No
Trial 79,"(3, 5)","(3, 1)",20,No
Trial 80,"(8, 1)","(5, 5)",35,No
Trial 81,"(5, 6)","(7, 4)",20,Yes
Trial 82,"(5, 4)","(3, 1)",25,No
Trial 83,"(1, 6)","(8, 4)",45,No
Trial 84,"(4, 3)","(2, 5)",20,No
Trial 85,"(6, 1)","(4, 6)",35,No
Trial 86,"(1, 4)","(6, 2)",35,No
Trial 87,"(1, 5)","(5, 6)",25,No
Trial 88,"(7, 5)","(8, 2)",20,Yes
Trial 89,"(4, 1)","(8, 6)",45,No
Trial 90,"(7, 5)","(3, 3)",30,No
Trial 91,"(2, 5)","(8, 5)",30,No
Trial 92,"(2, 6)","(7, 3)",40,No
Trial 93,"(3, 2)","(6, 4)",25,No
Trial 94,"(7, 5)","(4, 4)",20,No
Trial 95,"(8, 6)","(2, 1)",55,No
Trial 96,"(1, 6)","(7, 6)",30,No
Trial 97,"(3, 5)","(5, 3)",20,No
Trial 98,"(4, 4)","(3, 1)",20,No
Trial 99,"(4, 3)","(7, 4)",20,No
