Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(8, 1)","(7, 6)",30,No
Trial 1,"(5, 5)","(1, 2)",35,No
Trial 2,"(5, 3)","(1, 1)",30,No
Trial 3,"(6, 5)","(6, 1)",20,No
Trial 4,"(8, 1)","(6, 6)",35,No
Trial 5,"(4, 3)","(7, 4)",20,No
Trial 6,"(5, 6)","(7, 4)",20,No
Trial 7,"(3, 4)","(8, 5)",30,No
Trial 8,"(7, 6)","(4, 5)",20,No
Trial 9,"(5, 5)","(1, 4)",25,No
Trial 10,"(8, 3)","(4, 5)",30,No
Trial 11,"(5, 6)","(4, 2)",25,No
Trial 12,"(6, 4)","(1, 1)",40,No
Trial 13,"(1, 6)","(5, 4)",30,No
Trial 14,"(8, 5)","(1, 5)",35,No
Trial 15,"(4, 3)","(7, 6)",30,No
Trial 16,"(5, 1)","(8, 2)",20,No
Trial 17,"(8, 4)","(6, 1)",25,No
Trial 18,"(7, 6)","(2, 6)",25,Yes
Trial 19,"(8, 6)","(6, 3)",25,No
Trial 20,"(2, 4)","(8, 2)",40,No
Trial 21,"(3, 6)","(7, 3)",35,No
Trial 22,"(3, 6)","(5, 1)",35,No
Trial 23,"(2, 6)","(5, 1)",40,No
Trial 24,"(3, 1)","(5, 6)",35,No
Trial 25,"(1, 3)","(8, 1)",45,No
Trial 26,"(8, 3)","(1, 5)",45,No
Trial 27,"(7, 4)","(5, 6)",20,No
Trial 28,"(1, 3)","(6, 1)",35,No
Trial 29,"(1, 3)","(4, 1)",25,No
Trial 30,"(7, 2)","(3, 2)",20,Yes
Trial 31,"(3, 2)","(6, 3)",20,No
Trial 32,"(2, 1)","(5, 5)",35,No
Trial 33,"(8, 3)","(1, 2)",40,No
Trial 34,"(5, 1)","(7, 5)",30,No
Trial 35,"(3, 6)","(3, 2)",20,Yes
Trial 36,"(7, 1)","(4, 5)",35,No
Trial 37,"(4, 6)","(7, 4)",25,No
Trial 38,"(8, 3)","(2, 5)",40,No
Trial 39,"(2, 6)","(6, 2)",40,No
Trial 40,"(7, 6)","(5, 3)",25,No
Trial 41,"(6, 2)","(3, 1)",20,No
Trial 42,"(7, 1)","(7, 6)",25,No
Trial 43,"(8, 1)","(1, 3)",45,No
Trial 44,"(4, 6)","(2, 4)",20,No
Trial 45,"(3, 6)","(7, 1)",45,No
Trial 46,"(8, 4)","(6, 2)",20,No
Trial 47,"(6, 5)","(1, 3)",35,No
Trial 48,"(4, 5)","(6, 3)",20,No
Trial 49,"(2, 2)","(7, 3)",30,No
Trial 50,"(3, 1)","(8, 3)",35,No
Trial 51,"(1, 2)","(6, 2)",25,Yes
Trial 52,"(7, 4)","(4, 1)",30,No
Trial 53,"(8, 2)","(4, 3)",25,No
Trial 54,"(5, 3)","(2, 2)",20,No
Trial 55,"(8, 1)","(3, 3)",35,No
Trial 56,"(7, 3)","(3, 1)",30,No
Trial 57,"(1, 6)","(6, 6)",25,Yes
Trial 58,"(2, 4)","(7, 5)",30,No
Trial 59,"(5, 1)","(2, 5)",35,No
Trial 60,"(8, 5)","(3, 6)",30,No
Trial 61,"(6, 6)","(2, 5)",25,No
Trial 62,"(2, 1)","(7, 6)",50,No
Trial 63,"(5, 5)","(8, 2)",30,No
Trial 64,"(4, 1)","(4, 5)",20,Yes
Trial 65,"(8, 6)","(4, 6)",20,No
Trial 66,"(1, 1)","(6, 6)",50,No
Trial 67,"(3, 3)","(4, 6)",20,No
Trial 68,"(7, 2)","(6, 6)",25,No
Trial 69,"(7, 3)","(6, 6)",20,No
Trial 70,"(2, 2)","(4, 6)",30,No
Trial 71,"(2, 4)","(5, 6)",25,No
Trial 72,"(2, 6)","(6, 5)",25,No
Trial 73,"(3, 2)","(8, 4)",35,No
Trial 74,"(7, 3)","(2, 2)",30,No
Trial 75,"(3, 1)","(4, 6)",30,No
Trial 76,"(1, 2)","(4, 3)",20,No
Trial 77,"(6, 6)","(6, 1)",25,Yes
Trial 78,"(8, 2)","(8, 6)",20,Yes
Trial 79,"(1, 6)","(8, 3)",50,No
Trial 80,"(1, 5)","(7, 6)",35,No
Trial 81,"(7, 6)","(1, 4)",40,No
Trial 82,"(1, 6)","(4, 1)",40,No
Trial 83,"(8, 3)","(5, 1)",25,No
Trial 84,"(7, 3)","(1, 2)",35,No
Trial 85,"(2, 5)","(5, 4)",20,No
Trial 86,"(2, 2)","(5, 5)",30,No
Trial 87,"(5, 1)","(7, 4)",25,No
Trial 88,"(4, 6)","(3, 1)",30,No
Trial 89,"(7, 4)","(2, 2)",35,No
Trial 90,"(3, 6)","(1, 2)",30,No
Trial 91,"(1, 4)","(8, 6)",45,No
Trial 92,"(4, 3)","(8, 1)",30,No
Trial 93,"(8, 3)","(4, 3)",20,No
Trial 94,"(5, 5)","(6, 2)",20,No
Trial 95,"(1, 5)","(6, 6)",30,No
Trial 96,"(3, 5)","(8, 5)",25,No
Trial 97,"(2, 3)","(4, 6)",25,No
Trial 98,"(4, 1)","(3, 6)",30,No
Trial 99,"(3, 2)","(3, 6)",20,No
