Trial,Start Location,Desination,Deadline,Successful?
Trial 0,"(3, 3)","(1, 6)",25,Yes
Trial 1,"(2, 6)","(8, 4)",40,No
Trial 2,"(8, 5)","(3, 6)",30,Yes
Trial 3,"(2, 4)","(8, 6)",40,Yes
Trial 4,"(6, 1)","(8, 6)",35,Yes
Trial 5,"(1, 2)","(6, 3)",30,No
Trial 6,"(4, 1)","(1, 4)",30,No
Trial 7,"(1, 2)","(1, 6)",20,Yes
Trial 8,"(7, 6)","(6, 3)",20,Yes
Trial 9,"(3, 6)","(5, 4)",20,No
Trial 10,"(7, 1)","(1, 5)",50,No
Trial 11,"(4, 5)","(1, 6)",20,No
Trial 12,"(6, 5)","(3, 1)",35,Yes
Trial 13,"(4, 6)","(5, 3)",20,No
Trial 14,"(7, 1)","(2, 3)",35,No
Trial 15,"(2, 3)","(6, 6)",35,No
Trial 16,"(8, 1)","(7, 5)",25,No
Trial 17,"(8, 2)","(7, 5)",20,No
Trial 18,"(1, 3)","(6, 2)",30,No
Trial 19,"(6, 1)","(8, 5)",30,No
Trial 20,"(1, 2)","(7, 4)",40,Yes
Trial 21,"(7, 6)","(6, 1)",30,Yes
Trial 22,"(6, 4)","(2, 1)",35,No
Trial 23,"(7, 4)","(2, 2)",35,No
Trial 24,"(1, 3)","(4, 2)",20,Yes
Trial 25,"(3, 2)","(3, 6)",20,No
Trial 26,"(8, 2)","(2, 3)",35,Yes
Trial 27,"(2, 2)","(4, 6)",30,No
Trial 28,"(4, 5)","(7, 3)",25,No
Trial 29,"(2, 5)","(7, 1)",45,Yes
Trial 30,"(8, 6)","(3, 1)",50,No
Trial 31,"(5, 6)","(8, 3)",30,No
Trial 32,"(4, 6)","(1, 4)",25,No
Trial 33,"(5, 3)","(8, 5)",25,Yes
Trial 34,"(2, 1)","(6, 3)",30,Yes
Trial 35,"(6, 5)","(1, 1)",45,Yes
Trial 36,"(4, 1)","(4, 6)",25,Yes
Trial 37,"(4, 4)","(7, 1)",30,No
Trial 38,"(6, 1)","(8, 5)",30,No
Trial 39,"(7, 3)","(3, 2)",25,No
Trial 40,"(8, 3)","(2, 5)",40,No
Trial 41,"(6, 1)","(7, 5)",25,No
Trial 42,"(7, 1)","(8, 6)",30,Yes
Trial 43,"(7, 1)","(4, 6)",40,Yes
Trial 44,"(1, 5)","(5, 4)",25,No
Trial 45,"(4, 6)","(1, 5)",20,No
Trial 46,"(6, 4)","(3, 1)",30,Yes
Trial 47,"(7, 4)","(1, 1)",45,No
Trial 48,"(7, 3)","(3, 1)",30,No
Trial 49,"(4, 5)","(7, 1)",35,No
Trial 50,"(6, 4)","(2, 4)",20,Yes
Trial 51,"(3, 5)","(1, 1)",30,No
Trial 52,"(5, 3)","(2, 4)",20,No
Trial 53,"(2, 1)","(3, 4)",20,No
Trial 54,"(2, 1)","(8, 1)",30,Yes
Trial 55,"(8, 1)","(5, 5)",35,Yes
Trial 56,"(3, 4)","(8, 3)",30,No
Trial 57,"(7, 3)","(1, 6)",45,No
Trial 58,"(1, 5)","(6, 1)",45,No
Trial 59,"(7, 1)","(3, 2)",25,No
Trial 60,"(5, 6)","(1, 3)",35,No
Trial 61,"(2, 1)","(1, 6)",30,No
Trial 62,"(6, 5)","(6, 1)",20,Yes
Trial 63,"(6, 1)","(8, 4)",25,No
Trial 64,"(5, 2)","(8, 1)",20,Yes
Trial 65,"(5, 6)","(1, 1)",45,Yes
Trial 66,"(5, 1)","(5, 5)",20,Yes
Trial 67,"(4, 2)","(1, 4)",25,No
Trial 68,"(1, 3)","(8, 6)",50,Yes
Trial 69,"(1, 6)","(5, 1)",45,Yes
Trial 70,"(8, 6)","(4, 6)",20,Yes
Trial 71,"(1, 5)","(7, 1)",50,Yes
Trial 72,"(6, 6)","(1, 1)",50,Yes
Trial 73,"(8, 5)","(2, 3)",40,No
Trial 74,"(2, 4)","(7, 1)",40,No
Trial 75,"(1, 3)","(5, 6)",35,Yes
Trial 76,"(7, 5)","(3, 3)",30,No
Trial 77,"(8, 6)","(3, 2)",45,Yes
Trial 78,"(6, 5)","(3, 6)",20,No
Trial 79,"(7, 2)","(3, 1)",25,No
Trial 80,"(1, 4)","(4, 3)",20,No
Trial 81,"(5, 3)","(1, 1)",30,Yes
Trial 82,"(2, 1)","(3, 4)",20,No
Trial 83,"(1, 5)","(7, 4)",35,Yes
Trial 84,"(6, 3)","(1, 1)",35,No
Trial 85,"(7, 5)","(5, 3)",20,No
Trial 86,"(5, 1)","(1, 3)",30,No
Trial 87,"(7, 5)","(1, 6)",35,No
Trial 88,"(2, 6)","(2, 2)",20,Yes
Trial 89,"(7, 3)","(3, 4)",25,Yes
Trial 90,"(7, 3)","(4, 6)",30,Yes
Trial 91,"(4, 1)","(6, 4)",25,Yes
Trial 92,"(5, 3)","(7, 6)",25,No
Trial 93,"(1, 6)","(4, 1)",40,Yes
Trial 94,"(7, 3)","(4, 1)",25,No
Trial 95,"(6, 4)","(7, 1)",20,Yes
Trial 96,"(6, 4)","(1, 4)",25,No
Trial 97,"(3, 6)","(6, 4)",25,No
Trial 98,"(2, 5)","(6, 4)",25,Yes
Trial 99,"(2, 2)","(2, 6)",20,No
